"Area","Records","Observed.richness","Richness","Slope","Completeness","Ratio"
"CA_Los Angeles_B4_B_350",14,14,NA,NA,NA,1
"CA_Los Angeles_B40_B_351",32,30,608.090488685047,0.90625,4.93347627667601,1.06666666666667
"CA_Los Angeles_B41_B_352",7,6,32.8974283942516,0.714285714285714,18.2385076672085,1.16666666666667
"CA_Los Angeles_B42_B_353",4,4,NA,NA,NA,1
"CA_Los Angeles_B44_B_355",8,6,18.2675428838315,0.5,32.8451398097473,1.33333333333333
"CA_Los Angeles_B45_B_356",8,8,NA,NA,NA,1
"CA_Los Angeles_B46_B_357",109,77,283.07711397789,0.522935779816521,27.2010686127082,1.41558441558442
"CA_Los Angeles_B47_B_358",45,36,160.285374512217,0.600000000000001,22.4599406586881,1.25
"CA_Los Angeles_B48_B_359",2,2,NA,NA,NA,1
"CA_Los Angeles_B49_B_360",5,5,NA,NA,NA,1
"CA_Los Angeles_B5_B_361",10,10,NA,NA,NA,1
"CA_Los Angeles_B50_B_362",2,2,NA,NA,NA,1
"CA_Los Angeles_B51_B_363",16,14,98.1813531034732,0.75,14.2593268043937,1.14285714285714
"CA_Los Angeles_B52_B_364",7,7,NA,NA,NA,1
"CA_Los Angeles_B53_B_365",7,7,NA,NA,NA,1
"CA_Los Angeles_B54_B_366",18,15,78.0056298651184,0.666666666666668,19.2293812971408,1.2
"CA_Los Angeles_B55_B_367",19,17,144.6667586605,0.789473684210527,11.7511446011555,1.11764705882353
"CA_Los Angeles_B58_B_369",29,21,78.2702849022027,0.551724137931032,26.8301054815875,1.38095238095238
"CA_Los Angeles_B59_B_370",7,5,12.7895845884099,0.428571428571429,39.094311198591,1.4
"CA_Los Angeles_B6_B_371",9,9,NA,NA,NA,1
"CA_Los Angeles_B60_B_372",2,2,NA,NA,NA,1
"CA_Los Angeles_B64_B_376",35,28,131.244900678259,0.62857142857143,21.3341622076737,1.25
"CA_Los Angeles_B66_B_378",4,4,NA,NA,NA,1
"CA_Los Angeles_B68_B_380",16,14,134.291878649012,0.8125,10.4250533545597,1.14285714285714
"CA_Los Angeles_B69_B_381",19,16,88.4992134348031,0.684210526315789,18.0792567289732,1.1875
"CA_Los Angeles_B7_B_382",30,19,61.7784527801717,0.466666666666665,30.7550596445144,1.57894736842105
"CA_Los Angeles_B70_B_383",7,5,17.8356145037682,0.571428571428571,28.0337972035874,1.4
"CA_Los Angeles_B71_B_384",7,6,32.8974283942516,0.714285714285714,18.2385076672085,1.16666666666667
"CA_Los Angeles_B72_B_385",26,21,NA,NA,NA,1.23809523809524
"CA_Los Angeles_B73_B_386",5,5,NA,NA,NA,1
"CA_Los Angeles_B74_B_387",21,19,180.659283353687,0.80952380952381,10.5170349662036,1.10526315789474
"CA_Los Angeles_B75_B_388",100,67,193.956800043395,0.439999999999998,34.5437746884924,1.49253731343284
"CA_Los Angeles_B76_B_389",204,94,180.752808226275,0.235294117647058,52.0047245309332,2.17021276595745
"CA_Los Angeles_B77_B_390",32,27,154.984145218069,0.6875,17.4211368279058,1.18518518518519
"CA_Los Angeles_B78_B_391",13,12,137.851528497232,0.846153846153845,8.70501773235034,1.08333333333333
"CA_Los Angeles_B79_B_392",2,2,NA,NA,NA,1
"CA_Los Angeles_B80_B_394",3,3,NA,NA,NA,1
"CA_Los Angeles_B83_B_397",2,2,NA,NA,NA,1
"CA_Los Angeles_B84_B_398",148,46,74.7427243391621,0.128378378378379,61.5444518603102,3.21739130434783
"CA_Los Angeles_B85_B_399",6,6,NA,NA,NA,1
"CA_Los Angeles_B88_B_402",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_B89_B_403",5,5,NA,NA,NA,1
"CA_Los Angeles_B9_B_404",11,9,56.2465483535725,0.727272727272727,16.0009818619001,1.22222222222222
"CA_Los Angeles_B90_B_405",3,2,NA,NA,NA,1.5
"CA_Los Angeles_B91_B_406",2,2,NA,NA,NA,1
"CA_Los Angeles_B92_B_407",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_Los Angeles_B93_B_408",11,10,94.8616533585581,0.818181818181818,10.5416674134932,1.1
"CA_Los Angeles_B94_B_409",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111
"CA_Los Angeles_B95_B_410",8,7,45.3854722980917,0.75,15.4234376014069,1.14285714285714
"CA_Los Angeles_B96_B_411",18,14,59.7448071503741,0.611111111111111,23.4329988960594,1.28571428571429
"CA_Los Angeles_B97_B_412",17,15,112.675928535711,0.764705882352942,13.3125150996612,1.13333333333333
"CA_Los Angeles_B98_B_413",9,9,NA,NA,NA,1
"CA_Los Angeles_C1_C_415",6,6,NA,NA,NA,1
"CA_Los Angeles_C10_C_416",23,23,NA,NA,NA,1
"CA_Los Angeles_C100_C_417",34,32,NA,NA,NA,1.0625
"CA_Los Angeles_C101_C_418",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Los Angeles_C102_C_419",4,4,NA,NA,NA,1
"CA_Los Angeles_C103_C_420",4,4,NA,NA,NA,1
"CA_Los Angeles_C104_C_421",3,3,NA,NA,NA,1
"CA_Los Angeles_C105_C_422",7,6,32.8974283942516,0.714285714285714,18.2385076672085,1.16666666666667
"CA_Los Angeles_C106_C_423",3,3,NA,NA,NA,1
"CA_Los Angeles_C107_C_424",28,27,NA,NA,NA,1.03703703703704
"CA_Los Angeles_C108_C_425",25,21,131.384193049559,0.719999999999999,15.9836579367494,1.19047619047619
"CA_Los Angeles_C109_C_426",7,6,32.8974283942516,0.714285714285714,18.2385076672085,1.16666666666667
"CA_Los Angeles_C11_C_428",4,4,NA,NA,NA,1
"CA_Los Angeles_C110_C_429",18,18,NA,NA,NA,1
"CA_Los Angeles_C111_C_430",4,4,NA,NA,NA,1
"CA_Los Angeles_C112_C_431",11,11,NA,NA,NA,1
"CA_Los Angeles_C113_C_432",5,5,NA,NA,NA,1
"CA_Los Angeles_C114_C_433",15,13,84.6874532250617,0.733333333333333,15.3505619840188,1.15384615384615
"CA_Los Angeles_C115_C_434",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111
"CA_Los Angeles_C116_C_435",4,4,NA,NA,NA,1
"CA_Los Angeles_C117_C_436",20,18,162.16285610888,0.800000000000001,11.0999524995505,1.11111111111111
"CA_Los Angeles_C118_C_437",18,17,280.335740280869,0.888888888888889,6.06415720769948,1.05882352941176
"CA_Los Angeles_C119_C_438",6,6,NA,NA,NA,1
"CA_Los Angeles_C12_C_439",24,22,242.150313927041,0.833333333333332,9.0852659421406,1.09090909090909
"CA_Los Angeles_C120_C_440",25,20,NA,NA,NA,1.25
"CA_Los Angeles_C121_C_441",2,2,NA,NA,NA,1
"CA_Los Angeles_C123_C_443",13,10,35.5506810123751,0.538461538461538,28.1288563685152,1.3
"CA_Los Angeles_C124_C_444",6,6,NA,NA,NA,1
"CA_Los Angeles_C125_C_445",18,12,32.9957313404685,0.444444444444445,36.3683407292211,1.5
"CA_Los Angeles_C126_C_446",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_Los Angeles_C127_C_447",52,44,275.147172771723,0.71153846153846,15.9914418006776,1.18181818181818
"CA_Los Angeles_C128_C_448",14,14,NA,NA,NA,1
"CA_Los Angeles_C129_C_449",5,5,NA,NA,NA,1
"CA_Los Angeles_C13_C_450",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Los Angeles_C134_C_456",24,24,NA,NA,NA,1
"CA_Los Angeles_C138_C_460",12,11,115.356179270274,0.833333333333334,9.53568336744885,1.09090909090909
"CA_Los Angeles_C139_C_461",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111
"CA_Los Angeles_C14_C_462",62,47,183.259367078238,0.548387096774192,25.6467108608612,1.31914893617021
"CA_Los Angeles_C140_C_463",55,43,186.830515111929,0.600000000000001,23.015512200584,1.27906976744186
"CA_Los Angeles_C141_C_464",7,7,NA,NA,NA,1
"CA_Los Angeles_C142_C_465",11,10,94.8616533585581,0.818181818181818,10.5416674134932,1.1
"CA_Los Angeles_C143_C_466",2,2,NA,NA,NA,1
"CA_Los Angeles_C144_C_467",13,13,NA,NA,NA,1
"CA_Los Angeles_C147_C_472",6,6,NA,NA,NA,1
"CA_Los Angeles_C148_C_473",5,5,NA,NA,NA,1
"CA_Los Angeles_C15_C_477",4,4,NA,NA,NA,1
"CA_Los Angeles_C152_C_480",2,2,NA,NA,NA,1
"CA_Los Angeles_C153_C_481",9,7,24.7494921140843,0.555555555555555,28.2834086765622,1.28571428571429
"CA_Los Angeles_C155_C_483",5,5,NA,NA,NA,1
"CA_Los Angeles_C156_C_484",136,76,187.119334157331,0.32352941176471,40.6157922388174,1.78947368421053
"CA_Los Angeles_C157_C_485",29,20,70.5467539353606,0.517241379310345,28.3499932800952,1.45
"CA_Los Angeles_C158_C_486",2,2,NA,NA,NA,1
"CA_Los Angeles_C159_C_487",3,3,NA,NA,NA,1
"CA_Los Angeles_C16_C_488",26,22,127.289483531654,0.692307692307693,17.2834388117609,1.18181818181818
"CA_Los Angeles_C160_C_489",146,41,87.318164128666,0.157534246575345,46.9547206003842,3.5609756097561
"CA_Los Angeles_C161_C_490",11,10,94.8616533585581,0.818181818181818,10.5416674134932,1.1
"CA_Los Angeles_C164_C_493",11,11,NA,NA,NA,1
"CA_Los Angeles_C165_C_494",33,28,NA,NA,NA,1.17857142857143
"CA_Los Angeles_C166_C_495",6,6,NA,NA,NA,1
"CA_Los Angeles_C167_C_496",13,11,60.7022601515724,0.692307692307692,18.1212362975171,1.18181818181818
"CA_Los Angeles_C17_C_498",3,3,NA,NA,NA,1
"CA_Los Angeles_C18_C_499",18,16,128.171083606311,0.777777777777779,12.4833149176966,1.125
"CA_Los Angeles_C19_C_500",39,30,124.383200507633,0.589743589743591,24.1190127586073,1.3
"CA_Los Angeles_C2_C_501",2,2,NA,NA,NA,1
"CA_Los Angeles_C20_C_502",227,128,317.566011529403,0.365638766519822,40.3065804755206,1.7734375
"CA_Los Angeles_C21_C_503",73,39,105.28959559046,0.38356164383562,37.0406969285898,1.87179487179487
"CA_Los Angeles_C22_C_504",24,23,517.325201894106,0.916666666666664,4.44594616998922,1.04347826086957
"CA_Los Angeles_C23_C_505",57,39,122.163474992818,0.473684210526315,31.9244356811991,1.46153846153846
"CA_Los Angeles_C24_C_506",43,33,134.671040964036,0.581395348837212,24.5041545411479,1.3030303030303
"CA_Los Angeles_C25_C_507",152,96,269.022083655568,0.41447368421052,35.6848027847818,1.58333333333333
"CA_Los Angeles_C26_C_508",26,24,288.145457266525,0.846153846153847,8.3291266250298,1.08333333333333
"CA_Los Angeles_C27_C_509",41,37,352.247315802451,0.804878048780488,10.5039835195651,1.10810810810811
"CA_Los Angeles_C28_C_510",27,27,NA,NA,NA,1
"CA_Los Angeles_C29_C_511",52,37,127.297440152045,0.519230769230774,29.0657847917499,1.40540540540541
"CA_Los Angeles_C30_C_513",134,71,178.273901738349,0.358208955223887,39.8263566947707,1.88732394366197
"CA_Los Angeles_C31_C_514",17,16,247.83817472579,0.882352941176471,6.45582546663867,1.0625
"CA_Los Angeles_C32_C_515",57,44,197.926350723561,0.614035087719301,22.2304912100632,1.29545454545455
"CA_Los Angeles_C33_C_516",48,37,152.723546602084,0.583333333333336,24.2267815429943,1.2972972972973
"CA_Los Angeles_C34_C_517",18,16,128.171083606311,0.777777777777779,12.4833149176966,1.125
"CA_Los Angeles_C35_C_518",32,24,100.878087297437,0.59375,23.791093430664,1.33333333333333
"CA_Los Angeles_C39_C_522",89,62,222.535686346057,0.516853932584269,27.8607000153612,1.43548387096774
"CA_Los Angeles_C40_C_524",21,15,46.6413110491253,0.476190476190476,32.1603309653992,1.4
"CA_Los Angeles_C41_C_525",130,89,290.003781628425,0.484615384615381,30.6892549815207,1.46067415730337
"CA_Los Angeles_C42_C_526",39,34,266.986628242199,0.769230769230766,12.7347201707632,1.14705882352941
"CA_Los Angeles_C42_C_527",12,12,NA,NA,NA,1
"CA_Los Angeles_C43_C_528",28,27,NA,NA,NA,1.03703703703704
"CA_Los Angeles_C44_C_530",11,10,94.8616533585581,0.818181818181818,10.5416674134932,1.1
"CA_Los Angeles_C45_C_531",8,7,45.3854722980917,0.75,15.4234376014069,1.14285714285714
"CA_Los Angeles_C46_C_532",44,35,158.868264388248,0.61363636363636,22.0308317301596,1.25714285714286
"CA_Los Angeles_C47_C_533",18,16,128.171083606311,0.777777777777779,12.4833149176966,1.125
"CA_Los Angeles_C48_C_534",19,19,NA,NA,NA,1
"CA_Los Angeles_C5_C_537",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_Los Angeles_C51_C_539",7,7,NA,NA,NA,1
"CA_Los Angeles_C52_C_540",2,1,NA,NA,NA,2
"CA_Los Angeles_C52_C_541",8,7,45.3854722980917,0.75,15.4234376014069,1.14285714285714
"CA_Los Angeles_C53_C_542",31,9,235.260014362197,0.258064516129032,3.82555447188912,3.44444444444444
"CA_Los Angeles_C54_C_543",5,5,NA,NA,NA,1
"CA_Los Angeles_C55_C_544",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111
"CA_Los Angeles_C56_C_545",12,11,115.356179270274,0.833333333333334,9.53568336744885,1.09090909090909
