"Area","Records","Observed.richness","SE","R2"
"CA_Fresno_B2_B_205",3,3,NA,NA
"CA_Fresno_C2_C_213",2,2,NA,NA
"CA_Fresno_C3_C_214",7,7,NA,NA
"CA_Fresno_C4_C_216",9,8,0.0027692694163337,0.99999849947154
"CA_Fresno_C7_C_220",2,2,NA,NA
"CA_Los Angeles_A1_A_233",15,13,0.0065219141853158,0.999996904094231
"CA_Los Angeles_A10_A_234",133,61,0.0910290659455709,0.999970459471124
"CA_Los Angeles_A11_A_235",4,4,NA,NA
"CA_Los Angeles_A12_A_236",1780,167,2.47128772920302,0.995734704141842
"CA_Los Angeles_A13_A_237",44,39,0.0126548609220682,0.999998729762856
"CA_Los Angeles_A15_A_240",13,11,0.0194709985676792,0.999960448739823
"CA_Los Angeles_A16_A_241",17,16,0.0013056377983648,0.999999919208671
"CA_Los Angeles_A17_A_243",5,5,NA,NA
"CA_Los Angeles_A18_A_244",21,18,0.0103073663155232,0.999995997847932
"CA_Los Angeles_A19_A_245",9,9,NA,NA
"CA_Los Angeles_A2_A_246",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_A21_A_248",31,29,0.00276804231918005,0.999999890090601
"CA_Los Angeles_A25_A_252",8,7,0.00319732044001254,0.999997354222772
"CA_Los Angeles_A26_A_253",11,11,NA,NA
"CA_Los Angeles_A27_A_254",2,2,NA,NA
"CA_Los Angeles_A28_A_255",5,5,NA,NA
"CA_Los Angeles_A29_A_256",53,44,0.0122058911380191,0.999999067230917
"CA_Los Angeles_A3_A_257",7,6,0.00376486817975351,0.999994909742269
"CA_Los Angeles_A30_A_258",42,36,0.0197767800493682,0.999996353941598
"CA_Los Angeles_A31_A_259",74,39,0.10063518217125,0.999912645900829
"CA_Los Angeles_A32_A_260",7,7,NA,NA
"CA_Los Angeles_A33_A_261",14,14,NA,NA
"CA_Los Angeles_A34_A_262",3,3,NA,NA
"CA_Los Angeles_A35_A_263",14,12,0.00711375496034056,0.999995659805495
"CA_Los Angeles_A37_A_265",11,11,NA,NA
"CA_Los Angeles_A38_A_266",3,2,NA,NA
"CA_Los Angeles_A38_A_267",31,28,0.00645422308654862,0.999999357671594
"CA_Los Angeles_A39_A_268",7,5,0.0184744559000108,0.999810909881063
"CA_Los Angeles_A4_A_269",95,58,0.118353102824334,0.999947049910372
"CA_Los Angeles_A40_A_270",8,8,NA,NA
"CA_Los Angeles_A41_A_271",112,77,0.0584726530433898,0.999992855487541
"CA_Los Angeles_A42_A_272",2,1,NA,NA
"CA_Los Angeles_A43_A_273",22,22,NA,NA
"CA_Los Angeles_A46_A_274",21,19,0.00433440040848936,0.999999367955654
"CA_Los Angeles_A48_A_276",2,2,NA,NA
"CA_Los Angeles_A5_A_278",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_A50_A_279",2,2,NA,NA
"CA_Los Angeles_A51_A_280",2,2,NA,NA
"CA_Los Angeles_A52_A_281",13,11,0.00781999018438143,0.999993726388311
"CA_Los Angeles_A55_A_284",8,8,NA,NA
"CA_Los Angeles_A56_A_285",13,12,0.00178267237489149,0.99999973000321
"CA_Los Angeles_A59_A_287",395,145,0.849616463620436,0.99951735756537
"CA_Los Angeles_A6_A_288",27,24,0.0385389705733912,0.999968257121527
"CA_Los Angeles_A60_A_289",139,76,0.153926448590412,0.999946986676714
"CA_Los Angeles_A7_A_290",15,15,NA,NA
"CA_Los Angeles_A8_A_291",29,23,0.0455479072635963,0.999950930728645
"CA_Los Angeles_A9_A_292",80,53,0.0808769614210588,0.999970715813562
"CA_Los Angeles_B1_B_293",3,3,NA,NA
"CA_Los Angeles_B10_B_294",8,6,0.0194249152549049,0.999856154687062
"CA_Los Angeles_B100_B_295",8,8,NA,NA
"CA_Los Angeles_B101_B_296",7,5,0.0184744559000108,0.999810909881063
"CA_Los Angeles_B102_B_297",2,2,NA,NA
"CA_Los Angeles_B103_B_298",4,4,NA,NA
"CA_Los Angeles_B105_B_300",5,5,NA,NA
"CA_Los Angeles_B106_B_301",5,5,NA,NA
"CA_Los Angeles_B107_B_302",3,2,NA,NA
"CA_Los Angeles_B109_B_304",6,6,NA,NA
"CA_Los Angeles_B11_B_305",31,28,0.0163877274300843,0.999995830043645
"CA_Los Angeles_B110_B_306",5,5,NA,NA
"CA_Los Angeles_B111_B_307",5,5,NA,NA
"CA_Los Angeles_B116_B_312",3,3,NA,NA
"CA_Los Angeles_B117_B_313",67,48,0.0739208066378132,0.999970453624971
"CA_Los Angeles_B118_B_314",46,36,0.0236023962731815,0.999994715562546
"CA_Los Angeles_B12_B_317",7,7,NA,NA
"CA_Los Angeles_B121_B_319",12,10,0.00867633330351212,0.999990593454204
"CA_Los Angeles_B122_B_320",3,3,NA,NA
"CA_Los Angeles_B13_B_321",24,21,0.00874701331822726,0.99999789145817
"CA_Los Angeles_B14_B_322",8,6,0.0151622924263794,0.999915022268971
"CA_Los Angeles_B15_B_323",3,3,NA,NA
"CA_Los Angeles_B16_B_324",56,46,0.0184554346980232,0.999998049995396
"CA_Los Angeles_B17_B_325",8,7,0.00319732044001254,0.999997354222772
"CA_Los Angeles_B18_B_326",9,8,0.0027692694163337,0.99999849947154
"CA_Los Angeles_B19_B_327",4,4,NA,NA
"CA_Los Angeles_B2_B_328",3,3,NA,NA
"CA_Los Angeles_B20_B_329",4,4,NA,NA
"CA_Los Angeles_B21_B_330",3,3,NA,NA
"CA_Los Angeles_B22_B_331",2,2,NA,NA
"CA_Los Angeles_B23_B_332",11,10,0.00217356516736688,0.999999417206335
"CA_Los Angeles_B24_B_333",32,30,0.00267110641873457,0.999999904395521
"CA_Los Angeles_B25_B_334",12,10,0.00867633330351212,0.999990593454204
"CA_Los Angeles_B26_B_335",74,63,0.00869292569997143,0.999999769361692
"CA_Los Angeles_B27_B_336",19,17,0.00488293773447678,0.999998995155139
"CA_Los Angeles_B28_B_337",143,64,0.478928790393033,0.999229865826979
"CA_Los Angeles_B29_B_338",7,7,NA,NA
"CA_Los Angeles_B3_B_339",42,31,0.0767805651312406,0.999925716857096
"CA_Los Angeles_B30_B_340",17,16,0.0013056377983648,0.999999919208671
"CA_Los Angeles_B31_B_341",24,21,0.00874701331822726,0.99999789145817
"CA_Los Angeles_B32_B_342",19,17,0.00488293773447678,0.999998995155139
"CA_Los Angeles_B33_B_343",16,15,0.00139980090019128,0.999999894183191
"CA_Los Angeles_B34_B_344",14,13,0.0016343241935979,0.999999807180766
"CA_Los Angeles_B35_B_345",7,7,NA,NA
"CA_Los Angeles_B36_B_346",13,12,0.00178267237489149,0.99999973000321
"CA_Los Angeles_B37_B_347",7,7,NA,NA
"CA_Los Angeles_B38_B_348",3,3,NA,NA
"CA_Los Angeles_B39_B_349",2,2,NA,NA
"CA_Los Angeles_B4_B_350",14,14,NA,NA
"CA_Los Angeles_B40_B_351",32,30,0.0192508823032029,0.999995002212061
"CA_Los Angeles_B41_B_352",7,6,0.00376486817975351,0.999994909742269
"CA_Los Angeles_B42_B_353",4,4,NA,NA
"CA_Los Angeles_B44_B_355",8,6,0.0151622924263794,0.999915022268971
"CA_Los Angeles_B45_B_356",8,8,NA,NA
"CA_Los Angeles_B46_B_357",109,77,0.0542753400663879,0.999993867922481
"CA_Los Angeles_B47_B_358",45,36,0.044291793777358,0.999981698778734
"CA_Los Angeles_B48_B_359",2,2,NA,NA
"CA_Los Angeles_B49_B_360",5,5,NA,NA
"CA_Los Angeles_B5_B_361",10,10,NA,NA
"CA_Los Angeles_B50_B_362",2,2,NA,NA
"CA_Los Angeles_B51_B_363",16,14,0.00601913483016521,0.999997733629148
"CA_Los Angeles_B52_B_364",7,7,NA,NA
"CA_Los Angeles_B53_B_365",7,7,NA,NA
"CA_Los Angeles_B54_B_366",18,15,0.0125300710671021,0.999991425348365
"CA_Los Angeles_B55_B_367",19,17,0.00488293773447678,0.999998995155139
"CA_Los Angeles_B58_B_369",29,21,0.0250525331056463,0.999982069643898
"CA_Los Angeles_B59_B_370",7,5,0.0184744559000108,0.999810909881063
"CA_Los Angeles_B6_B_371",9,9,NA,NA
"CA_Los Angeles_B60_B_372",2,2,NA,NA
"CA_Los Angeles_B64_B_376",35,28,0.009531380932347,0.999998583463039
"CA_Los Angeles_B66_B_378",4,4,NA,NA
"CA_Los Angeles_B68_B_380",16,14,0.0194354106687823,0.999976054437786
"CA_Los Angeles_B69_B_381",19,16,0.0116916116452352,0.999993455955847
"CA_Los Angeles_B7_B_382",30,19,0.0639397684330902,0.999852095513658
"CA_Los Angeles_B70_B_383",7,5,0.019371319387171,0.999784072491819
"CA_Los Angeles_B71_B_384",7,6,0.00376486817975351,0.999994909742269
"CA_Los Angeles_B72_B_385",26,21,NA,NA
"CA_Los Angeles_B73_B_386",5,5,NA,NA
"CA_Los Angeles_B74_B_387",21,19,0.00433440040848936,0.999999367955654
"CA_Los Angeles_B75_B_388",100,67,0.0335083370479305,0.99999691442778
"CA_Los Angeles_B76_B_389",204,94,0.19193623348143,0.999944693950257
"CA_Los Angeles_B77_B_390",32,27,0.0185627225875481,0.999994268076347
"CA_Los Angeles_B78_B_391",13,12,0.00178267237489149,0.99999973000321
"CA_Los Angeles_B79_B_392",2,2,NA,NA
"CA_Los Angeles_B80_B_394",3,3,NA,NA
"CA_Los Angeles_B83_B_397",2,2,NA,NA
"CA_Los Angeles_B84_B_398",148,46,0.207553908901841,0.999703514883512
"CA_Los Angeles_B85_B_399",6,6,NA,NA
"CA_Los Angeles_B88_B_402",4,3,0.00684715681898454,0.999916651455104
"CA_Los Angeles_B89_B_403",5,5,NA,NA
"CA_Los Angeles_B9_B_404",11,9,0.0194802155174373,0.999939728900571
"CA_Los Angeles_B90_B_405",3,2,NA,NA
"CA_Los Angeles_B91_B_406",2,2,NA,NA
"CA_Los Angeles_B92_B_407",5,4,0.00560201505032432,0.999972276879307
"CA_Los Angeles_B93_B_408",11,10,0.00217356516736688,0.999999417206335
"CA_Los Angeles_B94_B_409",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_B95_B_410",8,7,0.00319732044001254,0.999997354222772
"CA_Los Angeles_B96_B_411",18,14,0.00455071609681052,0.999998673407378
"CA_Los Angeles_B97_B_412",17,15,0.00558697722351726,0.999998303537962
"CA_Los Angeles_B98_B_413",9,9,NA,NA
"CA_Los Angeles_C1_C_415",6,6,NA,NA
"CA_Los Angeles_C10_C_416",23,23,NA,NA
"CA_Los Angeles_C100_C_417",34,32,NA,NA
"CA_Los Angeles_C101_C_418",6,5,0.00453850627568286,0.999989006054452
"CA_Los Angeles_C102_C_419",4,4,NA,NA
"CA_Los Angeles_C103_C_420",4,4,NA,NA
"CA_Los Angeles_C104_C_421",3,3,NA,NA
"CA_Los Angeles_C105_C_422",7,6,0.00376486817975351,0.999994909742269
"CA_Los Angeles_C106_C_423",3,3,NA,NA
"CA_Los Angeles_C107_C_424",28,27,NA,NA
"CA_Los Angeles_C108_C_425",25,21,0.009602125523948,0.999997429228047
"CA_Los Angeles_C109_C_426",7,6,0.00376486817975351,0.999994909742269
"CA_Los Angeles_C11_C_428",4,4,NA,NA
"CA_Los Angeles_C110_C_429",18,18,NA,NA
"CA_Los Angeles_C111_C_430",4,4,NA,NA
"CA_Los Angeles_C112_C_431",11,11,NA,NA
"CA_Los Angeles_C113_C_432",5,5,NA,NA
"CA_Los Angeles_C114_C_433",15,13,0.0065219141853158,0.999996904094231
"CA_Los Angeles_C115_C_434",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_C116_C_435",4,4,NA,NA
"CA_Los Angeles_C117_C_436",20,18,0.00459259955482977,0.99999920834069
"CA_Los Angeles_C118_C_437",18,17,0.00122313446393038,0.999999937270284
"CA_Los Angeles_C119_C_438",6,6,NA,NA
"CA_Los Angeles_C12_C_439",24,22,0.00370725363474745,0.999999656145768
"CA_Los Angeles_C120_C_440",25,20,NA,NA
"CA_Los Angeles_C121_C_441",2,2,NA,NA
"CA_Los Angeles_C123_C_443",13,10,0.0194195893823541,0.99995245553424
"CA_Los Angeles_C124_C_444",6,6,NA,NA
"CA_Los Angeles_C125_C_445",18,12,0.00508452211049051,0.999997665629342
"CA_Los Angeles_C126_C_446",5,4,0.00560201505032432,0.999972276879307
"CA_Los Angeles_C127_C_447",52,44,0.00510542360912057,0.999999836833419
"CA_Los Angeles_C128_C_448",14,14,NA,NA
"CA_Los Angeles_C129_C_449",5,5,NA,NA
"CA_Los Angeles_C13_C_450",6,5,0.00453850627568286,0.999989006054452
"CA_Los Angeles_C134_C_456",24,24,NA,NA
"CA_Los Angeles_C138_C_460",12,11,0.00195951155823258,0.99999961037677
"CA_Los Angeles_C139_C_461",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_C14_C_462",62,47,0.0386695258334344,0.999991770637875
"CA_Los Angeles_C140_C_463",55,43,0.0154386513620671,0.99999842947222
"CA_Los Angeles_C141_C_464",7,7,NA,NA
"CA_Los Angeles_C142_C_465",11,10,0.00217356516736688,0.999999417206335
"CA_Los Angeles_C143_C_466",2,2,NA,NA
"CA_Los Angeles_C144_C_467",13,13,NA,NA
"CA_Los Angeles_C147_C_472",6,6,NA,NA
"CA_Los Angeles_C148_C_473",5,5,NA,NA
"CA_Los Angeles_C15_C_477",4,4,NA,NA
"CA_Los Angeles_C152_C_480",2,2,NA,NA
"CA_Los Angeles_C153_C_481",9,7,0.0128146003791018,0.999956515803299
"CA_Los Angeles_C155_C_483",5,5,NA,NA
"CA_Los Angeles_C156_C_484",136,76,0.0490178413546426,0.999994759895541
"CA_Los Angeles_C157_C_485",29,20,0.0376118507489459,0.999954884832654
"CA_Los Angeles_C158_C_486",2,2,NA,NA
"CA_Los Angeles_C159_C_487",3,3,NA,NA
"CA_Los Angeles_C16_C_488",26,22,0.0147676071151571,0.999994518540853
"CA_Los Angeles_C160_C_489",146,41,0.269032366287522,0.999381382991504
"CA_Los Angeles_C161_C_490",11,10,0.00217356516736688,0.999999417206335
"CA_Los Angeles_C164_C_493",11,11,NA,NA
"CA_Los Angeles_C165_C_494",33,28,NA,NA
"CA_Los Angeles_C166_C_495",6,6,NA,NA
"CA_Los Angeles_C167_C_496",13,11,0.00781999018438143,0.999993726388311
"CA_Los Angeles_C17_C_498",3,3,NA,NA
"CA_Los Angeles_C18_C_499",18,16,0.005211716743443,0.999998705364271
"CA_Los Angeles_C19_C_500",39,30,0.0031754527737624,0.999999862253024
"CA_Los Angeles_C2_C_501",2,2,NA,NA
"CA_Los Angeles_C20_C_502",227,128,0.3690785590072,0.999893019951319
"CA_Los Angeles_C21_C_503",73,39,0.237352316209116,0.999503458404859
"CA_Los Angeles_C22_C_504",24,23,0.000885287262723231,0.999999982125548
"CA_Los Angeles_C23_C_505",57,39,0.0135900877759453,0.999998488082935
"CA_Los Angeles_C24_C_506",43,33,0.0084755050117537,0.999999191282101
"CA_Los Angeles_C25_C_507",152,96,0.0703263149832648,0.999993297919755
"CA_Los Angeles_C26_C_508",26,24,0.00338023368354795,0.999999760129029
"CA_Los Angeles_C27_C_509",41,37,0.00856304826456512,0.999999353918535
"CA_Los Angeles_C28_C_510",27,27,NA,NA
"CA_Los Angeles_C29_C_511",52,37,0.020281775230042,0.999996266835499
"CA_Los Angeles_C30_C_513",134,71,0.320828323789702,0.999731033465574
"CA_Los Angeles_C31_C_514",17,16,0.0013056377983648,0.999999919208671
"CA_Los Angeles_C32_C_515",57,44,0.0281180087432053,0.999994979007826
"CA_Los Angeles_C33_C_516",48,37,0.0132644880841347,0.999998429022753
"CA_Los Angeles_C34_C_517",18,16,0.005211716743443,0.999998705364271
"CA_Los Angeles_C35_C_518",32,24,0.0293374537130223,0.999981317486691
"CA_Los Angeles_C39_C_522",89,62,0.0711411599379163,0.999983639897048
"CA_Los Angeles_C40_C_524",21,15,0.0196743286470394,0.999978406549649
"CA_Los Angeles_C41_C_525",130,89,0.05466995553173,0.999995332372007
"CA_Los Angeles_C42_C_526",39,34,0.00867173931085789,0.999999209338561
"CA_Los Angeles_C42_C_527",12,12,NA,NA
"CA_Los Angeles_C43_C_528",28,27,NA,NA
"CA_Los Angeles_C44_C_530",11,10,0.00217356516736688,0.999999417206335
"CA_Los Angeles_C45_C_531",8,7,0.00319732044001254,0.999997354222772
"CA_Los Angeles_C46_C_532",44,35,0.0205190427516625,0.999995818050964
"CA_Los Angeles_C47_C_533",18,16,0.005211716743443,0.999998705364271
"CA_Los Angeles_C48_C_534",19,19,NA,NA
"CA_Los Angeles_C5_C_537",5,4,0.00560201505032432,0.999972276879307
"CA_Los Angeles_C51_C_539",7,7,NA,NA
"CA_Los Angeles_C52_C_540",2,1,NA,NA
"CA_Los Angeles_C52_C_541",8,7,0.00319732044001254,0.999997354222772
"CA_Los Angeles_C53_C_542",31,9,0.0375336664484003,0.999739676244852
"CA_Los Angeles_C54_C_543",5,5,NA,NA
"CA_Los Angeles_C55_C_544",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_C56_C_545",12,11,0.00195951155823258,0.99999961037677
"CA_Los Angeles_C58_C_548",2,2,NA,NA
"CA_Los Angeles_C59_C_549",2,2,NA,NA
"CA_Los Angeles_C6_C_550",14,13,0.0016343241935979,0.999999807180766
"CA_Los Angeles_C60_C_551",3,3,NA,NA
"CA_Los Angeles_C61_C_552",13,13,NA,NA
"CA_Los Angeles_C62_C_553",2,2,NA,NA
"CA_Los Angeles_C63_C_554",24,22,0.00370725363474745,0.999999656145768
"CA_Los Angeles_C64_C_555",17,17,NA,NA
"CA_Los Angeles_C66_C_557",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_C67_C_558",28,21,0.0470334785322484,0.999938710393114
"CA_Los Angeles_C68_C_559",41,36,0.0325936394451883,0.999989993260195
"CA_Los Angeles_C69_C_560",17,16,0.0013056377983648,0.999999919208671
"CA_Los Angeles_C7_C_561",6,6,NA,NA
"CA_Los Angeles_C70_C_562",21,17,0.0332744214243852,0.999951934007575
"CA_Los Angeles_C71_C_563",28,26,0.00310577417848137,0.999999827645578
"CA_Los Angeles_C74_C_567",3,3,NA,NA
"CA_Los Angeles_C75_C_568",5,5,NA,NA
"CA_Los Angeles_C77_C_570",9,3,0.0388039901574335,0.996482678307348
"CA_Los Angeles_C78_C_571",4,4,NA,NA
"CA_Los Angeles_C79_C_572",4,4,NA,NA
"CA_Los Angeles_C8_C_573",7,7,NA,NA
"CA_Los Angeles_C80_C_574",21,18,0.0147803961774562,0.999991681246231
"CA_Los Angeles_C81_C_575",47,28,0.106880508493164,0.999810697920102
"CA_Los Angeles_C82_C_576",7,5,0.0184744559000108,0.999810909881063
"CA_Los Angeles_C83_C_577",14,13,0.0016343241935979,0.999999807180766
"CA_Los Angeles_C84_C_578",6,6,NA,NA
"CA_Los Angeles_C85_C_579",5,3,0.0313924746586254,0.998133546467439
"CA_Los Angeles_C86_C_580",18,18,NA,NA
"CA_Los Angeles_C87_C_581",4,4,NA,NA
"CA_Los Angeles_C88_C_582",4,3,0.00684715681898454,0.999916651455104
"CA_Los Angeles_C89_C_583",69,54,0.0202648129112961,0.99999827773768
"CA_Los Angeles_C9_C_584",58,37,0.0430409520779668,0.999983166462494
"CA_Los Angeles_C90_C_585",22,19,0.009729716522584,0.999996804556095
"CA_Los Angeles_C91_C_586",66,50,0.0749128228887521,0.999972197357934
"CA_Los Angeles_C92_C_587",9,5,0.0168843562568319,0.999822218804502
"CA_Los Angeles_C93_C_588",7,7,NA,NA
"CA_Los Angeles_C94_C_589",16,11,0.0589880873375968,0.999615151633392
"CA_Los Angeles_C95_C_590",49,44,0.0336584209449741,0.999992884460097
"CA_Los Angeles_C96_C_591",58,47,0.00281849662170989,0.99999995625312
"CA_Los Angeles_C97_C_592",100,54,0.182154765275948,0.999851124674087
"CA_Los Angeles_C98_C_593",18,18,NA,NA
"CA_Los Angeles_C99_C_594",11,9,0.00973467559660121,0.99998525255558
"CA_Los Angeles_D11_D_597",26,23,0.00794273537502093,0.999998553503292
"CA_Los Angeles_D12_D_598",16,12,NA,NA
"CA_Los Angeles_D13_D_599",22,19,0.009729716522584,0.999996804556095
"CA_Los Angeles_D14_D_600",2,2,NA,NA
"CA_Los Angeles_D16_D_602",6,6,NA,NA
"CA_Los Angeles_D2_D_606",2,2,NA,NA
"CA_Los Angeles_D23_D_610",42,28,0.0170508443762152,0.999995368831538
"CA_Los Angeles_D24_D_611",25,24,0.000846156121164418,0.999999985009708
"CA_Los Angeles_D25_D_612",92,54,0.225718737669065,0.999773353795647
"CA_Los Angeles_D26_D_613",62,45,0.0124622430642513,0.999999054651049
"CA_Los Angeles_D29_D_616",3,3,NA,NA
"CA_Los Angeles_D30_D_618",19,14,0.00789295922935906,0.999995997601645
"CA_Los Angeles_D31_D_619",25,18,0.00544059858443324,0.999998851107334
"CA_Los Angeles_D32_D_620",459,117,0.905177996252437,0.999107229149555
"CA_Los Angeles_D33_D_621",26,22,0.0147676071151571,0.999994518540853
"CA_Los Angeles_D34_D_622",161,94,0.174530066015665,0.999956177832471
"CA_Los Angeles_D35_D_623",68,43,0.12347571916857,0.999894503663241
"CA_Los Angeles_D36_D_624",12,12,NA,NA
"CA_Los Angeles_D37_D_625",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_D38_D_626",114,60,0.323660341509033,0.99961567260368
"CA_Los Angeles_D39_D_627",5,5,NA,NA
"CA_Los Angeles_D40_D_629",4,4,NA,NA
"CA_Los Angeles_D42_D_631",2,2,NA,NA
"CA_Los Angeles_D44_D_633",32,22,0.0325627603103704,0.999972753913031
"CA_Los Angeles_D45_D_634",55,28,0.129891005693454,0.999710773505349
"CA_Los Angeles_D47_D_636",10,10,NA,NA
"CA_Los Angeles_D48_D_637",14,12,0.0194607752877638,0.999967014310874
"CA_Los Angeles_D49_D_638",5,5,NA,NA
"CA_Los Angeles_D5_D_639",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_D50_D_640",49,30,0.0227493205012658,0.999992658520186
"CA_Los Angeles_D51_D_641",9,9,NA,NA
"CA_Los Angeles_D52_D_642",97,68,0.0698055828496419,0.999986935174842
"CA_Los Angeles_D53_D_643",65,57,0.0241045208996827,0.999997831596158
"CA_Los Angeles_D54_D_644",42,33,0.00339164990177699,0.999999870497698
"CA_Los Angeles_D55_D_645",2,2,NA,NA
"CA_Los Angeles_D56_D_646",2,2,NA,NA
"CA_Los Angeles_D58_D_649",4,4,NA,NA
"CA_Los Angeles_D59_D_650",4,4,NA,NA
"CA_Los Angeles_D6_D_651",20,18,0.00459259955482977,0.99999920834069
"CA_Los Angeles_D60_D_652",3,3,NA,NA
"CA_Los Angeles_D60_D_653",3,2,NA,NA
"CA_Los Angeles_D60_D_654",7,7,NA,NA
"CA_Los Angeles_D61_D_657",2,2,NA,NA
"CA_Los Angeles_D61_D_658",13,10,0.0194195893823541,0.99995245553424
"CA_Los Angeles_D63_D_660",143,77,0.215507248047515,0.999898163171958
"CA_Los Angeles_D64_D_661",3,3,NA,NA
