"Area","Records","Observed.richness","SE","R2"
"CA_Los Angeles_C112_C_431",7,3,0.0350527282971499,0.997032098872899
"CA_Los Angeles_C113_C_432",3,2,NA,NA
"CA_Los Angeles_C114_C_433",5,2,0.0240310806473435,0.995122526713859
"CA_Los Angeles_C115_C_434",5,2,0.0240310806473435,0.995122526713859
"CA_Los Angeles_C116_C_435",2,1,NA,NA
"CA_Los Angeles_C117_C_436",12,6,0.0464959197246294,0.999051322227974
"CA_Los Angeles_C118_C_437",3,2,NA,NA
"CA_Los Angeles_C119_C_438",7,4,0.0336000624320332,0.998814781099918
"CA_Los Angeles_C12_C_439",6,3,0.0305419001135244,0.99789240109718
"CA_Los Angeles_C120_C_440",9,3,0.0350471615637518,0.996784799726931
"CA_Los Angeles_C122_C_442",6,4,0.0193014138561595,0.999636467987627
"CA_Los Angeles_C123_C_443",3,1,NA,NA
"CA_Los Angeles_C124_C_444",15,2,0.0173816825899781,0.996632577313265
"CA_Los Angeles_C125_C_445",13,7,0.0441362434341663,0.999411765327061
"CA_Los Angeles_C126_C_446",7,4,0.0336000624320332,0.998814781099918
"CA_Los Angeles_C127_C_447",10,4,0.0156583612662096,0.99972677567129
"CA_Los Angeles_C128_C_448",5,5,NA,NA
"CA_Los Angeles_C13_C_450",3,3,NA,NA
"CA_Los Angeles_C133_C_455",2,1,NA,NA
"CA_Los Angeles_C134_C_456",5,2,0.0240310806473435,0.995122526713859
"CA_Los Angeles_C138_C_460",2,1,NA,NA
"CA_Los Angeles_C139_C_461",2,1,NA,NA
"CA_Los Angeles_C14_C_462",11,3,0.0226669719068232,0.998605537836641
"CA_Los Angeles_C140_C_463",16,3,0.0221994936193653,0.998585635825776
"CA_Los Angeles_C142_C_465",4,2,0.0193729656210985,0.99725486228512
"CA_Los Angeles_C144_C_467",4,1,NA,NA
"CA_Los Angeles_C147_C_472",3,3,NA,NA
"CA_Los Angeles_C148_C_473",4,3,0.00684715681898454,0.999916651455104
"CA_Los Angeles_C149_C_474",2,1,NA,NA
"CA_Los Angeles_C15_C_477",2,1,NA,NA
"CA_Los Angeles_C155_C_483",3,3,NA,NA
"CA_Los Angeles_C156_C_484",36,5,0.0474082506443369,0.997663149083994
"CA_Los Angeles_C157_C_485",4,3,0.00684715681898454,0.999916651455104
"CA_Los Angeles_C159_C_487",2,2,NA,NA
"CA_Los Angeles_C16_C_488",8,4,0.0406229822867029,0.998174725015636
"CA_Los Angeles_C160_C_489",24,10,0.0719261029939253,0.99923596162446
"CA_Los Angeles_C161_C_490",68,3,0.00606701736073145,0.999880266541074
"CA_Los Angeles_C164_C_493",3,3,NA,NA
"CA_Los Angeles_C165_C_494",15,3,0.0237638020382054,0.998389100514643
"CA_Los Angeles_C166_C_495",13,2,0.0145775432659074,0.99760483477924
"CA_Los Angeles_C18_C_499",4,1,NA,NA
"CA_Los Angeles_C19_C_500",7,4,0.0336000624320332,0.998814781099918
"CA_Los Angeles_C20_C_502",44,10,0.0985233402622035,0.998299062618382
"CA_Los Angeles_C21_C_503",18,5,0.0413754438764725,0.998595090744965
"CA_Los Angeles_C22_C_504",16,4,0.0281242438722568,0.998867191919557
"CA_Los Angeles_C23_C_505",7,4,0.0062697901891918,0.999960527596199
"CA_Los Angeles_C24_C_506",6,6,NA,NA
"CA_Los Angeles_C25_C_507",44,7,0.0553935974366608,0.998554967480764
"CA_Los Angeles_C26_C_508",4,3,0.00684715681898454,0.999916651455104
"CA_Los Angeles_C27_C_509",6,4,0.0193014138561595,0.999636467987627
"CA_Los Angeles_C28_C_510",6,5,0.00453850627568286,0.999989006054452
"CA_Los Angeles_C29_C_511",8,5,0.0352878602133149,0.99924078239533
"CA_Los Angeles_C30_C_513",14,7,0.0568130894244213,0.999004591894543
"CA_Los Angeles_C31_C_514",7,5,0.019371319387171,0.999784072491819
"CA_Los Angeles_C32_C_515",38,3,0.0370521724101328,0.995755320003903
"CA_Los Angeles_C33_C_516",5,4,0.00560201505032432,0.999972276879307
"CA_Los Angeles_C34_C_517",8,4,0.0406229822867029,0.998174725015636
"CA_Los Angeles_C35_C_518",9,6,0.0338452027227721,0.9995699405908
"CA_Los Angeles_C39_C_522",34,7,0.0478267976390257,0.999189209177625
"CA_Los Angeles_C41_C_525",29,7,0.0391860769819824,0.999420613536315
"CA_Los Angeles_C42_C_526",6,3,0.0305419001135244,0.99789240109718
"CA_Los Angeles_C42_C_527",14,7,0.0261989110795955,0.999795995869049
"CA_Los Angeles_C43_C_528",11,1,NA,NA
"CA_Los Angeles_C46_C_532",11,9,0.00973467559660121,0.99998525255558
"CA_Los Angeles_C47_C_533",4,3,0.00684715681898454,0.999916651455104
"CA_Los Angeles_C48_C_534",3,3,NA,NA
"CA_Los Angeles_C5_C_537",2,2,NA,NA
"CA_Los Angeles_C55_C_544",12,3,0.0293037102914211,0.997617876392364
"CA_Los Angeles_C6_C_550",6,4,0.0193014138561595,0.999636467987627
"CA_Los Angeles_C60_C_551",5,1,NA,NA
"CA_Los Angeles_C62_C_553",2,2,NA,NA
"CA_Los Angeles_C63_C_554",51,2,0.00251063652282377,0.999924678861239
"CA_Los Angeles_C64_C_555",4,2,0.0193729656210985,0.99725486228512
"CA_Los Angeles_C67_C_558",5,2,0.0240310806473435,0.995122526713859
"CA_Los Angeles_C68_C_559",10,4,0.0299060829721805,0.998929206415889
"CA_Los Angeles_C69_C_560",6,4,0.0234296681044113,0.999490607204192
"CA_Los Angeles_C7_C_561",4,3,0.00684715681898454,0.999916651455104
"CA_Los Angeles_C70_C_562",4,2,0.0193729656210985,0.99725486228512
"CA_Los Angeles_C71_C_563",2,1,NA,NA
"CA_Los Angeles_C73_C_566",2,1,NA,NA
"CA_Los Angeles_C74_C_567",2,2,NA,NA
"CA_Los Angeles_C75_C_568",2,2,NA,NA
"CA_Los Angeles_C76_C_569",2,1,NA,NA
"CA_Los Angeles_C77_C_570",2,2,NA,NA
"CA_Los Angeles_C78_C_571",45,1,NA,NA
"CA_Los Angeles_C79_C_572",9,1,NA,NA
"CA_Los Angeles_C80_C_574",12,3,0.0293037102914211,0.997617876392364
"CA_Los Angeles_C81_C_575",61,6,0.0513932302307919,0.998571708622085
"CA_Los Angeles_C82_C_576",5,3,0.0192610453171459,0.999239778961662
"CA_Los Angeles_C83_C_577",5,2,0.0240310806473435,0.995122526713859
"CA_Los Angeles_C84_C_578",8,4,0.0406229822867029,0.998174725015636
"CA_Los Angeles_C85_C_579",2,2,NA,NA
"CA_Los Angeles_C86_C_580",3,3,NA,NA
"CA_Los Angeles_C87_C_581",4,2,0.0193729656210985,0.99725486228512
"CA_Los Angeles_C88_C_582",6,4,0.0193014138561595,0.999636467987627
"CA_Los Angeles_C89_C_583",27,6,0.0305134373068321,0.999558054864456
"CA_Los Angeles_C9_C_584",4,4,NA,NA
"CA_Los Angeles_C90_C_585",13,5,0.0190547299099011,0.999743704654315
"CA_Los Angeles_C91_C_586",21,11,0.0449506897474848,0.999766535343878
"CA_Los Angeles_C92_C_587",5,2,0.0240310806473435,0.995122526713859
"CA_Los Angeles_C93_C_588",8,4,0.0406229822867029,0.998174725015636
"CA_Los Angeles_C94_C_589",4,2,0.0193729656210985,0.99725486228512
"CA_Los Angeles_C95_C_590",16,6,0.0599762271076791,0.998302831695135
"CA_Los Angeles_C96_C_591",21,5,0.0244847511582772,0.999539478780937
"CA_Los Angeles_C97_C_592",21,9,0.0606402508118376,0.99932021116428
"CA_Los Angeles_C98_C_593",2,2,NA,NA
"CA_Los Angeles_C99_C_594",5,3,0.0192610453171459,0.999239778961662
"CA_Los Angeles_D11_D_597",28,7,0.0344289396293372,0.999609419539539
"CA_Los Angeles_D12_D_598",14,5,0.0215686007979592,0.999659069555297
"CA_Los Angeles_D13_D_599",8,5,0.0352878602133149,0.99924078239533
"CA_Los Angeles_D14_D_600",2,2,NA,NA
"CA_Los Angeles_D16_D_602",2,2,NA,NA
"CA_Los Angeles_D23_D_610",11,3,0.0313518720424536,0.99731246306279
"CA_Los Angeles_D24_D_611",14,6,0.0575036636981153,0.998482289384446
"CA_Los Angeles_D25_D_612",13,3,0.0236428961405615,0.998317791842641
"CA_Los Angeles_D26_D_613",26,6,0.0912476102507188,0.995405232609107
"CA_Los Angeles_D28_D_615",3,1,NA,NA
"CA_Los Angeles_D29_D_616",13,5,0.0357839579107802,0.999151199629306
"CA_Los Angeles_D30_D_618",8,4,0.0406229822867029,0.998174725015636
"CA_Los Angeles_D31_D_619",16,6,0.00655261070416656,0.999980231784967
"CA_Los Angeles_D32_D_620",12,4,0.0334257609998427,0.998633074251335
"CA_Los Angeles_D33_D_621",12,5,0.0147995687868107,0.999854149679526
"CA_Los Angeles_D34_D_622",27,7,0.0639590295786911,0.998463901756699
"CA_Los Angeles_D35_D_623",48,10,0.117535232642834,0.997436359261183
"CA_Los Angeles_D36_D_624",5,2,0.0240310806473435,0.995122526713859
"CA_Los Angeles_D37_D_625",5,2,0.0240310806473435,0.995122526713859
"CA_Los Angeles_D38_D_626",24,10,0.0522299807096195,0.999587954882428
"CA_Los Angeles_D44_D_633",9,3,0.0350471615637518,0.996784799726931
"CA_Los Angeles_D45_D_634",12,3,0.0293037102914211,0.997617876392364
"CA_Los Angeles_D47_D_636",2,2,NA,NA
"CA_Los Angeles_D48_D_637",8,4,0.0406229822867029,0.998174725015636
"CA_Los Angeles_D49_D_638",2,2,NA,NA
"CA_Los Angeles_D50_D_640",17,4,0.0402010433948503,0.997785598467882
"CA_Los Angeles_D51_D_641",8,2,0.0309522894792818,0.991258260232062
"CA_Los Angeles_D52_D_642",28,5,0.0745110473704462,0.994987925161992
"CA_Los Angeles_D53_D_643",18,9,0.0169422175580446,0.999950425774416
"CA_Los Angeles_D54_D_644",6,3,0.0305419001135244,0.99789240109718
"CA_Los Angeles_D58_D_649",2,1,NA,NA
"CA_Los Angeles_D6_D_651",6,3,0.0305419001135244,0.99789240109718
"CA_Los Angeles_D60_D_653",10,2,0.018828547681683,0.996163266149335
"CA_Los Angeles_D62_D_659",2,2,NA,NA
"CA_Los Angeles_D63_D_660",22,6,0.0498680341950465,0.998714597589588
"CA_Los Angeles_D64_D_661",3,2,NA,NA
"CA_Los Angeles_D65_D_662",2,2,NA,NA
"CA_Los Angeles_D66_D_663",2,1,NA,NA
"CA_Los Angeles_D66_D_664",7,3,0.0350527282971499,0.997032098872899
"CA_Los Angeles_D67_D_665",49,2,0.00265600454393161,0.999915733563252
"CA_Los Angeles_D67_D_666",23,9,0.0491578548527145,0.999558547144109
"CA_Los Angeles_D68_D_667",2,1,NA,NA
"CA_Los Angeles_D69_D_669",11,6,0.0483759297739176,0.99908205426491
"CA_Los Angeles_D70_D_671",8,3,0.0359409952606842,0.996730472865157
"CA_Oakland_A_A_675",21,11,0.0474935073499451,0.999737092442562
"CA_Oakland_A1_A_676",14,7,0.0583007301138807,0.998934866916556
"CA_Oakland_A2_A_679",3,2,NA,NA
"CA_Oakland_A3_A_680",15,8,0.0597312153246934,0.999187257746932
"CA_Oakland_A4_A_681",13,7,0.0161241569667655,0.999922327944793
"CA_Oakland_A6_A_683",4,3,0.00684715681898454,0.999916651455104
"CA_Oakland_A7_A_684",10,5,0.0479592222682377,0.998489961193853
"CA_Oakland_A8_A_685",3,2,NA,NA
"CA_Oakland_B1_B_687",4,3,0.00684715681898454,0.999916651455104
"CA_Oakland_B10_B_688",2,2,NA,NA
"CA_Oakland_B11_B_689",4,4,NA,NA
"CA_Oakland_B12_B_690",2,2,NA,NA
"CA_Oakland_B13_B_691",15,9,0.0264664731931994,0.999880920669635
"CA_Oakland_B14_B_692",6,3,0.0149663495039215,0.999529027797839
"CA_Oakland_B15_B_693",4,3,0.00684715681898454,0.999916651455104
"CA_Oakland_B16_B_694",2,2,NA,NA
"CA_Oakland_B17_B_695",11,3,0.0226669719068232,0.998605537836641
"CA_Oakland_B18_B_696",2,2,NA,NA
"CA_Oakland_B19_B_697",2,1,NA,NA
"CA_Oakland_B20_B_699",2,2,NA,NA
"CA_Oakland_B21_B_700",3,2,NA,NA
"CA_Oakland_B22_B_701",4,3,0.00684715681898454,0.999916651455104
"CA_Oakland_B23_B_702",16,7,0.0647178485100643,0.998646496772334
"CA_Oakland_B3_B_709",10,2,0.0153743182778046,0.997592311033314
"CA_Oakland_B38_B_718",3,3,NA,NA
"CA_Oakland_B4_B_720",13,5,0.0469093094482782,0.99847262425109
"CA_Oakland_B5_B_728",13,3,0.031572480275747,0.997257606602936
"CA_Oakland_B7_B_730",55,12,0.0923676023420857,0.998982488804454
"CA_Oakland_B8_B_731",5,5,NA,NA
"CA_Oakland_B9_B_732",3,2,NA,NA
"CA_Oakland_C1_C_733",7,3,0.0350527282971499,0.997032098872899
"CA_Oakland_C1_C_734",3,2,NA,NA
"CA_Oakland_C10_C_736",3,1,NA,NA
"CA_Oakland_C11_C_738",3,3,NA,NA
"CA_Oakland_C13_C_742",4,3,0.00684715681898454,0.999916651455104
"CA_Oakland_C15_C_746",6,1,NA,NA
"CA_Oakland_C16_C_747",9,6,0.0048453410176264,0.999990865912441
"CA_Oakland_C18_C_749",2,1,NA,NA
"CA_Oakland_C19_C_750",2,2,NA,NA
"CA_Oakland_C23_C_756",3,3,NA,NA
"CA_Oakland_C24_C_758",2,2,NA,NA
"CA_Oakland_C25_C_759",10,9,0.00243733904829687,0.99999908956507
"CA_Oakland_C29_C_764",3,3,NA,NA
"CA_Oakland_C3_C_765",6,4,0.0193014138561595,0.999636467987627
"CA_Oakland_C32_C_768",6,3,0.0305419001135244,0.99789240109718
"CA_Oakland_C37_C_775",2,2,NA,NA
"CA_Oakland_C38_C_776",3,2,NA,NA
"CA_Oakland_C4_C_778",12,7,0.00704519848795997,0.999985654678707
"CA_Oakland_C40_C_779",3,2,NA,NA
"CA_Oakland_C41_C_780",2,1,NA,NA
"CA_Oakland_C5_C_781",47,7,0.0531010469017821,0.998763705297661
"CA_Oakland_C6_C_782",3,2,NA,NA
"CA_Oakland_C6_C_783",17,6,0.0166829459963166,0.999868724888943
"CA_Oakland_C7_C_785",15,3,0.0414071053392356,0.994006635298766
"CA_Oakland_C9_C_791",16,4,0.0319230644969468,0.998703664510292
"CA_Oakland_D1_D_792",8,7,0.00319732044001254,0.999997354222772
"CA_Oakland_D11_D_794",2,2,NA,NA
"CA_Oakland_D16_D_799",3,1,NA,NA
"CA_Oakland_D18_D_801",3,3,NA,NA
"CA_Oakland_D2_D_805",4,2,0.0193729656210985,0.99725486228512
"CA_Oakland_D2_D_806",2,2,NA,NA
"CA_Oakland_D3_D_808",9,7,0.0128146003791018,0.999956515803299
"CA_Oakland_D3_D_809",5,3,0.0313924746586254,0.998133546467439
"CA_Oakland_D4_D_810",6,3,0.0305419001135244,0.99789240109718
"CA_Oakland_D4_D_811",2,2,NA,NA
"CA_Oakland_D7_D_814",13,5,0.0357839579107802,0.999151199629306
"CA_Oakland_D7_D_816",3,3,NA,NA
"CA_Oakland_D8_D_817",8,5,0.00322797172397722,0.999993855130195
"CA_Oakland_D9_D_818",3,3,NA,NA
"CA_Sacramento_B8_B_836",4,2,0.0193729656210985,0.99725486228512
"CA_Sacramento_C12_C_841",2,1,NA,NA
"CA_Sacramento_C16_C_845",2,2,NA,NA
"CA_Sacramento_C7_C_870",9,5,0.0715112332416336,0.997114550020333
"CA_Sacramento_D2_D_874",7,3,0.0350527282971499,0.997032098872899
"CA_Sacramento_D4_D_877",2,1,NA,NA
"CA_San Diego_A1_A_882",47,4,0.0467616023328458,0.995007870448929
"CA_San Diego_A12_A_885",4,3,0.00684715681898454,0.999916651455104
"CA_San Diego_A14_A_887",21,8,0.0131619882187097,0.99995727584457
"CA_San Diego_A2_A_888",8,2,0.0309522894792818,0.991258260232062
"CA_San Diego_A5_A_891",2,2,NA,NA
"CA_San Diego_A7_A_893",3,2,NA,NA
"CA_San Diego_A8_A_894",10,2,0.018828547681683,0.996163266149335
"CA_San Diego_A9_A_895",5,3,0.0192610453171459,0.999239778961662
"CA_San Diego_B1_B_896",25,6,0.0999933827916426,0.994551984118939
"CA_San Diego_B10_B_897",2,2,NA,NA
"CA_San Diego_B11_B_898",18,6,0.0614457115470243,0.998083876750714
"CA_San Diego_B13_B_900",5,5,NA,NA
"CA_San Diego_B15_B_902",4,1,NA,NA
"CA_San Diego_B16_B_903",3,2,NA,NA
"CA_San Diego_B17_B_904",3,1,NA,NA
"CA_San Diego_B18_B_905",6,3,0.0305419001135244,0.99789240109718
"CA_San Diego_B2_B_907",86,4,0.119498857900016,0.942143307390989
"CA_San Diego_B20_B_908",11,7,0.0131392279927582,0.999951850090398
"CA_San Diego_B21_B_909",5,4,0.00560201505032432,0.999972276879307
"CA_San Diego_B3_B_912",6,3,0.0305419001135244,0.99789240109718
"CA_San Diego_B4_B_913",13,7,0.0441362434341663,0.999411765327061
"CA_San Diego_B9_B_918",2,2,NA,NA
"CA_San Diego_C11_C_921",19,8,0.102429486936028,0.997370958622772
"CA_San Diego_C12_C_922",2,2,NA,NA
"CA_San Diego_C13_C_923",5,3,0.0192610453171459,0.999239778961662
"CA_San Diego_C14_C_924",3,3,NA,NA
"CA_San Diego_C15_C_925",7,3,0.0350527282971499,0.997032098872899
"CA_San Diego_C16_C_926",2,2,NA,NA
"CA_San Diego_C2_C_930",7,6,0.00376486817975351,0.999994909742269
"CA_San Diego_C22_C_933",2,2,NA,NA
"CA_San Diego_C3_C_936",2,2,NA,NA
"CA_San Diego_C4_C_937",7,5,0.019371319387171,0.999784072491819
"CA_San Diego_C5_C_938",8,3,0.0106293837058602,0.999724427617793
"CA_San Diego_C6_C_939",2,2,NA,NA
"CA_San Diego_C8_C_941",15,6,0.0503187890810331,0.998857348213803
"CA_San Diego_C9_C_942",9,3,0.0350471615637518,0.996784799726931
"CA_San Diego_D10_D_944",7,5,0.0184744559000108,0.999810909881063
"CA_San Diego_D2_D_945",25,5,0.0263293936188392,0.999354140136251
"CA_San Diego_D4_D_947",4,4,NA,NA
"CA_San Diego_D5_D_948",6,6,NA,NA
"CA_San Diego_D6_D_949",3,2,NA,NA
"CA_San Diego_D7_D_950",5,3,0.0192610453171459,0.999239778961662
"CA_San Diego_D8_D_951",4,4,NA,NA
"CA_San Diego_NA_B_954",22,8,0.0227727114213616,0.99986867963838
"CA_San Diego_NA_B_955",6,3,0.0305419001135244,0.99789240109718
"CA_San Diego_NA_A_956",13,11,0.00781999018438143,0.999993726388311
"CA_San Diego_NA_A_958",2,2,NA,NA
