system:index,GEOID,NAME,max,mean,stdDev,u_ppltE,u_ppltM,u_r_km2,.geo
00000000000000000029,23743,"Des Moines, IA Urbanized Area (2010)",0.6472695469856262,0.4235572770892466,0.08096005860472756,503971.0,2098.0,523.9779174288512,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,24850,"Duluth, MN--WI Urbanized Area (2010)",0.59685218334198,0.3587254314952284,0.15344330996306188,118090.0,813.0,205.0342312607589,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,60625,"Muncie, IN Urbanized Area (2010)",0.6808043718338013,0.5120717191285509,0.07354711669131085,89424.0,909.0,121.485522546626,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,22528,"Dayton, OH Urbanized Area (2010)",0.7498869299888611,0.5365661349519133,0.09156189765941758,727245.0,1626.0,915.1843138402079,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,95077,"Wichita, KS Urbanized Area (2010)",0.6827956438064575,0.4303954749865501,0.08959925499097823,482578.0,1754.0,568.2490559260299,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,69184,"Phoenix--Mesa, AZ Urbanized Area (2010)",0.7867087125778198,0.21889989754080597,0.07929644235883836,4074200.0,4712.0,2980.8970003489408,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,60841,"Muskegon, MI Urbanized Area (2010)",0.703000009059906,0.5026785688238299,0.11383598177522036,164428.0,1115.0,304.6847390531287,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,62164,"New Castle, PA Urban Cluster (2010)",0.7273956537246704,0.596719258564888,0.08219271799734265,40904.0,622.0,74.98262547446802,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,75718,"Rockford, IL Urbanized Area (2010)",0.6144130229949951,0.4389511704179836,0.08182137930586482,286429.0,1244.0,400.5621982426343,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,40429,"Houston, TX Urbanized Area (2010)",0.8249825835227966,0.46759074648004767,0.1299118057931043,5644771.0,7025.0,4387.733058864843,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,17668,"Cleveland, OH Urbanized Area (2010)",0.7196304202079773,0.5253616142549005,0.10637719841412643,1758610.0,2013.0,2015.84705228646,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,57925,"Mobile, AL Urbanized Area (2010)",0.8401956558227539,0.6203801813956914,0.13311989480005743,327445.0,2747.0,586.4296865499459,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,22366,"Davenport, IA--IL Urbanized Area (2010)",0.6244956254959106,0.41804149974396176,0.11084573047324356,282584.0,879.0,378.8286862681553,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000,83116,"South Bend, IN--MI Urbanized Area (2010)",0.672882616519928,0.5128939241155888,0.08780113178689479,281491.0,1118.0,425.1656272958876,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,62407,"New Haven, CT Urbanized Area (2010)",0.7515999674797058,0.5925137102480832,0.09647781601421844,559286.0,1310.0,806.6511656058013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,81739,"Shreveport, LA Urbanized Area (2010)",0.7855565547943115,0.5542975785663653,0.11696100704723746,295526.0,2236.0,485.47044395331045,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,49852,"Lima, OH Urbanized Area (2010)",0.7060825824737549,0.4931534306444071,0.10054495790579347,70110.0,720.0,139.7037718636574,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,83899,"Springfield, IL Urbanized Area (2010)",0.6975608468055725,0.5015144025153772,0.09045803616045732,160989.0,784.0,245.3671700085258,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,71317,"Portland, OR--WA Urbanized Area (2010)",0.8276695609092712,0.5291490970365494,0.13627908762803306,2042289.0,2752.0,1392.9651949336933,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,04384,"Austin, TX Urbanized Area (2010)",0.7598652243614197,0.47806014869940516,0.10938372768824609,1633264.0,4737.0,1366.0822659028531,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,07732,"Binghamton, NY--PA Urbanized Area (2010)",0.6838695406913757,0.5217024100063603,0.08581717101248484,151037.0,1121.0,200.9008587722145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,43723,"Kalamazoo, MI Urbanized Area (2010)",0.6833260655403137,0.4914731327676874,0.09277401594755481,218775.0,1313.0,355.6663508839375,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,62677,"New Orleans, LA Urbanized Area (2010)",0.7877217531204224,0.45329880434481284,0.15822924121119855,958734.0,1569.0,695.7204466563592,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,43291,"Johnstown, PA Urbanized Area (2010)",0.6936043500900269,0.5538624122375494,0.07712233905001045,63414.0,817.0,100.83021513299613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,87139,"Terre Haute, IN Urbanized Area (2010)",0.7395782470703125,0.5338046029386988,0.08940046214987926,92097.0,881.0,139.2507994216471,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,01792,"Altoona, PA Urbanized Area (2010)",0.6943826079368591,0.5567417103044531,0.08728134422200444,75724.0,977.0,96.96988604108319,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,89785,"Utica, NY Urbanized Area (2010)",0.6610260605812073,0.5132287540556185,0.07058014048706036,113261.0,977.0,163.14883072656733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,16885,"Cincinnati, OH--KY--IN Urbanized Area (2010)",0.7728086709976196,0.5626719310934176,0.1127528549439723,1673063.0,2760.0,2064.932749703758,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,06058,"Beaumont, TX Urbanized Area (2010)",0.8027565479278564,0.552034520848509,0.13479060233778498,148271.0,1509.0,240.33282181656236,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,01495,"Allentown, PA--NJ Urbanized Area (2010)",0.727604329586029,0.5371771958227104,0.08655786591329738,679192.0,1701.0,907.7812650761538,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,73153,"Racine, WI Urbanized Area (2010)",0.6195999979972839,0.4172039882971551,0.08712626671477865,132940.0,691.0,129.2190584293513,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,96670,"Winston-Salem, NC Urbanized Area (2010)",0.8029521703720093,0.6258708951495471,0.08147970266352887,413806.0,1894.0,841.7248256521758,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,78580,"San Antonio, TX Urbanized Area (2010)",0.7356348037719727,0.45066723503339495,0.10466046898086565,2002732.0,3276.0,1556.37730244705,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,80389,"Seattle, WA Urbanized Area (2010)",0.906000018119812,0.5490858763527936,0.15370026359749764,3448995.0,3149.0,2759.1516499145782,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,72613,"Pueblo, CO Urbanized Area (2010)",0.6518825888633728,0.243270328708,0.07476247321628873,141331.0,948.0,194.24013085872357,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,53740,"Manchester, NH Urbanized Area (2010)",0.7680000066757202,0.5662926022988857,0.1008862516644965,162530.0,1192.0,227.57807123818054,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,57466,"Milwaukee, WI Urbanized Area (2010)",0.6565565466880798,0.4306179898131691,0.09723583150424935,1387242.0,1641.0,1461.7706015702643,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,78499,"Salt Lake City--West Valley City, UT Urbanized Area (2010)",0.7120304107666016,0.29998700844356535,0.09841868526783455,1113148.0,1641.0,720.3178941167901,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,07786,"Birmingham, AL Urbanized Area (2010)",0.8193565011024475,0.616681301036049,0.11204966439806743,756636.0,2898.0,1382.087066572745,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,77068,"Sacramento, CA Urbanized Area (2010)",0.7859130501747131,0.39166798153283794,0.10462294846128768,1849516.0,3026.0,1232.9224582522234,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,61273,"Nashville-Davidson, TN Urbanized Area (2010)",0.7597913146018982,0.5792243342232296,0.11495279159365593,1074810.0,3027.0,1501.3138075928123,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,09271,"Boston, MA--NH--RI Urbanized Area (2010)",0.9243000149726868,0.6002179713908316,0.111978513644772,4438039.0,3667.0,5046.489237415511,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,88462,"Trenton, NJ Urbanized Area (2010)",0.7407869696617126,0.5712447552654315,0.09323057147780908,293998.0,1194.0,276.9082401452021,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,00970,"Albany--Schenectady, NY Urbanized Area (2010)",0.7427217364311218,0.5316226516546158,0.08928915347653339,596504.0,2135.0,782.1052549683135,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,75637,"Rochester, MN Urbanized Area (2010)",0.5960217118263245,0.42996347316921296,0.07575996265229687,114709.0,475.0,131.31100829476512,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,49933,"Lincoln, NE Urbanized Area (2010)",0.6922087073326111,0.40728395613907903,0.09420985946736406,276687.0,694.0,232.04179398496353,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,86302,"Syracuse, NY Urbanized Area (2010)",0.6982347965240479,0.4826065692092991,0.09491667351145895,408083.0,1132.0,522.036298995257,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,13375,"Canton, OH Urbanized Area (2010)",0.7430304288864136,0.5610121229064303,0.09480153305020736,277343.0,1133.0,433.8855403953618,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,77770,"St. Louis, MO--IL Urbanized Area (2010)",0.732530415058136,0.5144875684085306,0.11176667158552998,2157474.0,2266.0,2421.4945980411844,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,63217,"New York--Newark, NY--NJ--CT Urbanized Area (2010)",0.8944000005722046,0.5344935146824124,0.1457892938861129,1.8750806E7,4276.0,9378.358866184846,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,22717,"Decatur, IL Urbanized Area (2010)",0.7146478295326233,0.49830763721448695,0.11868752068512274,89807.0,535.0,161.12667922841388,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,80227,"Scranton, PA Urbanized Area (2010)",0.7121608853340149,0.5086834124257138,0.09314915608704201,377082.0,1198.0,450.4879275140724,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,29872,"Flint, MI Urbanized Area (2010)",0.6765956282615662,0.5123795528786469,0.08384738878851049,340942.0,1262.0,629.7834885304301,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,79039,"San Jose, CA Urbanized Area (2010)",0.8449826240539551,0.360377841788658,0.127639872474189,1797627.0,1390.0,740.6857525850536,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,70993,"Port Arthur, TX Urbanized Area (2010)",0.7724347710609436,0.5059926647615813,0.13199367716691407,154130.0,1582.0,286.67336470120347,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,03898,"Atlantic City, NJ Urbanized Area (2010)",0.7854478359222412,0.5403694724784014,0.17644300444784092,241626.0,1710.0,337.52063322901404,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,37243,"Hartford, CT Urbanized Area (2010)",0.7929695844650269,0.5943302357979569,0.08123838232577067,923238.0,1774.0,1360.1882167898218,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area (2010)",0.7123000025749207,0.573712961409921,0.11063526915810172,424900.0,2268.0,904.6264959410086,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,24823,"Dubuque, IA--IL Urbanized Area (2010)",0.6288173794746399,0.4498628349576358,0.09714056820450089,69060.0,460.0,88.32593222067787,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,31087,"Fort Wayne, IN Urbanized Area (2010)",0.7451217174530029,0.49778802992426613,0.09422280660137544,328021.0,952.0,446.7350992180356,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,83764,"Spokane, WA Urbanized Area (2010)",0.7231174111366272,0.39428159187981493,0.12331135036698106,413764.0,1776.0,430.4347292114356,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,68509,"Peoria, IL Urbanized Area (2010)",0.6837956309318542,0.4811942277431174,0.12590519133804023,260555.0,1073.0,381.8861663064122,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,47530,"Lancaster, PA Urbanized Area (2010)",0.7416260838508606,0.5753768447836288,0.0841233250836307,420942.0,2146.0,648.2523677751266,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,58600,"Montgomery, AL Urbanized Area (2010)",0.853408694267273,0.5924950500705642,0.10866004588002012,254707.0,1586.0,400.3278286256996,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,78661,"San Diego, CA Urbanized Area (2010)",0.7542434930801392,0.3421090748428487,0.11043420678313136,3163139.0,3940.0,1972.546253116782,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,03817,"Atlanta, GA Urbanized Area (2010)",0.8078652024269104,0.5998603050408164,0.10647607754614427,5026385.0,5581.0,6944.275853664502,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,35164,"Greensboro, NC Urbanized Area (2010)",0.8010478019714355,0.5907594667858833,0.10785594230935247,336253.0,2037.0,490.51564155675453,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,92485,"Waterbury, CT Urbanized Area (2010)",0.7492043375968933,0.5982740900867795,0.07313805038465994,191736.0,859.0,237.70302168150957,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,27766,"Erie, PA Urbanized Area (2010)",0.6961477994918823,0.5206936966291708,0.10478910875375685,191621.0,1019.0,212.75839948655872,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,51755,"Louisville/Jefferson County, KY--IN Urbanized Area (2010)",0.7412521839141846,0.5532110398675127,0.12666409375782184,1007028.0,1910.0,1265.2758719798014,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,91027,"Waco, TX Urbanized Area (2010)",0.7374739050865173,0.4651848076380684,0.10867243138076306,185858.0,1079.0,235.2329474012295,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,94726,"Wheeling, WV--OH Urbanized Area (2010)",0.7241348028182983,0.549623050734836,0.11909399482223089,77445.0,892.0,130.0805466964948,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,88084,"Topeka, KS Urbanized Area (2010)",0.7664652466773987,0.47926923855613135,0.10064020907708222,149277.0,1020.0,209.5015353989941,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065,42346,"Jacksonville, FL Urbanized Area (2010)",0.8353825807571411,0.5235326691196579,0.18861880495765426,1152382.0,3569.0,1574.6635341623473,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,75421,"Roanoke, VA Urbanized Area (2010)",0.7603695392608643,0.6028932315415463,0.09764749421905763,213976.0,1337.0,323.266872285351,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,10162,"Bridgeport--Stamford, CT--NY Urbanized Area (2010)",0.8087499737739563,0.6138474662138328,0.09760205409375676,946200.0,1721.0,1238.930803270088,"{""type"":""MultiPoint"",""coordinates"":[]}"
