"Area","Records","Observed.richness","Richness","Slope","Completeness","Ratio"
"CA_Los Angeles_C164_C_493",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_Los Angeles_C165_C_494",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C166_C_495",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_C19_C_500",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_Los Angeles_C20_C_502",14,11,50.6383837387647,0.642857142857142,21.722652240931,1.27272727272727
"CA_Los Angeles_C21_C_503",3,3,NA,NA,NA,1
"CA_Los Angeles_C24_C_506",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C25_C_507",22,15,48.1146120207882,0.5,31.1755605418145,1.46666666666667
"CA_Los Angeles_C26_C_508",3,3,NA,NA,NA,1
"CA_Los Angeles_C27_C_509",6,6,NA,NA,NA,1
"CA_Los Angeles_C28_C_510",4,4,NA,NA,NA,1
"CA_Los Angeles_C29_C_511",7,4,7.37550093176442,0.285714285714286,54.2336044291312,1.75
"CA_Los Angeles_C30_C_513",9,6,15.7025351170338,0.444444444444445,38.2103905852204,1.5
"CA_Los Angeles_C32_C_515",14,6,13.1260982991121,0.285714285714286,45.7104606660295,2.33333333333333
"CA_Los Angeles_C33_C_516",2,2,NA,NA,NA,1
"CA_Los Angeles_C34_C_517",10,4,5.52799142615183,0.1,72.359012372501,2.5
"CA_Los Angeles_C39_C_522",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_Los Angeles_C42_C_526",2,1,NA,NA,NA,2
"CA_Los Angeles_C43_C_528",3,1,NA,NA,NA,3
"CA_Los Angeles_C44_C_530",2,2,NA,NA,NA,1
"CA_Los Angeles_C46_C_532",2,2,NA,NA,NA,1
"CA_Los Angeles_C47_C_533",5,2,3.33308896444692,0.2,60.0043989624463,2.5
"CA_Los Angeles_C48_C_534",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_C55_C_544",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_C61_C_552",2,2,NA,NA,NA,1
"CA_Los Angeles_C63_C_554",13,6,34.3930823447816,0.384615384615384,17.44536863504,2.16666666666667
"CA_Los Angeles_C66_C_557",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_Los Angeles_C68_C_559",6,6,NA,NA,NA,1
"CA_Los Angeles_C70_C_562",3,3,NA,NA,NA,1
"CA_Los Angeles_C71_C_563",6,6,NA,NA,NA,1
"CA_Los Angeles_C76_C_569",2,2,NA,NA,NA,1
"CA_Los Angeles_C81_C_575",7,4,11.642641734416,0.428571428571429,34.3564638614265,1.75
"CA_Los Angeles_C82_C_576",2,2,NA,NA,NA,1
"CA_Los Angeles_C84_C_578",3,3,NA,NA,NA,1
"CA_Los Angeles_C86_C_580",2,1,NA,NA,NA,2
"CA_Los Angeles_C88_C_582",2,2,NA,NA,NA,1
"CA_Los Angeles_C89_C_583",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111
"CA_Los Angeles_C91_C_586",9,7,24.7494921140843,0.555555555555555,28.2834086765622,1.28571428571429
"CA_Los Angeles_C95_C_590",4,4,NA,NA,NA,1
"CA_Los Angeles_C96_C_591",9,8,59.8759170331237,0.777777777777778,13.3609644685264,1.125
"CA_Los Angeles_C97_C_592",9,2,5.29337424978433,0.111111111111111,37.7830832588776,4.5
"CA_Los Angeles_D11_D_597",3,3,NA,NA,NA,1
"CA_Los Angeles_D23_D_610",21,12,31.3478349237677,0.380952380952381,38.2801556445026,1.75
"CA_Los Angeles_D30_D_618",2,2,NA,NA,NA,1
"CA_Los Angeles_D32_D_620",9,8,59.8759170331237,0.777777777777778,13.3609644685264,1.125
"CA_Los Angeles_D34_D_622",4,4,NA,NA,NA,1
"CA_Los Angeles_D35_D_623",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_D38_D_626",2,2,NA,NA,NA,1
"CA_Los Angeles_D45_D_634",2,1,NA,NA,NA,2
"CA_Los Angeles_D47_D_636",3,3,NA,NA,NA,1
"CA_Los Angeles_D48_D_637",2,2,NA,NA,NA,1
"CA_Los Angeles_D50_D_640",12,10,50.2113719008126,0.666666666666668,19.9158071596888,1.2
"CA_Los Angeles_D52_D_642",14,9,24.6840123415691,0.428571428571429,36.4608471080836,1.55555555555556
"CA_Los Angeles_D53_D_643",4,4,NA,NA,NA,1
"CA_Los Angeles_D6_D_651",2,2,NA,NA,NA,1
"CA_Los Angeles_D63_D_660",18,10,22.4958996113181,0.333333333333334,44.4525454539671,1.8
"CA_Los Angeles_D67_D_666",17,8,13.5155983820007,0.176470588235294,59.1908680170159,2.125
"CA_Los Angeles_D70_D_671",3,3,NA,NA,NA,1
"CA_Oakland_A_A_675",181,94,245.728532994692,0.348066298342545,38.2535958907264,1.92553191489362
"CA_Oakland_A1_A_676",25,19,72.5575634355709,0.560000000000002,26.1861053491294,1.31578947368421
"CA_Oakland_A2_A_679",3,3,NA,NA,NA,1
"CA_Oakland_A3_A_680",33,23,66.7345657572384,0.424242424242422,34.4648979715662,1.43478260869565
"CA_Oakland_A4_A_681",71,43,115.00843773559,0.408450704225352,37.3885610887602,1.65116279069767
"CA_Oakland_A5_A_682",2,2,NA,NA,NA,1
"CA_Oakland_A6_A_683",3,3,NA,NA,NA,1
"CA_Oakland_A7_A_684",23,19,95.8040785205818,0.652173913043477,19.8321410668526,1.21052631578947
"CA_Oakland_A9_A_686",2,2,NA,NA,NA,1
"CA_Oakland_B1_B_687",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_Oakland_B11_B_689",11,9,40.7220041241225,0.636363636363637,22.1010733473912,1.22222222222222
"CA_Oakland_B12_B_690",5,5,NA,NA,NA,1
"CA_Oakland_B13_B_691",15,13,116.014842946173,0.800000000000001,11.2054627406871,1.15384615384615
"CA_Oakland_B14_B_692",21,15,46.6413110491253,0.476190476190476,32.1603309653992,1.4
"CA_Oakland_B15_B_693",13,10,42.0442737003676,0.615384615384615,23.784451769261,1.3
"CA_Oakland_B16_B_694",4,4,NA,NA,NA,1
"CA_Oakland_B17_B_695",53,32,86.0118534130701,0.39622641509434,37.2041744599093,1.65625
"CA_Oakland_B18_B_696",36,27,117.352533127859,0.611111111111111,23.0075987968516,1.33333333333333
"CA_Oakland_B19_B_697",7,7,NA,NA,NA,1
"CA_Oakland_B21_B_700",18,18,NA,NA,NA,1
"CA_Oakland_B22_B_701",16,14,134.291878649012,0.8125,10.4250533545597,1.14285714285714
"CA_Oakland_B23_B_702",72,41,102.947296896573,0.361111111111107,39.82620353907,1.75609756097561
"CA_Oakland_B24_B_703",3,3,NA,NA,NA,1
"CA_Oakland_B25_B_704",3,3,NA,NA,NA,1
"CA_Oakland_B26_B_705",2,2,NA,NA,NA,1
"CA_Oakland_B28_B_707",2,2,NA,NA,NA,1
"CA_Oakland_B29_B_708",3,2,NA,NA,NA,1.5
"CA_Oakland_B3_B_709",3,3,NA,NA,NA,1
"CA_Oakland_B30_B_710",3,2,NA,NA,NA,1.5
"CA_Oakland_B38_B_718",12,12,NA,NA,NA,1
"CA_Oakland_B4_B_720",38,31,178.728952568026,0.684210526315788,17.3446996441168,1.2258064516129
"CA_Oakland_B5_B_728",12,11,115.356179270274,0.833333333333334,9.53568336744885,1.09090909090909
"CA_Oakland_B7_B_730",513,360,1442.60117540268,0.534113060428865,24.9549221322041,1.425
"CA_Oakland_B8_B_731",33,23,91.938177411786,0.545454545454547,25.0168109130381,1.43478260869565
"CA_Oakland_C1_C_733",10,7,21.080516841483,0.5,33.2060169712023,1.42857142857143
"CA_Oakland_C1_C_734",7,5,17.8356145037682,0.571428571428571,28.0337972035874,1.4
"CA_Oakland_C1_C_735",3,3,NA,NA,NA,1
"CA_Oakland_C10_C_736",18,11,35.9820195826293,0.444444444444445,30.5708243383603,1.63636363636364
"CA_Oakland_C10_C_737",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Oakland_C11_C_738",3,2,NA,NA,NA,1.5
"CA_Oakland_C13_C_742",18,15,93.0314456885749,0.722222222222223,16.1235804613989,1.2
"CA_Oakland_C13_C_743",9,8,59.8759170331237,0.777777777777778,13.3609644685264,1.125
"CA_Oakland_C14_C_744",34,16,33.7044289539297,0.294117647058824,47.4715059610423,2.125
"CA_Oakland_C15_C_746",33,25,109.059401129514,0.606060606060606,22.9232874388437,1.32
"CA_Oakland_C16_C_747",27,20,69.5741455089254,0.518518518518519,28.7463106498868,1.35
"CA_Oakland_C17_C_748",5,5,NA,NA,NA,1
"CA_Oakland_C18_C_749",3,2,NA,NA,NA,1.5
"CA_Oakland_C19_C_750",2,2,NA,NA,NA,1
"CA_Oakland_C21_C_754",2,2,NA,NA,NA,1
"CA_Oakland_C22_C_755",5,5,NA,NA,NA,1
"CA_Oakland_C24_C_758",2,2,NA,NA,NA,1
"CA_Oakland_C25_C_759",70,46,149.702378280067,0.471428571428568,30.7276347433452,1.52173913043478
"CA_Oakland_C29_C_764",215,75,131.227013548311,0.153488372093022,57.1528666027202,2.86666666666667
"CA_Oakland_C3_C_765",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Oakland_C35_C_772",4,4,NA,NA,NA,1
"CA_Oakland_C37_C_775",3,3,NA,NA,NA,1
"CA_Oakland_C38_C_776",3,3,NA,NA,NA,1
"CA_Oakland_C4_C_778",39,30,128.523829177154,0.589743589743591,23.3419749411985,1.3
"CA_Oakland_C40_C_779",8,6,18.2675428838315,0.5,32.8451398097473,1.33333333333333
"CA_Oakland_C41_C_780",3,3,NA,NA,NA,1
"CA_Oakland_C5_C_781",123,76,207.154552240949,0.41463414634147,36.6875838246613,1.61842105263158
"CA_Oakland_C6_C_782",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111
"CA_Oakland_C6_C_783",80,39,77.9450036656989,0.25,50.0352789349635,2.05128205128205
"CA_Oakland_C7_C_784",3,3,NA,NA,NA,1
"CA_Oakland_C7_C_785",14,13,162.347513498635,0.857142857142858,8.00751407880929,1.07692307692308
"CA_Oakland_C7_C_786",2,1,NA,NA,NA,2
"CA_Oakland_C9_C_789",13,12,137.851528497232,0.846153846153845,8.70501773235034,1.08333333333333
"CA_Oakland_C9_C_791",7,6,32.8974283942516,0.714285714285714,18.2385076672085,1.16666666666667
"CA_Oakland_D1_D_792",7,7,NA,NA,NA,1
"CA_Oakland_D11_D_794",20,17,99.6601099718185,0.699999999999999,17.0579783674804,1.17647058823529
"CA_Oakland_D12_D_795",7,5,12.7895845884099,0.428571428571429,39.094311198591,1.4
"CA_Oakland_D16_D_799",2,2,NA,NA,NA,1
"CA_Oakland_D2_D_805",18,17,280.335740280869,0.888888888888889,6.06415720769948,1.05882352941176
"CA_Oakland_D2_D_806",10,10,NA,NA,NA,1
"CA_Oakland_D20_D_807",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Oakland_D3_D_808",13,10,35.5506810123751,0.538461538461538,28.1288563685152,1.3
"CA_Oakland_D3_D_809",8,8,NA,NA,NA,1
"CA_Oakland_D4_D_810",15,15,NA,NA,NA,1
"CA_Oakland_D4_D_811",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Oakland_D6_D_813",5,5,NA,NA,NA,1
"CA_Oakland_D7_D_814",44,39,316.952437508149,0.772727272727273,12.3046853043991,1.12820512820513
"CA_Oakland_D7_D_815",3,3,NA,NA,NA,1
"CA_Oakland_D7_D_816",4,4,NA,NA,NA,1
"CA_Oakland_D8_D_817",34,26,150.368072654154,0.647058823529413,17.2909046056605,1.30769230769231
"CA_Oakland_D9_D_818",3,3,NA,NA,NA,1
"CA_Sacramento_A2_A_820",2,2,NA,NA,NA,1
"CA_Sacramento_B2_B_830",2,2,NA,NA,NA,1
"CA_Sacramento_C11_C_840",6,4,11.5757163319762,0.5,34.555096939881,1.5
"CA_Sacramento_C12_C_841",2,2,NA,NA,NA,1
"CA_Sacramento_C17_C_847",2,2,NA,NA,NA,1
"CA_Sacramento_C18_C_849",2,2,NA,NA,NA,1
"CA_Sacramento_C19_C_852",2,2,NA,NA,NA,1
"CA_Sacramento_C21_C_855",3,3,NA,NA,NA,1
"CA_Sacramento_C7_C_870",11,7,20.1713937515565,0.454545454545455,34.7026094786329,1.57142857142857
"CA_Sacramento_D4_D_877",2,2,NA,NA,NA,1
"CA_Sacramento_D5_D_878",2,2,NA,NA,NA,1
"CA_San Diego_A12_A_885",2,2,NA,NA,NA,1
"CA_San Diego_A14_A_887",5,5,NA,NA,NA,1
"CA_San Diego_B11_B_898",6,6,NA,NA,NA,1
"CA_San Diego_B12_B_899",2,1,NA,NA,NA,2
"CA_San Diego_B13_B_900",4,4,NA,NA,NA,1
"CA_San Diego_B15_B_902",4,2,NA,NA,NA,2
"CA_San Diego_B18_B_905",3,2,NA,NA,NA,1.5
"CA_San Diego_B21_B_909",2,2,NA,NA,NA,1
"CA_San Diego_B22_B_910",2,2,NA,NA,NA,1
"CA_San Diego_B7_B_916",4,4,NA,NA,NA,1
"CA_San Diego_B8_B_917",2,2,NA,NA,NA,1
"CA_San Diego_C11_C_921",3,3,NA,NA,NA,1
"CA_San Diego_C15_C_925",2,2,NA,NA,NA,1
"CA_San Diego_C4_C_937",4,4,NA,NA,NA,1
"CA_San Diego_C6_C_939",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_San Diego_C7_C_940",3,3,NA,NA,NA,1
"CA_San Diego_C8_C_941",8,5,9.80422612985691,0.25,50.9984157217004,1.6
"CA_San Diego_D7_D_950",4,4,NA,NA,NA,1
"CA_San Diego_D8_D_951",18,17,280.335740280869,0.888888888888889,6.06415720769948,1.05882352941176
"CA_San Diego_NA_B_953",3,3,NA,NA,NA,1
"CA_San Diego_NA_B_954",3,3,NA,NA,NA,1
"CA_San Diego_NA_B_959",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_San Francisco_A1_A_960",7,7,NA,NA,NA,1
"CA_San Francisco_A4_A_967",4,4,NA,NA,NA,1
"CA_San Francisco_A6_A_969",13,7,15.4187635521395,0.307692307692307,45.3992304657184,1.85714285714286
"CA_San Francisco_A7_A_970",3,3,NA,NA,NA,1
"CA_San Francisco_A8_A_971",2,2,NA,NA,NA,1
"CA_San Francisco_B1_B_973",18,15,141.145841545741,0.777777777777779,10.6273056547252,1.2
"CA_San Francisco_B10_B_974",5,5,NA,NA,NA,1
"CA_San Francisco_B11_B_975",13,8,22.2185656659339,0.461538461538462,36.0059245960499,1.625
"CA_San Francisco_B15_B_979",12,11,115.356179270274,0.833333333333334,9.53568336744885,1.09090909090909
"CA_San Francisco_B16_B_980",45,30,90.6120513817433,0.466666666666669,33.1081788156541,1.5
"CA_San Francisco_B17_B_981",2,2,NA,NA,NA,1
"CA_San Francisco_B18_B_982",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_San Francisco_B19_B_983",11,7,34.2244712411508,0.545454545454546,20.4532013093115,1.57142857142857
"CA_San Francisco_B23_B_988",33,10,17.3325113732434,0.121212121212121,57.6950436359571,3.3
"CA_San Francisco_B26_B_991",3,3,NA,NA,NA,1
"CA_San Francisco_B27_B_992",4,4,NA,NA,NA,1
"CA_San Francisco_B29_B_994",2,2,NA,NA,NA,1
"CA_San Francisco_B3_B_995",2,2,NA,NA,NA,1
"CA_San Francisco_B30_B_996",80,31,54.8427535611038,0.1875,56.5252435136411,2.58064516129032
"CA_San Francisco_B33_B_999",2,2,NA,NA,NA,1
"CA_San Francisco_B34_B_1000",31,14,26.4778898825835,0.225806451612904,52.8743040404018,2.21428571428571
"CA_San Francisco_B4_B_1002",2,2,NA,NA,NA,1
"CA_San Francisco_B5_B_1003",11,9,56.2465483535725,0.727272727272727,16.0009818619001,1.22222222222222
"CA_San Francisco_B6_B_1004",35,16,38.7851336469812,0.285714285714286,41.2529195996347,2.1875
"CA_San Francisco_B7_B_1005",33,18,37.6685719059291,0.272727272727273,47.785193569196,1.83333333333333
"CA_San Francisco_B8_B_1006",5,5,NA,NA,NA,1
"CA_San Francisco_C10_C_1010",2,2,NA,NA,NA,1
"CA_San Francisco_C11_C_1011",4,4,NA,NA,NA,1
"CA_San Francisco_C12_C_1012",12,10,50.2113719008126,0.666666666666668,19.9158071596888,1.2
"CA_San Francisco_C13_C_1013",9,6,13.6152753422562,0.333333333333333,44.0681502883637,1.5
"CA_San Francisco_C14_C_1015",5,5,NA,NA,NA,1
"CA_San Francisco_C15_C_1016",7,5,12.7895845884099,0.428571428571429,39.094311198591,1.4
"CA_San Francisco_C16_C_1018",3,3,NA,NA,NA,1
"CA_San Francisco_C16_C_1019",9,7,24.7494921140843,0.555555555555555,28.2834086765622,1.28571428571429
"CA_San Francisco_C17_C_1020",7,7,NA,NA,NA,1
"CA_San Francisco_C18_C_1021",20,13,36.8289960529052,0.450000000000001,35.2982741677926,1.53846153846154
"CA_San Francisco_C19_C_1022",19,11,24.9894602216175,0.368421052631579,44.0185578337715,1.72727272727273
"CA_San Francisco_C2_C_1023",4,4,NA,NA,NA,1
"CA_San Francisco_C20_C_1024",11,10,94.8616533585581,0.818181818181818,10.5416674134932,1.1
"CA_San Francisco_C21_C_1025",35,19,48.9842068967482,0.342857142857142,38.7880118995278,1.84210526315789
"CA_San Francisco_C22_C_1026",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_San Francisco_C24_C_1028",72,19,26.7746457427315,0.111111111111111,70.9626569201495,3.78947368421053
"CA_San Francisco_C25_C_1029",9,6,15.7025351170338,0.444444444444445,38.2103905852204,1.5
"CA_San Francisco_C26_C_1031",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111
"CA_San Francisco_C5_C_1038",15,12,60.0345024483517,0.666666666666666,19.9885057935205,1.25
"CA_San Francisco_C7_C_1040",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_San Francisco_C9_C_1042",2,1,NA,NA,NA,2
"CA_San Francisco_D11_D_1046",11,9,40.7220041241225,0.636363636363637,22.1010733473912,1.22222222222222
"CA_San Francisco_D12_D_1047",3,3,NA,NA,NA,1
"CA_San Francisco_D13_D_1048",21,15,64.4894713546902,0.571428571428573,23.2596107316502,1.4
"CA_San Francisco_D15_D_1050",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_San Francisco_D16_D_1051",23,18,92.6389466799198,0.652173913043477,19.4302727363605,1.27777777777778
"CA_San Francisco_D2_D_1053",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111
"CA_San Francisco_D3_D_1054",18,14,76.6419514180929,0.666666666666668,18.266758271365,1.28571428571429
"CA_San Francisco_D3_D_1055",28,15,34.7399593208507,0.357142857142858,43.1779434784689,1.86666666666667
"CA_San Francisco_D4_D_1056",7,7,NA,NA,NA,1
"CA_San Francisco_D5_D_1057",7,7,NA,NA,NA,1
"CA_San Francisco_D6_D_1058",2,2,NA,NA,NA,1
"CA_San Francisco_D7_D_1059",4,4,NA,NA,NA,1
"CA_San Francisco_D8_D_1060",11,10,94.8616533585581,0.818181818181818,10.5416674134932,1.1
"CA_San Francisco_D9_D_1061",5,5,NA,NA,NA,1
"CA_San Francisco_NA_B_1063",66,30,59.562620881064,0.227272727272727,50.3671590608894,2.2
"CA_San Jose_A1_A_1065",9,8,59.8759170331237,0.777777777777778,13.3609644685264,1.125
"CA_San Jose_B2_B_1068",2,2,NA,NA,NA,1
"CA_San Jose_B3_B_1070",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_San Jose_C12_C_1078",9,7,24.7494921140843,0.555555555555555,28.2834086765622,1.28571428571429
"CA_San Jose_C13_C_1079",4,4,NA,NA,NA,1
"CA_San Jose_C14_C_1081",2,2,NA,NA,NA,1
"CA_San Jose_C15_C_1082",4,4,NA,NA,NA,1
"CA_San Jose_D11_D_1094",2,2,NA,NA,NA,1
"CA_San Jose_D11_D_1095",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_San Jose_D3_D_1097",3,3,NA,NA,NA,1
"CA_Stockton_B1_B_1109",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CO_Denver_A3_A_1151",4,4,NA,NA,NA,1
"CO_Denver_A4_A_1152",2,2,NA,NA,NA,1
"CO_Denver_B2_B_1159",3,3,NA,NA,NA,1
"CO_Denver_B3_B_1160",2,1,NA,NA,NA,2
"CO_Denver_B8_B_1166",3,3,NA,NA,NA,1
"CO_Denver_C5_C_1185",3,2,NA,NA,NA,1.5
