"Area","Records","Observed.richness","Richness","Slope","Completeness","Ratio"
"CA_Los Angeles_A55_A_284",4,4,NA,NA,NA,1
"CA_Los Angeles_A56_A_285",3,3,NA,NA,NA,1
"CA_Los Angeles_A59_A_287",57,5,5.43160792859758,0.0175438596491233,92.0537723953683,11.4
"CA_Los Angeles_A6_A_288",19,4,4.87905445028205,0.0526315789473686,81.9830981752779,4.75
"CA_Los Angeles_A60_A_289",20,2,16.8448656880202,0.05,11.8730540037631,10
"CA_Los Angeles_A7_A_290",13,3,3.46732339519856,0.0769230769230766,86.5220707175542,4.33333333333333
"CA_Los Angeles_A8_A_291",8,3,3.87726860084163,0,77.3740565548849,2.66666666666667
"CA_Los Angeles_A9_A_292",43,6,8.51562221337696,0.0232558139534884,70.458738652999,7.16666666666667
"CA_Los Angeles_B10_B_294",9,2,2.19782530594217,0,90.9990432175244,4.5
"CA_Los Angeles_B101_B_296",8,4,12.5088392751437,0.375,31.9773874459192,2
"CA_Los Angeles_B105_B_300",2,2,NA,NA,NA,1
"CA_Los Angeles_B106_B_301",2,1,NA,NA,NA,2
"CA_Los Angeles_B107_B_302",2,1,NA,NA,NA,2
"CA_Los Angeles_B11_B_305",14,5,8.24843091438643,0.214285714285714,60.6175895985174,2.8
"CA_Los Angeles_B115_B_311",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_B117_B_313",3,2,NA,NA,NA,1.5
"CA_Los Angeles_B12_B_317",13,3,3.46732339519856,0.0769230769230766,86.5220707175542,4.33333333333333
"CA_Los Angeles_B121_B_319",198,4,3.9915435247836,0.00505050505050519,100.211859777149,49.5
"CA_Los Angeles_B122_B_320",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_B13_B_321",10,3,4.48614195890834,0.1,66.8726051801094,3.33333333333333
"CA_Los Angeles_B14_B_322",2,2,NA,NA,NA,1
"CA_Los Angeles_B15_B_323",8,3,4.34228997037984,0.125,69.0879701831054,2.66666666666667
"CA_Los Angeles_B16_B_324",10,5,20.3888496383655,0.4,24.5232079724182,2
"CA_Los Angeles_B17_B_325",3,2,NA,NA,NA,1.5
"CA_Los Angeles_B19_B_327",7,2,2.32231600863611,0,86.1209237917019,3.5
"CA_Los Angeles_B2_B_328",3,2,NA,NA,NA,1.5
"CA_Los Angeles_B21_B_330",3,3,NA,NA,NA,1
"CA_Los Angeles_B22_B_331",4,4,NA,NA,NA,1
"CA_Los Angeles_B23_B_332",6,4,11.5757163319762,0.5,34.555096939881,1.5
"CA_Los Angeles_B24_B_333",3,2,NA,NA,NA,1.5
"CA_Los Angeles_B25_B_334",6,2,3.68257286475614,0.166666666666667,54.3098554584184,3
"CA_Los Angeles_B26_B_335",18,4,5.61286318534425,0.0555555555555554,71.2648761944599,4.5
"CA_Los Angeles_B27_B_336",10,3,3.84661236834225,0,77.9907022784541,3.33333333333333
"CA_Los Angeles_B28_B_337",15,4,8.40061873256139,0.133333333333333,47.6155403231874,3.75
"CA_Los Angeles_B29_B_338",8,3,3.88226252336642,0.125,77.2745269528712,2.66666666666667
"CA_Los Angeles_B3_B_339",10,5,10.7702450431376,0.3,46.4241990778641,2
"CA_Los Angeles_B30_B_340",31,2,2.14512672371972,0,93.2345850660018,15.5
"CA_Los Angeles_B31_B_341",9,5,18.621740459367,0.444444444444445,26.8503366315844,1.8
"CA_Los Angeles_B32_B_342",2,1,NA,NA,NA,2
"CA_Los Angeles_B33_B_343",10,2,NA,NA,NA,5
"CA_Los Angeles_B34_B_344",10,2,2.19971939516307,0,90.9206876294209,5
"CA_Los Angeles_B36_B_346",8,3,3.88226252336642,0.125,77.2745269528712,2.66666666666667
"CA_Los Angeles_B37_B_347",2,1,NA,NA,NA,2
"CA_Los Angeles_B39_B_349",3,2,NA,NA,NA,1.5
"CA_Los Angeles_B4_B_350",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_Los Angeles_B40_B_351",10,2,NA,NA,NA,5
"CA_Los Angeles_B41_B_352",3,2,NA,NA,NA,1.5
"CA_Los Angeles_B44_B_355",6,2,NA,NA,NA,3
"CA_Los Angeles_B45_B_356",2,1,NA,NA,NA,2
"CA_Los Angeles_B46_B_357",19,7,11.6062125524444,0.157894736842105,60.3125263161385,2.71428571428571
"CA_Los Angeles_B47_B_358",6,3,4.43634832805135,0.166666666666667,67.6231841632178,2
"CA_Los Angeles_B48_B_359",2,2,NA,NA,NA,1
"CA_Los Angeles_B49_B_360",2,1,NA,NA,NA,2
"CA_Los Angeles_B5_B_361",5,2,3.33308896444692,0.2,60.0043989624463,2.5
"CA_Los Angeles_B51_B_363",5,2,2.32468376239523,0,86.0332072840441,2.5
"CA_Los Angeles_B53_B_365",4,4,NA,NA,NA,1
"CA_Los Angeles_B54_B_366",11,6,15.1214663537207,0.363636363636363,39.6786916007235,1.83333333333333
"CA_Los Angeles_B55_B_367",2,1,NA,NA,NA,2
"CA_Los Angeles_B57_B_368",2,2,NA,NA,NA,1
"CA_Los Angeles_B58_B_369",7,3,4.33447960389549,0.142857142857143,69.2124608754378,2.33333333333333
"CA_Los Angeles_B6_B_371",5,2,3.33308896444692,0.2,60.0043989624463,2.5
"CA_Los Angeles_B62_B_374",2,1,NA,NA,NA,2
"CA_Los Angeles_B64_B_376",13,4,6.31511622609327,0.153846153846154,63.3400852303003,3.25
"CA_Los Angeles_B66_B_378",3,3,NA,NA,NA,1
"CA_Los Angeles_B68_B_380",5,2,3.33308896444692,0.2,60.0043989624463,2.5
"CA_Los Angeles_B69_B_381",3,2,NA,NA,NA,1.5
"CA_Los Angeles_B7_B_382",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_B70_B_383",2,2,NA,NA,NA,1
"CA_Los Angeles_B71_B_384",3,3,NA,NA,NA,1
"CA_Los Angeles_B72_B_385",3,1,NA,NA,NA,3
"CA_Los Angeles_B73_B_386",3,2,NA,NA,NA,1.5
"CA_Los Angeles_B74_B_387",11,3,4.5827716758475,0.0909090909090908,65.4625674635035,3.66666666666667
"CA_Los Angeles_B75_B_388",45,4,4.54454779660872,0,88.0175581602404,11.25
"CA_Los Angeles_B76_B_389",28,6,7.76822802386119,0.0357142857142856,77.2376915503789,4.66666666666667
"CA_Los Angeles_B77_B_390",8,3,4.34228997037984,0.125,69.0879701831054,2.66666666666667
"CA_Los Angeles_B8_B_393",3,3,NA,NA,NA,1
"CA_Los Angeles_B80_B_394",3,2,NA,NA,NA,1.5
"CA_Los Angeles_B84_B_398",29,4,10.2764338009804,0.068965517241379,38.9240088290005,7.25
"CA_Los Angeles_B89_B_403",2,1,NA,NA,NA,2
"CA_Los Angeles_B9_B_404",3,2,NA,NA,NA,1.5
"CA_Los Angeles_B90_B_405",2,2,NA,NA,NA,1
"CA_Los Angeles_B93_B_408",4,1,NA,NA,NA,4
"CA_Los Angeles_B94_B_409",3,3,NA,NA,NA,1
"CA_Los Angeles_B96_B_411",11,4,5.7674250841684,0.181818181818182,69.3550404491601,2.75
"CA_Los Angeles_B97_B_412",8,4,12.5088392751437,0.375,31.9773874459192,2
"CA_Los Angeles_C10_C_416",26,4,5.40434126599154,0.0769230769230766,74.0145709370948,6.5
"CA_Los Angeles_C100_C_417",7,2,NA,NA,NA,3.5
"CA_Los Angeles_C101_C_418",7,2,4.13258352224704,0.142857142857143,48.3958760720346,3.5
"CA_Los Angeles_C104_C_421",2,2,NA,NA,NA,1
"CA_Los Angeles_C107_C_424",5,2,3.33308896444692,0.2,60.0043989624463,2.5
"CA_Los Angeles_C108_C_425",7,3,3.96324283283989,0,75.6955888531898,2.33333333333333
"CA_Los Angeles_C109_C_426",6,3,4.43634832805135,0.166666666666667,67.6231841632178,2
"CA_Los Angeles_C11_C_428",4,2,NA,NA,NA,2
"CA_Los Angeles_C110_C_429",8,2,4.67204827769452,0.125,42.8077768277455,4
"CA_Los Angeles_C111_C_430",3,3,NA,NA,NA,1
"CA_Los Angeles_C112_C_431",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_C113_C_432",2,2,NA,NA,NA,1
"CA_Los Angeles_C114_C_433",2,1,NA,NA,NA,2
"CA_Los Angeles_C116_C_435",3,1,NA,NA,NA,3
"CA_Los Angeles_C117_C_436",19,5,6.95363639011615,0.105263157894737,71.9048238862038,3.8
"CA_Los Angeles_C119_C_438",2,1,NA,NA,NA,2
"CA_Los Angeles_C12_C_439",7,3,7.52633621656869,0.285714285714286,39.8600316764446,2.33333333333333
"CA_Los Angeles_C120_C_440",2,2,NA,NA,NA,1
"CA_Los Angeles_C122_C_442",2,2,NA,NA,NA,1
"CA_Los Angeles_C123_C_443",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_C124_C_444",5,2,2.32468376239523,0,86.0332072840441,2.5
"CA_Los Angeles_C125_C_445",5,3,4.8482145482525,0.2,61.8784496878614,1.66666666666667
"CA_Los Angeles_C126_C_446",10,3,10.7854731386388,0.2,27.8151914286685,3.33333333333333
"CA_Los Angeles_C127_C_447",11,5,9.14880214976948,0.272727272727272,54.6519633734345,2.2
"CA_Los Angeles_C128_C_448",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_C129_C_449",2,1,NA,NA,NA,2
"CA_Los Angeles_C130_C_451",2,2,NA,NA,NA,1
"CA_Los Angeles_C133_C_455",2,2,NA,NA,NA,1
"CA_Los Angeles_C134_C_456",9,5,8.91793665595077,0.222222222222222,56.0667808361657,1.8
"CA_Los Angeles_C138_C_460",6,3,6.89396934812963,0.333333333333333,43.5162944380354,2
"CA_Los Angeles_C139_C_461",2,1,NA,NA,NA,2
"CA_Los Angeles_C14_C_462",18,3,3.70331596858114,0,81.0084806549575,6
"CA_Los Angeles_C140_C_463",11,4,17.4687518204002,0.272727272727273,22.898029814178,2.75
"CA_Los Angeles_C142_C_465",7,3,4.33447960389549,0.142857142857143,69.2124608754378,2.33333333333333
"CA_Los Angeles_C143_C_466",2,2,NA,NA,NA,1
"CA_Los Angeles_C144_C_467",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C145_C_468",2,2,NA,NA,NA,1
"CA_Los Angeles_C145_C_470",2,2,NA,NA,NA,1
"CA_Los Angeles_C148_C_473",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_C149_C_474",4,1,NA,NA,NA,4
"CA_Los Angeles_C15_C_477",2,1,NA,NA,NA,2
"CA_Los Angeles_C153_C_481",6,3,6.89396934812963,0.333333333333333,43.5162944380354,2
"CA_Los Angeles_C155_C_483",2,2,NA,NA,NA,1
"CA_Los Angeles_C156_C_484",16,2,11.6802569790498,0.0625,17.1229109392652,8
"CA_Los Angeles_C159_C_487",2,2,NA,NA,NA,1
"CA_Los Angeles_C16_C_488",10,4,6.15246494317199,0.2,65.0145923129428,2.5
"CA_Los Angeles_C161_C_490",4,1,NA,NA,NA,4
"CA_Los Angeles_C164_C_493",20,3,3.73478520524155,0,80.3259045738342,6.66666666666667
"CA_Los Angeles_C165_C_494",7,4,7.37550093176442,0.285714285714286,54.2336044291312,1.75
"CA_Los Angeles_C166_C_495",2,1,NA,NA,NA,2
"CA_Los Angeles_C167_C_496",5,2,3.33308896444692,0.2,60.0043989624463,2.5
"CA_Los Angeles_C17_C_498",5,1,NA,NA,NA,5
"CA_Los Angeles_C18_C_499",3,3,NA,NA,NA,1
"CA_Los Angeles_C19_C_500",6,4,11.5757163319762,0.5,34.555096939881,1.5
"CA_Los Angeles_C20_C_502",31,4,4.81605012501995,0.032258064516129,83.0556139608997,7.75
"CA_Los Angeles_C21_C_503",14,4,5.43391708454109,0.142857142857143,73.6117231412966,3.5
"CA_Los Angeles_C22_C_504",18,3,3.3431431142017,0,89.7359131069194,6
"CA_Los Angeles_C23_C_505",7,3,7.52633621656869,0.285714285714286,39.8600316764446,2.33333333333333
"CA_Los Angeles_C24_C_506",18,5,13.6362755132205,0.166666666666667,36.6669036215383,3.6
"CA_Los Angeles_C25_C_507",45,7,12.8095343935168,0.0888888888888886,54.6467949962559,6.42857142857143
"CA_Los Angeles_C26_C_508",5,5,NA,NA,NA,1
"CA_Los Angeles_C27_C_509",17,6,9.61021874172463,0.176470588235294,62.4335424744271,2.83333333333333
"CA_Los Angeles_C28_C_510",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C29_C_511",10,4,6.15246494317199,0.2,65.0145923129428,2.5
"CA_Los Angeles_C30_C_513",25,2,2.28998106556016,0,87.3369666709788,12.5
"CA_Los Angeles_C31_C_514",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_C32_C_515",22,3,3.78198780709561,0.0454545454545454,79.3233651988915,7.33333333333333
"CA_Los Angeles_C33_C_516",16,2,2.23715320776916,0,89.3993309467776,8
"CA_Los Angeles_C34_C_517",7,4,7.37550093176442,0.285714285714286,54.2336044291312,1.75
"CA_Los Angeles_C35_C_518",5,2,3.33308896444692,0.2,60.0043989624463,2.5
"CA_Los Angeles_C39_C_522",32,3,3.92473096313691,0.03125,76.4383604424748,10.6666666666667
"CA_Los Angeles_C40_C_524",5,3,4.8482145482525,0.2,61.8784496878614,1.66666666666667
"CA_Los Angeles_C41_C_525",51,8,12.1573146932006,0.0588235294117645,65.8040052584497,6.375
"CA_Los Angeles_C42_C_526",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_C42_C_527",9,2,NA,NA,NA,4.5
"CA_Los Angeles_C43_C_528",10,2,2.37733265697767,0,84.1278983035813,5
"CA_Los Angeles_C44_C_530",12,3,4.68313332489753,0.0833333333333335,64.0596752616613,4
"CA_Los Angeles_C45_C_531",9,4,5.9656182250993,0.111111111111111,67.0508880902015,2.25
"CA_Los Angeles_C46_C_532",17,4,5.41325380400785,0.117647058823529,73.8927112015049,4.25
"CA_Los Angeles_C47_C_533",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_Los Angeles_C48_C_534",8,6,25.4341778736457,0.625,23.5903044706512,1.33333333333333
"CA_Los Angeles_C5_C_537",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_C50_C_538",2,1,NA,NA,NA,2
"CA_Los Angeles_C55_C_544",16,2,2.23715320776916,0,89.3993309467776,8
"CA_Los Angeles_C58_C_548",2,2,NA,NA,NA,1
"CA_Los Angeles_C59_C_549",2,2,NA,NA,NA,1
"CA_Los Angeles_C6_C_550",15,5,7.14598153637021,0.133333333333333,69.9693943309535,3
"CA_Los Angeles_C61_C_552",2,2,NA,NA,NA,1
"CA_Los Angeles_C63_C_554",7,2,NA,NA,NA,3.5
"CA_Los Angeles_C66_C_557",2,2,NA,NA,NA,1
"CA_Los Angeles_C67_C_558",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_C68_C_559",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_Los Angeles_C69_C_560",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_C70_C_562",8,1,NA,NA,NA,8
"CA_Los Angeles_C71_C_563",6,4,8.31648052908751,0.333333333333333,48.0972688628285,1.5
"CA_Los Angeles_C76_C_569",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C77_C_570",2,2,NA,NA,NA,1
"CA_Los Angeles_C80_C_574",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_C81_C_575",10,3,4.48614195890834,0.1,66.8726051801094,3.33333333333333
"CA_Los Angeles_C82_C_576",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C83_C_577",5,2,2.32468376239523,0,86.0332072840441,2.5
"CA_Los Angeles_C84_C_578",5,3,4.8482145482525,0.2,61.8784496878614,1.66666666666667
"CA_Los Angeles_C85_C_579",2,1,NA,NA,NA,2
"CA_Los Angeles_C86_C_580",2,2,NA,NA,NA,1
"CA_Los Angeles_C87_C_581",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C89_C_583",26,3,3.25887607239403,0,92.0562774820753,8.66666666666667
"CA_Los Angeles_C9_C_584",13,6,10.523349280646,0.230769230769231,57.0160681736079,2.16666666666667
"CA_Los Angeles_C90_C_585",12,2,7.60763097089144,0.0833333333333335,26.289392948376,6
"CA_Los Angeles_C91_C_586",27,5,6.07874637321429,0.0740740740740744,82.2538019028441,5.4
"CA_Los Angeles_C92_C_587",6,2,3.68257286475614,0.166666666666667,54.3098554584184,3
"CA_Los Angeles_C93_C_588",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_C95_C_590",12,4,5.20328541005767,0,76.8745068696062,3
"CA_Los Angeles_C96_C_591",23,4,5.65209938360484,0.0869565217391304,70.7701639430277,5.75
"CA_Los Angeles_C97_C_592",19,3,3.38578584901725,0.0526315789473686,88.6057220916901,6.33333333333333
"CA_Los Angeles_C98_C_593",5,2,2.32468376239523,0,86.0332072840441,2.5
"CA_Los Angeles_C99_C_594",7,3,4.33447960389549,0.142857142857143,69.2124608754378,2.33333333333333
"CA_Los Angeles_D10_D_596",6,2,NA,NA,NA,3
"CA_Los Angeles_D11_D_597",18,2,2.09850612420107,0,95.3058929366444,9
"CA_Los Angeles_D12_D_598",34,3,3.94340188662884,0.0294117647058822,76.0764458264399,11.3333333333333
"CA_Los Angeles_D13_D_599",3,2,NA,NA,NA,1.5
"CA_Los Angeles_D14_D_600",2,1,NA,NA,NA,2
"CA_Los Angeles_D15_D_601",3,2,NA,NA,NA,1.5
"CA_Los Angeles_D16_D_602",4,4,NA,NA,NA,1
"CA_Los Angeles_D23_D_610",8,5,17.5683289166722,0.5,28.460305039343,1.6
"CA_Los Angeles_D24_D_611",8,3,8.41692492804909,0.25,35.6424706843067,2.66666666666667
"CA_Los Angeles_D25_D_612",5,2,2.32468376239523,0,86.0332072840441,2.5
"CA_Los Angeles_D26_D_613",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_Los Angeles_D29_D_616",7,3,7.52633621656869,0.285714285714286,39.8600316764446,2.33333333333333
"CA_Los Angeles_D30_D_618",11,2,2.20392997035561,0,90.7469850177361,5.5
"CA_Los Angeles_D31_D_619",23,6,15.7108649999849,0.173913043478261,38.1901314791118,3.83333333333333
"CA_Los Angeles_D32_D_620",49,5,9.95395160930957,0.0612244897959187,50.2313070853558,9.8
"CA_Los Angeles_D33_D_621",2,1,NA,NA,NA,2
"CA_Los Angeles_D34_D_622",3,1,NA,NA,NA,3
"CA_Los Angeles_D35_D_623",28,3,3.30167784533838,0,90.8628927633167,9.33333333333333
"CA_Los Angeles_D36_D_624",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_Los Angeles_D38_D_626",23,6,8.09480507487127,0.0869565217391308,74.1216118795229,3.83333333333333
"CA_Los Angeles_D40_D_629",2,1,NA,NA,NA,2
"CA_Los Angeles_D43_D_632",2,1,NA,NA,NA,2
"CA_Los Angeles_D44_D_633",5,1,NA,NA,NA,5
"CA_Los Angeles_D45_D_634",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_D47_D_636",2,1,NA,NA,NA,2
"CA_Los Angeles_D48_D_637",5,3,4.8482145482525,0.2,61.8784496878614,1.66666666666667
"CA_Los Angeles_D5_D_639",3,3,NA,NA,NA,1
"CA_Los Angeles_D50_D_640",10,5,20.3888496383655,0.4,24.5232079724182,2
"CA_Los Angeles_D51_D_641",2,1,NA,NA,NA,2
"CA_Los Angeles_D52_D_642",16,5,8.1288355124643,0.1875,61.5094252102073,3.2
"CA_Los Angeles_D53_D_643",18,2,NA,NA,NA,9
"CA_Los Angeles_D54_D_644",16,4,4.95639116869765,0.0625,80.7038803809959,4
"CA_Los Angeles_D55_D_645",2,1,NA,NA,NA,2
"CA_Los Angeles_D57_D_647",2,2,NA,NA,NA,1
"CA_Los Angeles_D58_D_649",2,2,NA,NA,NA,1
"CA_Los Angeles_D6_D_651",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_D60_D_652",2,1,NA,NA,NA,2
"CA_Los Angeles_D61_D_655",2,1,NA,NA,NA,2
"CA_Los Angeles_D62_D_659",2,2,NA,NA,NA,1
"CA_Los Angeles_D63_D_660",30,5,6.08201778725345,0.0666666666666664,82.2095589802266,6
"CA_Los Angeles_D65_D_662",2,2,NA,NA,NA,1
"CA_Los Angeles_D66_D_664",5,2,2.32468376239523,0,86.0332072840441,2.5
"CA_Los Angeles_D67_D_666",10,4,5.89981571328186,0.2,67.7987278652631,2.5
"CA_Los Angeles_D69_D_668",6,2,NA,NA,NA,3
"CA_Los Angeles_D69_D_669",15,6,12.1007009105913,0.266666666666667,49.5839046376925,2.5
"CA_Los Angeles_D70_D_671",12,5,8.55570759681234,0.25,58.4405198918075,2.4
"CA_Los Angeles_D71_D_672",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_D9_D_674",2,2,NA,NA,NA,1
"CA_Oakland_A_A_675",34,9,12.9795317885196,0.117647058823529,69.3399434327863,3.77777777777778
"CA_Oakland_A1_A_676",3,3,NA,NA,NA,1
"CA_Oakland_A3_A_680",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Oakland_A4_A_681",18,5,7.1599697095328,0.0555555555555554,69.8326976627148,3.6
"CA_Oakland_B12_B_690",2,2,NA,NA,NA,1
"CA_Oakland_B13_B_691",9,4,5.71531713174363,0.111111111111111,69.9873674162973,2.25
"CA_Oakland_B14_B_692",8,3,3.88226252336642,0.125,77.2745269528712,2.66666666666667
"CA_Oakland_B19_B_697",3,3,NA,NA,NA,1
"CA_Oakland_B23_B_702",2,2,NA,NA,NA,1
"CA_Oakland_B38_B_718",5,2,3.33308896444692,0.2,60.0043989624463,2.5
"CA_Oakland_B7_B_730",116,9,10.7397487584358,0.0086206896551726,83.8008430404919,12.8888888888889
"CA_Oakland_C25_C_759",7,4,11.642641734416,0.428571428571429,34.3564638614265,1.75
"CA_Oakland_C29_C_764",17,5,6.38755353695113,0.0588235294117645,78.2772304149888,3.4
"CA_Oakland_C4_C_778",2,2,NA,NA,NA,1
"CA_Oakland_C5_C_781",17,2,12.8699435514318,0.0588235294117647,15.540083699726,8.5
"CA_Oakland_D3_D_808",2,2,NA,NA,NA,1
"CA_Oakland_D3_D_809",18,18,NA,NA,NA,1
"CA_Oakland_D4_D_810",2,2,NA,NA,NA,1
"CA_Sacramento_B8_B_836",3,1,NA,NA,NA,3
"CA_Sacramento_C7_C_870",2,1,NA,NA,NA,2
"CA_Sacramento_D1_D_873",2,2,NA,NA,NA,1
"CA_Sacramento_D3_D_875",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_San Diego_A11_A_884",3,2,NA,NA,NA,1.5
"CA_San Diego_A12_A_885",6,2,2.31549807146241,0,86.3745051075276,3
"CA_San Diego_A14_A_887",10,2,NA,NA,NA,5
"CA_San Diego_A3_A_889",2,1,NA,NA,NA,2
"CA_San Diego_A4_A_890",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_San Diego_A5_A_891",3,3,NA,NA,NA,1
"CA_San Diego_A6_A_892",2,1,NA,NA,NA,2
"CA_San Diego_A8_A_894",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_San Diego_A9_A_895",5,1,NA,NA,NA,5
"CA_San Diego_B10_B_897",2,2,NA,NA,NA,1
"CA_San Diego_B11_B_898",17,4,5.41325380400785,0.117647058823529,73.8927112015049,4.25
"CA_San Diego_B12_B_899",4,2,NA,NA,NA,2
"CA_San Diego_B14_B_901",2,2,NA,NA,NA,1
"CA_San Diego_B15_B_902",11,1,NA,NA,NA,11
"CA_San Diego_B16_B_903",6,3,6.89396934812963,0.333333333333333,43.5162944380354,2
"CA_San Diego_B17_B_904",2,2,NA,NA,NA,1
