"Area","Records","Observed.richness","SE","R2"
"CA_Los Angeles_B109_B_304",3,3,NA,NA
"CA_Los Angeles_B11_B_305",18,13,0.0101118383228027,0.999992338401763
"CA_Los Angeles_B110_B_306",8,8,NA,NA
"CA_Los Angeles_B111_B_307",30,18,0.112416632638472,0.999476161596572
"CA_Los Angeles_B112_B_308",5,5,NA,NA
"CA_Los Angeles_B115_B_311",5,5,NA,NA
"CA_Los Angeles_B116_B_312",4,4,NA,NA
"CA_Los Angeles_B117_B_313",65,35,0.216763951608179,0.999484203922914
"CA_Los Angeles_B118_B_314",41,22,0.0849334669214271,0.99980103390507
"CA_Los Angeles_B119_B_315",3,3,NA,NA
"CA_Los Angeles_B119_B_316",7,7,NA,NA
"CA_Los Angeles_B12_B_317",23,20,0.00921258347399724,0.999997418140624
"CA_Los Angeles_B120_B_318",8,8,NA,NA
"CA_Los Angeles_B121_B_319",20,16,0.0329107293262556,0.999946708498135
"CA_Los Angeles_B122_B_320",9,7,0.0128146003791018,0.999956515803299
"CA_Los Angeles_B13_B_321",55,35,0.131548092526289,0.999817908297841
"CA_Los Angeles_B14_B_322",13,11,0.00781999018438143,0.999993726388311
"CA_Los Angeles_B15_B_323",26,14,0.0193498798703472,0.999974097440615
"CA_Los Angeles_B16_B_324",44,30,0.0453588543811909,0.999971132812373
"CA_Los Angeles_B17_B_325",13,11,0.00781999018438143,0.999993726388311
"CA_Los Angeles_B18_B_326",9,9,NA,NA
"CA_Los Angeles_B19_B_327",39,36,0.00496092267158281,0.999999771081141
"CA_Los Angeles_B2_B_328",13,12,0.00178267237489149,0.99999973000321
"CA_Los Angeles_B20_B_329",2,2,NA,NA
"CA_Los Angeles_B21_B_330",6,6,NA,NA
"CA_Los Angeles_B22_B_331",14,13,0.0016343241935979,0.999999807180766
"CA_Los Angeles_B23_B_332",53,46,0.00214842387175555,0.999999973586392
"CA_Los Angeles_B24_B_333",10,10,NA,NA
"CA_Los Angeles_B25_B_334",20,17,0.0109566632511291,0.999994920444811
"CA_Los Angeles_B26_B_335",77,47,0.13139690343752,0.999899821599581
"CA_Los Angeles_B27_B_336",8,6,0.0194249152549049,0.999856154687062
"CA_Los Angeles_B28_B_337",24,21,0.00874701331822726,0.99999789145817
"CA_Los Angeles_B29_B_338",28,22,0.00677346860998316,0.99999883297579
"CA_Los Angeles_B3_B_339",17,15,0.00558697722351726,0.999998303537962
"CA_Los Angeles_B30_B_340",49,34,0.0970191591018945,0.999896652329349
"CA_Los Angeles_B31_B_341",20,15,0.00599989482664309,0.999997994850019
"CA_Los Angeles_B32_B_342",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_B33_B_343",59,29,0.164214213176867,0.999562109031232
"CA_Los Angeles_B34_B_344",23,18,0.0263611196529875,0.999973109399869
"CA_Los Angeles_B35_B_345",15,15,NA,NA
"CA_Los Angeles_B36_B_346",33,26,0.0118267585772639,0.999997465257687
"CA_Los Angeles_B37_B_347",18,11,0.0573543373226416,0.999650471478968
"CA_Los Angeles_B38_B_348",4,4,NA,NA
"CA_Los Angeles_B39_B_349",7,4,0.0336000624320332,0.998814781099918
"CA_Los Angeles_B4_B_350",5,5,NA,NA
"CA_Los Angeles_B40_B_351",79,76,NA,NA
"CA_Los Angeles_B41_B_352",6,6,NA,NA
"CA_Los Angeles_B42_B_353",17,13,0.0258491254300752,0.999950864316664
"CA_Los Angeles_B44_B_355",18,15,0.0125300710671021,0.999991425348365
"CA_Los Angeles_B45_B_356",5,5,NA,NA
"CA_Los Angeles_B46_B_357",22,17,0.0255929887488986,0.999971480817451
"CA_Los Angeles_B47_B_358",17,14,0.0134177402766838,0.999988517868207
"CA_Los Angeles_B48_B_359",15,14,0.00150822416755969,0.999999858724731
"CA_Los Angeles_B49_B_360",3,3,NA,NA
"CA_Los Angeles_B5_B_361",33,26,0.0405051306785966,0.999969795325425
"CA_Los Angeles_B51_B_363",35,25,0.0341277187497996,0.999976540980977
"CA_Los Angeles_B52_B_364",8,7,0.00319732044001254,0.999997354222772
"CA_Los Angeles_B53_B_365",6,6,NA,NA
"CA_Los Angeles_B54_B_366",94,41,0.179246032500413,0.999737618980124
"CA_Los Angeles_B55_B_367",12,11,0.00195951155823258,0.99999961037677
"CA_Los Angeles_B58_B_369",55,29,0.13003809486557,0.999731345362332
"CA_Los Angeles_B59_B_370",9,9,NA,NA
"CA_Los Angeles_B6_B_371",9,8,0.0027692694163337,0.99999849947154
"CA_Los Angeles_B60_B_372",4,4,NA,NA
"CA_Los Angeles_B61_B_373",5,5,NA,NA
"CA_Los Angeles_B62_B_374",7,5,0.019371319387171,0.999784072491819
"CA_Los Angeles_B63_B_375",8,7,0.00319732044001254,0.999997354222772
"CA_Los Angeles_B64_B_376",24,17,0.0561514462907252,0.999859169816231
"CA_Los Angeles_B65_B_377",4,4,NA,NA
"CA_Los Angeles_B66_B_378",13,13,NA,NA
"CA_Los Angeles_B67_B_379",7,7,NA,NA
"CA_Los Angeles_B68_B_380",9,7,0.0194579313285413,0.999897079239929
"CA_Los Angeles_B69_B_381",32,26,0.0277445969551763,0.999986169183619
"CA_Los Angeles_B7_B_382",19,17,0.00488293773447678,0.999998995155139
"CA_Los Angeles_B70_B_383",18,17,0.00122313446393038,0.999999937270284
"CA_Los Angeles_B71_B_384",9,9,NA,NA
"CA_Los Angeles_B72_B_385",60,36,0.0979188924731376,0.999904541774999
"CA_Los Angeles_B73_B_386",11,10,0.00217356516736688,0.999999417206335
"CA_Los Angeles_B74_B_387",33,21,0.0231326692788563,0.999984428672342
"CA_Los Angeles_B75_B_388",256,125,0.234323372224064,0.999954553982891
"CA_Los Angeles_B76_B_389",142,76,0.0530388449534646,0.999993783078389
"CA_Los Angeles_B77_B_390",15,13,0.0065219141853158,0.999996904094231
"CA_Los Angeles_B78_B_391",14,8,0.0469434588544256,0.999507511399717
"CA_Los Angeles_B79_B_392",25,23,0.019318548665414,0.999991392514793
"CA_Los Angeles_B8_B_393",12,8,0.0087666019090195,0.999983972508406
"CA_Los Angeles_B80_B_394",46,32,0.153199314989268,0.999704889884035
"CA_Los Angeles_B81_B_395",16,8,0.0083961174793362,0.999984037746604
"CA_Los Angeles_B82_B_396",3,3,NA,NA
"CA_Los Angeles_B83_B_397",17,13,0.0258491254300752,0.999950864316664
"CA_Los Angeles_B84_B_398",25,18,0.0317367434372807,0.99996053274744
"CA_Los Angeles_B85_B_399",18,15,0.0384122511602006,0.999917417627656
"CA_Los Angeles_B86_B_400",7,6,0.00376486817975351,0.999994909742269
"CA_Los Angeles_B88_B_402",15,12,0.0123612668232876,0.999986587910093
"CA_Los Angeles_B89_B_403",14,13,0.0016343241935979,0.999999807180766
"CA_Los Angeles_B9_B_404",14,11,0.0380943105749949,0.999844913702468
"CA_Los Angeles_B90_B_405",10,8,0.0110731586844239,0.999975559224772
"CA_Los Angeles_B91_B_406",9,8,0.0027692694163337,0.99999849947154
"CA_Los Angeles_B93_B_408",122,31,0.29528218242384,0.998507848649537
"CA_Los Angeles_B94_B_409",21,20,0.00102752150500711,0.999999968100511
"CA_Los Angeles_B95_B_410",25,17,0.0808647044384616,0.999703563629152
"CA_Los Angeles_B96_B_411",128,80,0.107586880639833,0.999977331265312
"CA_Los Angeles_B97_B_412",62,49,0.081791572128728,0.999965565500282
"CA_Los Angeles_B98_B_413",36,23,0.0485758790206077,0.999942543524865
"CA_Los Angeles_B99_B_414",17,14,0.0134951651463347,0.99998854538363
"CA_Los Angeles_C1_C_415",14,13,0.0016343241935979,0.999999807180766
"CA_Los Angeles_C10_C_416",128,72,0.243899069762032,0.999851621341028
"CA_Los Angeles_C100_C_417",105,46,0.313216518325024,0.999358952598839
"CA_Los Angeles_C101_C_418",83,55,0.146496578835747,0.99991059513685
"CA_Los Angeles_C102_C_419",12,10,0.0194780823590691,0.999951712764208
"CA_Los Angeles_C103_C_420",7,7,NA,NA
"CA_Los Angeles_C104_C_421",7,6,0.00376486817975351,0.999994909742269
"CA_Los Angeles_C105_C_422",28,23,0.0282952445783432,0.999981255327049
"CA_Los Angeles_C106_C_423",11,10,0.00217356516736688,0.999999417206335
"CA_Los Angeles_C107_C_424",108,50,0.212545737833152,0.999757222010936
"CA_Los Angeles_C108_C_425",164,50,0.461744312759675,0.998743764024683
"CA_Los Angeles_C109_C_426",25,21,0.009602125523948,0.999997429228047
"CA_Los Angeles_C11_C_428",13,11,0.00781999018438143,0.999993726388311
"CA_Los Angeles_C110_C_429",105,42,0.284042709020817,0.999366005805894
"CA_Los Angeles_C111_C_430",16,14,0.0194354106687823,0.999976054437786
"CA_Los Angeles_C112_C_431",73,40,0.177252867651344,0.999740361757962
"CA_Los Angeles_C113_C_432",24,18,0.058062806574944,0.999867270181161
"CA_Los Angeles_C114_C_433",12,11,0.00195951155823258,0.99999961037677
"CA_Los Angeles_C115_C_434",18,16,0.0194077274100249,0.999981835722217
"CA_Los Angeles_C116_C_435",22,17,0.0244971015882578,0.999973856762307
"CA_Los Angeles_C117_C_436",87,58,0.0479112662093802,0.99999150155419
"CA_Los Angeles_C118_C_437",13,13,NA,NA
"CA_Los Angeles_C119_C_438",20,16,0.00643814440009468,0.999997984053674
"CA_Los Angeles_C12_C_439",31,24,0.039007410246512,0.999966994498254
"CA_Los Angeles_C120_C_440",79,52,0.0822355828090685,0.999968514584467
"CA_Los Angeles_C121_C_441",8,8,NA,NA
"CA_Los Angeles_C122_C_442",29,20,0.0229565930285585,0.999983529575269
"CA_Los Angeles_C123_C_443",16,13,0.0382981008297661,0.999889529606553
"CA_Los Angeles_C124_C_444",44,41,0.00433287946515482,0.999999865504446
"CA_Los Angeles_C125_C_445",42,33,0.0291948563071709,0.999990343603513
"CA_Los Angeles_C126_C_446",39,23,0.0500864770528064,0.999937998706759
"CA_Los Angeles_C127_C_447",97,56,0.20916690753928,0.999819631873004
"CA_Los Angeles_C128_C_448",34,30,0.0106577997287928,0.999998473778106
"CA_Los Angeles_C129_C_449",13,10,0.0379355874145856,0.999811851700721
"CA_Los Angeles_C13_C_450",20,17,0.0145047795517039,0.999990995588193
"CA_Los Angeles_C130_C_451",8,8,NA,NA
"CA_Los Angeles_C131_C_453",2,2,NA,NA
"CA_Los Angeles_C132_C_454",7,5,0.0184744559000108,0.999810909881063
"CA_Los Angeles_C133_C_455",12,10,0.00867633330351212,0.999990593454204
"CA_Los Angeles_C134_C_456",37,26,0.0498887302517305,0.999953426694762
"CA_Los Angeles_C136_C_458",3,3,NA,NA
"CA_Los Angeles_C137_C_459",7,7,NA,NA
"CA_Los Angeles_C138_C_460",48,38,0.0265953038893548,0.999994048946857
"CA_Los Angeles_C139_C_461",38,27,0.0290984895464239,0.999985674456052
"CA_Los Angeles_C14_C_462",42,23,0.0883287345467911,0.999804741001556
"CA_Los Angeles_C140_C_463",175,87,0.234864346537008,0.999905470544842
"CA_Los Angeles_C141_C_464",42,29,0.0596127216998566,0.999946457250851
"CA_Los Angeles_C142_C_465",45,30,0.081409242688849,0.999906104778406
"CA_Los Angeles_C143_C_466",23,19,0.0338746873639903,0.999960372660911
"CA_Los Angeles_C144_C_467",40,29,0.0278708279820246,0.999988635917635
"CA_Los Angeles_C145_C_468",5,5,NA,NA
"CA_Los Angeles_C145_C_469",4,2,0.0193729656210985,0.99725486228512
"CA_Los Angeles_C145_C_470",7,7,NA,NA
"CA_Los Angeles_C146_C_471",3,3,NA,NA
"CA_Los Angeles_C147_C_472",5,5,NA,NA
"CA_Los Angeles_C148_C_473",18,16,0.005211716743443,0.999998705364271
"CA_Los Angeles_C149_C_474",4,4,NA,NA
"CA_Los Angeles_C149_C_475",5,5,NA,NA
"CA_Los Angeles_C149_C_476",2,2,NA,NA
"CA_Los Angeles_C15_C_477",13,10,0.0379355874145856,0.999811851700721
"CA_Los Angeles_C150_C_478",3,3,NA,NA
"CA_Los Angeles_C151_C_479",4,4,NA,NA
"CA_Los Angeles_C152_C_480",8,8,NA,NA
"CA_Los Angeles_C153_C_481",33,21,0.0464634075615664,0.999936945088578
"CA_Los Angeles_C154_C_482",6,6,NA,NA
"CA_Los Angeles_C155_C_483",6,5,0.00453850627568286,0.999989006054452
"CA_Los Angeles_C156_C_484",140,62,0.20404684129472,0.999853603410885
"CA_Los Angeles_C157_C_485",18,14,0.0317975430312216,0.999934301004612
"CA_Los Angeles_C158_C_486",13,10,0.0194195893823541,0.99995245553424
"CA_Los Angeles_C159_C_487",17,13,0.0258491254300752,0.999950864316664
"CA_Los Angeles_C16_C_488",44,27,0.0730639462787746,0.999905273042549
"CA_Los Angeles_C160_C_489",183,48,0.41644853451273,0.998844817916797
"CA_Los Angeles_C161_C_490",78,20,0.193680664387719,0.99851953392959
"CA_Los Angeles_C162_C_491",10,10,NA,NA
"CA_Los Angeles_C163_C_492",8,7,0.00319732044001254,0.999997354222772
"CA_Los Angeles_C164_C_493",25,14,0.0222049630244126,0.999966931402563
"CA_Los Angeles_C165_C_494",91,43,0.141771098983248,0.999856059875234
"CA_Los Angeles_C166_C_495",79,31,0.15593968529387,0.99964141751273
"CA_Los Angeles_C167_C_496",14,13,0.0016343241935979,0.999999807180766
"CA_Los Angeles_C17_C_497",3,2,NA,NA
"CA_Los Angeles_C17_C_498",14,12,0.00711375496034056,0.999995659805495
"CA_Los Angeles_C18_C_499",23,17,0.0401288958412114,0.999929075516778
"CA_Los Angeles_C19_C_500",69,55,0.0742808617702801,0.99997756259462
"CA_Los Angeles_C2_C_501",6,6,NA,NA
"CA_Los Angeles_C20_C_502",268,114,0.421902637273736,0.999816406291562
"CA_Los Angeles_C21_C_503",76,41,0.14315582070172,0.999840793281704
"CA_Los Angeles_C22_C_504",208,109,0.350078916071137,0.999865629089304
"CA_Los Angeles_C23_C_505",73,56,0.074443397865729,0.999978663380759
"CA_Los Angeles_C24_C_506",27,19,0.0106612724113766,0.999996051842933
"CA_Los Angeles_C25_C_507",265,101,0.55911415470285,0.999574419063589
"CA_Los Angeles_C26_C_508",12,9,0.02177572786472,0.99992544865496
"CA_Los Angeles_C27_C_509",115,61,0.237849823963994,0.99980051424511
"CA_Los Angeles_C28_C_510",30,20,0.0442068205923099,0.999937495839001
"CA_Los Angeles_C29_C_511",45,32,0.0362564907715899,0.999983950025154
"CA_Los Angeles_C3_C_512",5,4,0.00560201505032432,0.999972276879307
"CA_Los Angeles_C30_C_513",101,50,0.30703006578225,0.999489556087994
"CA_Los Angeles_C31_C_514",40,30,0.0131731697372367,0.999997629521094
"CA_Los Angeles_C32_C_515",143,44,0.164208426249384,0.999807300596688
"CA_Los Angeles_C33_C_516",70,35,0.179899372110522,0.999646756526498
"CA_Los Angeles_C34_C_517",120,52,0.207871537508999,0.99978235071805
"CA_Los Angeles_C35_C_518",24,21,0.00874701331822726,0.99999789145817
"CA_Los Angeles_C36_C_519",4,4,NA,NA
"CA_Los Angeles_C38_C_521",3,2,NA,NA
"CA_Los Angeles_C39_C_522",271,48,0.458272659923814,0.9985143776378
"CA_Los Angeles_C4_C_523",3,3,NA,NA
"CA_Los Angeles_C40_C_524",18,15,0.0125300710671021,0.999991425348365
"CA_Los Angeles_C41_C_525",35,26,0.0899089249375152,0.999848138124037
"CA_Los Angeles_C42_C_526",45,30,0.0306535541700544,0.999986847008771
"CA_Los Angeles_C42_C_527",37,30,0.017350636805596,0.999995890085115
"CA_Los Angeles_C43_C_528",14,10,0.0031116824128028,0.999998746612201
"CA_Los Angeles_C44_C_530",15,9,0.0565600932657542,0.999443002809339
"CA_Los Angeles_C45_C_531",18,14,0.0320068760326236,0.999933503053304
"CA_Los Angeles_C46_C_532",130,78,0.250509103120872,0.99986781712335
"CA_Los Angeles_C47_C_533",18,13,0.0101118383228027,0.999992338401763
"CA_Los Angeles_C48_C_534",30,22,0.0583063185448794,0.99991428691951
"CA_Los Angeles_C49_C_535",4,3,0.00684715681898454,0.999916651455104
"CA_Los Angeles_C5_C_537",7,6,0.00376486817975351,0.999994909742269
"CA_Los Angeles_C53_C_542",2,2,NA,NA
"CA_Los Angeles_C54_C_543",3,2,NA,NA
"CA_Los Angeles_C55_C_544",25,18,0.0317367434372807,0.99996053274744
"CA_Los Angeles_C57_C_547",2,2,NA,NA
"CA_Los Angeles_C58_C_548",3,3,NA,NA
"CA_Los Angeles_C6_C_550",67,44,0.061937009264015,0.999975024854306
"CA_Los Angeles_C60_C_551",6,6,NA,NA
"CA_Los Angeles_C61_C_552",21,17,0.00722311509843279,0.999997759572721
"CA_Los Angeles_C62_C_553",11,10,0.00217356516736688,0.999999417206335
"CA_Los Angeles_C63_C_554",47,28,0.0828305439479628,0.999886176490913
"CA_Los Angeles_C64_C_555",8,6,0.0151622924263794,0.999915022268971
"CA_Los Angeles_C65_C_556",12,10,0.0194780823590691,0.999951712764208
"CA_Los Angeles_C66_C_557",64,32,0.0913905937889521,0.999891357432226
"CA_Los Angeles_C67_C_558",66,31,0.170534522836994,0.999583862683909
"CA_Los Angeles_C68_C_559",73,37,0.181501041360587,0.999679710140631
"CA_Los Angeles_C69_C_560",21,15,0.0103324082139854,0.999993959292773
"CA_Los Angeles_C7_C_561",27,20,0.0216113001036369,0.999985559177737
"CA_Los Angeles_C70_C_562",9,7,0.0128146003791018,0.999956515803299
"CA_Los Angeles_C71_C_563",25,12,0.119505890842735,0.998540732364461
"CA_Los Angeles_C72_C_565",7,7,NA,NA
"CA_Los Angeles_C73_C_566",4,4,NA,NA
"CA_Los Angeles_C74_C_567",18,15,0.0125300710671021,0.999991425348365
"CA_Los Angeles_C75_C_568",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_C76_C_569",22,17,0.0302036434508996,0.999961206733316
"CA_Los Angeles_C77_C_570",50,15,0.0526518880599999,0.999825974095999
"CA_Los Angeles_C78_C_571",24,17,0.00391406337999699,0.999999330772954
"CA_Los Angeles_C79_C_572",24,15,0.0537746160390339,0.999828875087104
"CA_Los Angeles_C8_C_573",10,9,0.00243733904829687,0.99999908956507
"CA_Los Angeles_C80_C_574",92,43,0.155909557479994,0.999824870801359
"CA_Los Angeles_C81_C_575",213,74,0.707262420469394,0.99868631887787
"CA_Los Angeles_C82_C_576",11,8,0.0374096664646956,0.999704545479326
"CA_Los Angeles_C83_C_577",33,22,0.0598953263548216,0.999904887738342
"CA_Los Angeles_C84_C_578",27,20,0.00681218083352143,0.999998549885912
"CA_Los Angeles_C85_C_579",10,8,0.0110731586844239,0.999975559224772
"CA_Los Angeles_C86_C_580",88,61,0.00905498314474186,0.999999728460926
"CA_Los Angeles_C87_C_581",8,8,NA,NA
"CA_Los Angeles_C88_C_582",20,16,0.0329107293262556,0.999946708498135
"CA_Los Angeles_C89_C_583",145,76,0.254785085107598,0.999853308746836
"CA_Los Angeles_C9_C_584",27,23,0.014090566497544,0.999995439029332
"CA_Los Angeles_C90_C_585",23,20,0.00921258347399724,0.999997418140624
"CA_Los Angeles_C91_C_586",104,65,0.0223379507536239,0.999998528672081
"CA_Los Angeles_C92_C_587",30,20,0.00612889575460748,0.999998813485225
"CA_Los Angeles_C93_C_588",42,37,0.0133654273148122,0.999998424927823
"CA_Los Angeles_C94_C_589",23,19,0.0085421338715206,0.999997504666924
"CA_Los Angeles_C95_C_590",80,54,0.0749137604226303,0.999975916953885
"CA_Los Angeles_C96_C_591",78,51,0.150525466955388,0.999889535192547
"CA_Los Angeles_C97_C_592",124,51,0.28678608109432,0.999563899674363
"CA_Los Angeles_C98_C_593",12,10,0.00867633330351212,0.999990593454204
"CA_Los Angeles_C99_C_594",29,23,0.00560761699788908,0.999999269372008
"CA_Los Angeles_D10_D_596",7,7,NA,NA
"CA_Los Angeles_D11_D_597",44,21,0.0903470185609027,0.999745993458423
"CA_Los Angeles_D12_D_598",73,38,0.14448193016731,0.999810007916951
"CA_Los Angeles_D13_D_599",70,51,0.00573380231931594,0.999999844836896
"CA_Los Angeles_D14_D_600",2,2,NA,NA
