"Area","Records","Observed.richness","Richness","Slope","Completeness","Ratio"
"CA_Los Angeles_B73_B_386",3,3,NA,NA,NA,1
"CA_Los Angeles_B75_B_388",9,6,24.6666920997555,0.555555555555555,24.3242992442407,1.5
"CA_Los Angeles_B76_B_389",7,5,17.8356145037682,0.571428571428571,28.0337972035874,1.4
"CA_Los Angeles_B77_B_390",2,2,NA,NA,NA,1
"CA_Los Angeles_B83_B_397",7,6,32.8974283942516,0.714285714285714,18.2385076672085,1.16666666666667
"CA_Los Angeles_B88_B_402",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_Los Angeles_B93_B_408",6,4,8.31648052908751,0.333333333333333,48.0972688628285,1.5
"CA_Los Angeles_B94_B_409",2,2,NA,NA,NA,1
"CA_Los Angeles_C10_C_416",6,3,4.43634832805135,0.166666666666667,67.6231841632178,2
"CA_Los Angeles_C105_C_422",6,2,3.68257286475614,0.166666666666667,54.3098554584184,3
"CA_Los Angeles_C108_C_425",7,4,7.37550093176442,0.285714285714286,54.2336044291312,1.75
"CA_Los Angeles_C109_C_426",2,2,NA,NA,NA,1
"CA_Los Angeles_C110_C_429",13,5,8.65908779770058,0.153846153846153,57.7428029004135,2.6
"CA_Los Angeles_C112_C_431",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_Los Angeles_C117_C_436",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C120_C_440",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C122_C_442",2,2,NA,NA,NA,1
"CA_Los Angeles_C123_C_443",3,3,NA,NA,NA,1
"CA_Los Angeles_C124_C_444",5,3,4.8482145482525,0.2,61.8784496878614,1.66666666666667
"CA_Los Angeles_C125_C_445",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C134_C_456",32,11,18.1820467602828,0.15625,60.4992394147208,2.90909090909091
"CA_Los Angeles_C14_C_462",5,5,NA,NA,NA,1
"CA_Los Angeles_C140_C_463",2,2,NA,NA,NA,1
"CA_Los Angeles_C142_C_465",2,2,NA,NA,NA,1
"CA_Los Angeles_C148_C_473",2,1,NA,NA,NA,2
"CA_Los Angeles_C156_C_484",19,8,13.480187794627,0.210526315789474,59.3463542339424,2.375
"CA_Los Angeles_C16_C_488",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_C160_C_489",13,6,34.3930823447816,0.384615384615384,17.44536863504,2.16666666666667
"CA_Los Angeles_C161_C_490",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C164_C_493",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_Los Angeles_C165_C_494",3,1,NA,NA,NA,3
"CA_Los Angeles_C166_C_495",4,1,NA,NA,NA,4
"CA_Los Angeles_C19_C_500",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_Los Angeles_C20_C_502",14,8,15.9659699522381,0.285714285714286,50.1065705618379,1.75
"CA_Los Angeles_C21_C_503",3,3,NA,NA,NA,1
"CA_Los Angeles_C24_C_506",3,2,NA,NA,NA,1.5
"CA_Los Angeles_C25_C_507",22,11,20.8183947600867,0.272727272727273,52.8378874873166,2
"CA_Los Angeles_C26_C_508",3,3,NA,NA,NA,1
"CA_Los Angeles_C27_C_509",7,7,NA,NA,NA,1
"CA_Los Angeles_C28_C_510",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_Los Angeles_C29_C_511",7,4,7.37550093176442,0.285714285714286,54.2336044291312,1.75
"CA_Los Angeles_C30_C_513",9,6,15.7025351170338,0.444444444444445,38.2103905852204,1.5
"CA_Los Angeles_C32_C_515",14,5,9.50793420280488,0.214285714285714,52.5876588262988,2.8
"CA_Los Angeles_C33_C_516",2,2,NA,NA,NA,1
"CA_Los Angeles_C34_C_517",10,3,3.64853582264617,0,82.2247648324909,3.33333333333333
"CA_Los Angeles_C39_C_522",5,2,3.33308896444692,0.2,60.0043989624463,2.5
"CA_Los Angeles_C42_C_526",2,1,NA,NA,NA,2
"CA_Los Angeles_C43_C_528",3,1,NA,NA,NA,3
"CA_Los Angeles_C44_C_530",2,2,NA,NA,NA,1
"CA_Los Angeles_C46_C_532",2,2,NA,NA,NA,1
"CA_Los Angeles_C47_C_533",5,2,3.33308896444692,0.2,60.0043989624463,2.5
"CA_Los Angeles_C48_C_534",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_C55_C_544",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_C61_C_552",2,2,NA,NA,NA,1
"CA_Los Angeles_C63_C_554",13,5,11.7271377388395,0.230769230769231,42.6361496841666,2.6
"CA_Los Angeles_C66_C_557",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_Los Angeles_C68_C_559",6,6,NA,NA,NA,1
"CA_Los Angeles_C70_C_562",3,3,NA,NA,NA,1
"CA_Los Angeles_C71_C_563",6,6,NA,NA,NA,1
"CA_Los Angeles_C76_C_569",2,2,NA,NA,NA,1
"CA_Los Angeles_C81_C_575",7,3,7.52633621656869,0.285714285714286,39.8600316764446,2.33333333333333
"CA_Los Angeles_C82_C_576",2,2,NA,NA,NA,1
"CA_Los Angeles_C84_C_578",3,3,NA,NA,NA,1
"CA_Los Angeles_C86_C_580",2,1,NA,NA,NA,2
"CA_Los Angeles_C88_C_582",2,2,NA,NA,NA,1
"CA_Los Angeles_C89_C_583",10,6,25.8609545604693,0.5,23.2009997387007,1.66666666666667
"CA_Los Angeles_C91_C_586",9,5,8.46150166002749,0.111111111111111,59.0911660943142,1.8
"CA_Los Angeles_C95_C_590",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_Los Angeles_C96_C_591",9,6,13.6152753422562,0.333333333333333,44.0681502883637,1.5
"CA_Los Angeles_C97_C_592",9,1,NA,NA,NA,9
"CA_Los Angeles_D11_D_597",3,2,NA,NA,NA,1.5
"CA_Los Angeles_D23_D_610",21,7,10.8375031651778,0.142857142857143,64.5905232350183,3
"CA_Los Angeles_D30_D_618",2,2,NA,NA,NA,1
"CA_Los Angeles_D32_D_620",9,7,24.7494921140843,0.555555555555555,28.2834086765622,1.28571428571429
"CA_Los Angeles_D34_D_622",4,4,NA,NA,NA,1
"CA_Los Angeles_D35_D_623",4,1,NA,NA,NA,4
"CA_Los Angeles_D38_D_626",2,2,NA,NA,NA,1
"CA_Los Angeles_D45_D_634",2,1,NA,NA,NA,2
"CA_Los Angeles_D47_D_636",3,3,NA,NA,NA,1
"CA_Los Angeles_D48_D_637",2,2,NA,NA,NA,1
"CA_Los Angeles_D50_D_640",13,10,35.5506810123751,0.538461538461538,28.1288563685152,1.3
"CA_Los Angeles_D52_D_642",14,7,13.3644541272271,0.285714285714286,52.3777472193125,2
"CA_Los Angeles_D53_D_643",4,2,NA,NA,NA,2
"CA_Los Angeles_D6_D_651",2,2,NA,NA,NA,1
"CA_Los Angeles_D63_D_660",19,9,NA,NA,NA,2.11111111111111
"CA_Los Angeles_D67_D_666",17,5,6.32345518048804,0.0588235294117645,79.0706956448153,3.4
"CA_Los Angeles_D70_D_671",3,2,NA,NA,NA,1.5
"CA_Oakland_A_A_675",183,44,64.1492935476393,0.103825136612024,68.5899993073567,4.15909090909091
"CA_Oakland_A1_A_676",25,15,34.2723432427091,0.359999999999999,43.7670686645887,1.66666666666667
"CA_Oakland_A2_A_679",3,3,NA,NA,NA,1
"CA_Oakland_A3_A_680",33,16,29.6444130422876,0.212121212121211,53.9730706665572,2.0625
"CA_Oakland_A4_A_681",71,28,43.7180948112806,0.140845070422536,64.0467067946775,2.53571428571429
"CA_Oakland_A5_A_682",2,2,NA,NA,NA,1
"CA_Oakland_A6_A_683",3,2,NA,NA,NA,1.5
"CA_Oakland_A7_A_684",23,16,48.6587792834542,0.478260869565217,32.8820415053869,1.4375
"CA_Oakland_A9_A_686",2,2,NA,NA,NA,1
"CA_Oakland_B1_B_687",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_Oakland_B11_B_689",11,9,40.7220041241225,0.636363636363637,22.1010733473912,1.22222222222222
"CA_Oakland_B12_B_690",5,5,NA,NA,NA,1
"CA_Oakland_B13_B_691",13,11,83.4623347019508,0.769230769230768,13.179597766204,1.18181818181818
"CA_Oakland_B14_B_692",21,12,24.5792764511282,0.285714285714286,48.8216161442343,1.75
"CA_Oakland_B15_B_693",13,8,17.3177841381705,0.307692307692307,46.1952865110902,1.625
"CA_Oakland_B16_B_694",5,5,NA,NA,NA,1
"CA_Oakland_B17_B_695",52,20,34.4925828635878,0.192307692307693,57.9834803299496,2.6
"CA_Oakland_B18_B_696",36,17,30.8949966212075,0.25,55.025090982954,2.11764705882353
"CA_Oakland_B19_B_697",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Oakland_B21_B_700",18,13,41.944323762058,0.5,30.993466657721,1.38461538461538
"CA_Oakland_B22_B_701",16,13,70.2322400137159,0.6875,18.5100176179219,1.23076923076923
"CA_Oakland_B23_B_702",72,30,52.1524340145001,0.180555555555554,57.5236814290566,2.4
"CA_Oakland_B24_B_703",3,3,NA,NA,NA,1
"CA_Oakland_B25_B_704",3,2,NA,NA,NA,1.5
"CA_Oakland_B26_B_705",2,2,NA,NA,NA,1
"CA_Oakland_B28_B_707",2,2,NA,NA,NA,1
"CA_Oakland_B29_B_708",3,2,NA,NA,NA,1.5
"CA_Oakland_B3_B_709",4,4,NA,NA,NA,1
"CA_Oakland_B30_B_710",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Oakland_B38_B_718",11,9,40.7220041241225,0.636363636363637,22.1010733473912,1.22222222222222
"CA_Oakland_B4_B_720",29,20,69.0059468622416,0.517241379310345,28.9830093048742,1.45
"CA_Oakland_B5_B_728",12,11,115.356179270274,0.833333333333334,9.53568336744885,1.09090909090909
"CA_Oakland_B7_B_730",373,160,314.132005495421,0.19839142091152,50.9340013755244,2.33125
"CA_Oakland_B8_B_731",33,19,43.8656440774509,0.303030303030305,43.3140796165055,1.73684210526316
"CA_Oakland_C1_C_733",10,6,12.2617998294581,0.3,48.9324575792325,1.66666666666667
"CA_Oakland_C1_C_734",7,5,17.8356145037682,0.571428571428571,28.0337972035874,1.4
"CA_Oakland_C1_C_735",3,3,NA,NA,NA,1
"CA_Oakland_C10_C_736",18,10,24.6377805248895,0.333333333333334,40.5880715996225,1.8
"CA_Oakland_C10_C_737",6,2,2.31549807146241,0,86.3745051075276,3
"CA_Oakland_C11_C_738",3,2,NA,NA,NA,1.5
"CA_Oakland_C13_C_742",18,13,49.4760638300781,0.555555555555555,26.2753319355548,1.38461538461538
"CA_Oakland_C13_C_743",9,8,59.8759170331237,0.777777777777778,13.3609644685264,1.125
"CA_Oakland_C14_C_744",34,13,22.4459831306831,0.205882352941176,57.9168215725392,2.61538461538462
"CA_Oakland_C15_C_746",33,15,28.1671807296875,0.242424242424242,53.2534659536955,2.2
"CA_Oakland_C16_C_747",27,16,35.4021142038414,0.296296296296296,45.1950409172565,1.6875
"CA_Oakland_C17_C_748",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Oakland_C18_C_749",3,2,NA,NA,NA,1.5
"CA_Oakland_C19_C_750",2,2,NA,NA,NA,1
"CA_Oakland_C21_C_754",2,2,NA,NA,NA,1
"CA_Oakland_C22_C_755",5,5,NA,NA,NA,1
"CA_Oakland_C24_C_758",2,2,NA,NA,NA,1
"CA_Oakland_C25_C_759",70,26,44.9185930763231,0.171428571428571,57.882489675984,2.69230769230769
"CA_Oakland_C29_C_764",216,34,44.368919409743,0.0416666666666643,76.6302187484285,6.35294117647059
"CA_Oakland_C3_C_765",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Oakland_C35_C_772",4,4,NA,NA,NA,1
"CA_Oakland_C37_C_775",3,3,NA,NA,NA,1
"CA_Oakland_C38_C_776",3,3,NA,NA,NA,1
"CA_Oakland_C4_C_778",38,21,49.1027431497239,0.342105263157894,42.7674680739666,1.80952380952381
"CA_Oakland_C40_C_779",8,4,5.97563336007031,0,66.9385110995654,2
"CA_Oakland_C41_C_780",3,3,NA,NA,NA,1
"CA_Oakland_C5_C_781",125,36,52.3945848808889,0.112000000000002,68.7093906399688,3.47222222222222
"CA_Oakland_C6_C_782",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111
"CA_Oakland_C6_C_783",81,25,37.2520197890965,0.1358024691358,67.1104550613318,3.24
"CA_Oakland_C7_C_784",3,3,NA,NA,NA,1
"CA_Oakland_C7_C_785",15,9,20.5719479520432,0.333333333333334,43.748895442379,1.66666666666667
"CA_Oakland_C7_C_786",2,1,NA,NA,NA,2
"CA_Oakland_C9_C_789",13,10,42.0442737003676,0.615384615384615,23.784451769261,1.3
"CA_Oakland_C9_C_791",7,5,12.7895845884099,0.428571428571429,39.094311198591,1.4
"CA_Oakland_D1_D_792",7,5,12.7895845884099,0.428571428571429,39.094311198591,1.4
"CA_Oakland_D11_D_794",20,11,27.2250886115405,0.4,40.4039088979757,1.81818181818182
"CA_Oakland_D12_D_795",7,4,7.37550093176442,0.285714285714286,54.2336044291312,1.75
"CA_Oakland_D16_D_799",2,2,NA,NA,NA,1
"CA_Oakland_D2_D_805",18,14,53.3383516595918,0.555555555555555,26.24753027493,1.28571428571429
"CA_Oakland_D2_D_806",10,8,44.6404767821244,0.7,17.9209555467908,1.25
"CA_Oakland_D20_D_807",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Oakland_D3_D_808",14,8,16.8346799540916,0.357142857142857,47.5209509287737,1.75
"CA_Oakland_D3_D_809",8,7,45.3854722980917,0.75,15.4234376014069,1.14285714285714
"CA_Oakland_D4_D_810",15,13,84.6874532250617,0.733333333333333,15.3505619840188,1.15384615384615
"CA_Oakland_D4_D_811",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Oakland_D6_D_813",5,5,NA,NA,NA,1
"CA_Oakland_D7_D_814",30,23,90.3897587909826,0.566666666666666,25.4453605227393,1.30434782608696
"CA_Oakland_D7_D_815",3,3,NA,NA,NA,1
"CA_Oakland_D7_D_816",4,4,NA,NA,NA,1
"CA_Oakland_D8_D_817",33,17,36.8632433127197,0.303030303030305,46.1163979951112,1.94117647058824
"CA_Oakland_D9_D_818",3,3,NA,NA,NA,1
"CA_Sacramento_A2_A_820",2,2,NA,NA,NA,1
"CA_Sacramento_B2_B_830",2,2,NA,NA,NA,1
"CA_Sacramento_C11_C_840",6,3,4.43634832805135,0.166666666666667,67.6231841632178,2
"CA_Sacramento_C12_C_841",2,2,NA,NA,NA,1
"CA_Sacramento_C17_C_847",2,2,NA,NA,NA,1
"CA_Sacramento_C18_C_849",2,2,NA,NA,NA,1
"CA_Sacramento_C19_C_852",2,2,NA,NA,NA,1
"CA_Sacramento_C21_C_855",3,2,NA,NA,NA,1.5
"CA_Sacramento_C7_C_870",11,5,9.14880214976948,0.272727272727272,54.6519633734345,2.2
"CA_Sacramento_D4_D_877",2,2,NA,NA,NA,1
"CA_Sacramento_D5_D_878",2,2,NA,NA,NA,1
"CA_San Diego_A12_A_885",2,2,NA,NA,NA,1
"CA_San Diego_A14_A_887",5,5,NA,NA,NA,1
"CA_San Diego_B11_B_898",6,6,NA,NA,NA,1
"CA_San Diego_B12_B_899",2,1,NA,NA,NA,2
"CA_San Diego_B13_B_900",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_San Diego_B15_B_902",4,2,NA,NA,NA,2
"CA_San Diego_B18_B_905",3,2,NA,NA,NA,1.5
"CA_San Diego_B21_B_909",2,1,NA,NA,NA,2
"CA_San Diego_B22_B_910",2,2,NA,NA,NA,1
"CA_San Diego_B7_B_916",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_San Diego_B8_B_917",2,2,NA,NA,NA,1
"CA_San Diego_C11_C_921",3,2,NA,NA,NA,1.5
"CA_San Diego_C15_C_925",2,2,NA,NA,NA,1
"CA_San Diego_C4_C_937",4,4,NA,NA,NA,1
"CA_San Diego_C6_C_939",6,3,4.43634832805135,0.166666666666667,67.6231841632178,2
"CA_San Diego_C7_C_940",3,3,NA,NA,NA,1
"CA_San Diego_C8_C_941",8,4,6.15267552050543,0.125,65.0123671672418,2
"CA_San Diego_D10_D_944",2,2,NA,NA,NA,1
"CA_San Diego_D7_D_950",4,4,NA,NA,NA,1
"CA_San Diego_D8_D_951",10,8,32.2345369252064,0.6,24.8181012141181,1.25
"CA_San Diego_NA_B_953",3,2,NA,NA,NA,1.5
"CA_San Diego_NA_B_954",4,4,NA,NA,NA,1
"CA_San Diego_NA_B_959",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_San Francisco_A1_A_960",9,9,NA,NA,NA,1
"CA_San Francisco_A4_A_967",4,4,NA,NA,NA,1
"CA_San Francisco_A6_A_969",13,6,10.1264015054618,0.153846153846153,59.2510577105186,2.16666666666667
"CA_San Francisco_A7_A_970",3,3,NA,NA,NA,1
"CA_San Francisco_A8_A_971",2,2,NA,NA,NA,1
"CA_San Francisco_B1_B_973",18,12,37.8124625286575,0.5,31.735568639322,1.5
"CA_San Francisco_B10_B_974",5,5,NA,NA,NA,1
"CA_San Francisco_B11_B_975",13,6,11.9750129107486,0.307692307692307,50.1043301140366,2.16666666666667
"CA_San Francisco_B15_B_979",12,11,115.356179270274,0.833333333333334,9.53568336744885,1.09090909090909
"CA_San Francisco_B16_B_980",44,23,57.1591684221035,0.318181818181817,40.2385140213235,1.91304347826087
"CA_San Francisco_B17_B_981",3,3,NA,NA,NA,1
"CA_San Francisco_B18_B_982",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_San Francisco_B19_B_983",11,6,15.1214663537207,0.363636363636363,39.6786916007235,1.83333333333333
"CA_San Francisco_B23_B_988",33,8,13.692899766904,0.121212121212121,58.4244399373763,4.125
"CA_San Francisco_B26_B_991",3,3,NA,NA,NA,1
"CA_San Francisco_B27_B_992",4,4,NA,NA,NA,1
"CA_San Francisco_B29_B_994",2,2,NA,NA,NA,1
"CA_San Francisco_B3_B_995",2,2,NA,NA,NA,1
"CA_San Francisco_B30_B_996",80,15,21.6410182394919,0.0749999999999993,69.3128199144855,5.33333333333333
"CA_San Francisco_B33_B_999",2,2,NA,NA,NA,1
"CA_San Francisco_B34_B_1000",31,8,10.4735096173133,0.064516129032258,76.3831828327687,3.875
"CA_San Francisco_B4_B_1002",2,2,NA,NA,NA,1
"CA_San Francisco_B5_B_1003",11,9,56.2465483535725,0.727272727272727,16.0009818619001,1.22222222222222
"CA_San Francisco_B6_B_1004",35,10,14.9326264785229,0.114285714285714,66.9674555536674,3.5
"CA_San Francisco_B7_B_1005",33,14,22.1184638887237,0.0909090909090899,63.2955347642264,2.35714285714286
"CA_San Francisco_B8_B_1006",5,5,NA,NA,NA,1
"CA_San Francisco_C10_C_1010",2,2,NA,NA,NA,1
"CA_San Francisco_C11_C_1011",4,4,NA,NA,NA,1
"CA_San Francisco_C12_C_1012",12,10,50.2113719008126,0.666666666666668,19.9158071596888,1.2
"CA_San Francisco_C13_C_1013",9,6,13.6152753422562,0.333333333333333,44.0681502883637,1.5
"CA_San Francisco_C14_C_1015",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_San Francisco_C15_C_1016",7,5,12.7895845884099,0.428571428571429,39.094311198591,1.4
"CA_San Francisco_C16_C_1018",3,3,NA,NA,NA,1
"CA_San Francisco_C16_C_1019",9,6,15.7025351170338,0.444444444444445,38.2103905852204,1.5
"CA_San Francisco_C17_C_1020",7,5,12.7895845884099,0.428571428571429,39.094311198591,1.4
"CA_San Francisco_C18_C_1021",20,8,12.5069260974991,0.15,63.9645580187739,2.5
"CA_San Francisco_C19_C_1022",19,8,13.480187794627,0.210526315789474,59.3463542339424,2.375
"CA_San Francisco_C2_C_1023",4,4,NA,NA,NA,1
"CA_San Francisco_C20_C_1024",10,8,44.6404767821244,0.7,17.9209555467908,1.25
"CA_San Francisco_C21_C_1025",35,14,31.0880840868006,0.257142857142858,45.0333316164187,2.5
"CA_San Francisco_C22_C_1026",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_San Francisco_C24_C_1028",70,10,17.9453613071175,0.0714285714285712,55.7247069527311,7
"CA_San Francisco_C25_C_1029",9,6,15.7025351170338,0.444444444444445,38.2103905852204,1.5
"CA_San Francisco_C26_C_1031",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111
"CA_San Francisco_C5_C_1038",15,10,28.0401804231568,0.466666666666667,35.6631086144565,1.5
"CA_San Francisco_C7_C_1040",5,4,13.9329184151309,0.6,28.7089888910572,1.25
"CA_San Francisco_C9_C_1042",2,1,NA,NA,NA,2
"CA_San Francisco_D11_D_1046",11,8,23.2451371120631,0.454545454545455,34.4158004378834,1.375
"CA_San Francisco_D12_D_1047",3,3,NA,NA,NA,1
"CA_San Francisco_D13_D_1048",22,11,26.6223292689614,0.363636363636363,41.318698634025,2
"CA_San Francisco_D15_D_1050",6,4,8.31648052908751,0.333333333333333,48.0972688628285,1.5
"CA_San Francisco_D16_D_1051",23,13,36.6146054726759,0.391304347826086,35.5049571944764,1.76923076923077
"CA_San Francisco_D2_D_1053",10,7,21.080516841483,0.5,33.2060169712023,1.42857142857143
"CA_San Francisco_D3_D_1054",18,10,21.0742485115842,0.333333333333334,47.4512768249038,1.8
"CA_San Francisco_D3_D_1055",28,10,16.5891380480512,0.178571428571429,60.2804074029315,2.8
"CA_San Francisco_D4_D_1056",7,6,32.8974283942516,0.714285714285714,18.2385076672085,1.16666666666667
"CA_San Francisco_D5_D_1057",7,7,NA,NA,NA,1
"CA_San Francisco_D6_D_1058",2,2,NA,NA,NA,1
"CA_San Francisco_D7_D_1059",4,4,NA,NA,NA,1
"CA_San Francisco_D8_D_1060",11,7,18.1531621065205,0.454545454545455,38.5607750259974,1.57142857142857
"CA_San Francisco_D9_D_1061",5,3,4.8482145482525,0.2,61.8784496878614,1.66666666666667
"CA_San Francisco_NA_B_1063",66,15,19.5450281701087,0.0151515151515156,76.7458602231144,4.4
"CA_San Jose_A1_A_1065",9,6,13.6152753422562,0.333333333333333,44.0681502883637,1.5
"CA_San Jose_B2_B_1068",2,2,NA,NA,NA,1
"CA_San Jose_B3_B_1070",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_San Jose_C12_C_1078",9,6,13.6152753422562,0.333333333333333,44.0681502883637,1.5
"CA_San Jose_C13_C_1079",4,2,3.09850691532731,0.25,64.5472175681342,2
"CA_San Jose_C14_C_1081",2,2,NA,NA,NA,1
