"Area","Records","Observed.richness","SE","R2"
"CA_Los Angeles_B101_B_296",2,2,NA,NA
"CA_Los Angeles_B107_B_302",2,2,NA,NA
"CA_Los Angeles_B11_B_305",3,2,NA,NA
"CA_Los Angeles_B117_B_313",11,7,0.0131392279927582,0.999951850090398
"CA_Los Angeles_B118_B_314",2,2,NA,NA
"CA_Los Angeles_B16_B_324",2,1,NA,NA
"CA_Los Angeles_B20_B_329",2,2,NA,NA
"CA_Los Angeles_B23_B_332",3,2,NA,NA
"CA_Los Angeles_B26_B_335",7,7,NA,NA
"CA_Los Angeles_B29_B_338",3,3,NA,NA
"CA_Los Angeles_B31_B_341",3,3,NA,NA
"CA_Los Angeles_B32_B_342",2,1,NA,NA
"CA_Los Angeles_B33_B_343",7,4,0.0062697901891918,0.999960527596199
"CA_Los Angeles_B34_B_344",5,3,0.0313924746586254,0.998133546467439
"CA_Los Angeles_B36_B_346",5,5,NA,NA
"CA_Los Angeles_B37_B_347",4,3,0.00684715681898454,0.999916651455104
"CA_Los Angeles_B47_B_358",6,6,NA,NA
"CA_Los Angeles_B52_B_364",3,3,NA,NA
"CA_Los Angeles_B54_B_366",5,5,NA,NA
"CA_Los Angeles_B58_B_369",3,3,NA,NA
"CA_Los Angeles_B6_B_371",3,2,NA,NA
"CA_Los Angeles_B66_B_378",2,2,NA,NA
"CA_Los Angeles_B69_B_381",2,2,NA,NA
"CA_Los Angeles_B7_B_382",3,3,NA,NA
"CA_Los Angeles_B72_B_385",10,6,0.0211936368295411,0.999817515254578
"CA_Los Angeles_B73_B_386",3,3,NA,NA
"CA_Los Angeles_B75_B_388",9,6,0.0363096992425196,0.999472940345275
"CA_Los Angeles_B76_B_389",7,5,0.019371319387171,0.999784072491819
"CA_Los Angeles_B77_B_390",2,2,NA,NA
"CA_Los Angeles_B83_B_397",7,6,0.00376486817975351,0.999994909742269
"CA_Los Angeles_B88_B_402",5,3,0.0192610453171459,0.999239778961662
"CA_Los Angeles_B93_B_408",6,4,0.0234296681044113,0.999490607204192
"CA_Los Angeles_B94_B_409",2,2,NA,NA
"CA_Los Angeles_C10_C_416",6,3,0.0149663495039215,0.999529027797839
"CA_Los Angeles_C105_C_422",6,2,0.0247884982065931,0.99431176673024
"CA_Los Angeles_C108_C_425",7,4,0.0062697901891918,0.999960527596199
"CA_Los Angeles_C109_C_426",2,2,NA,NA
"CA_Los Angeles_C110_C_429",13,5,0.0212400269109181,0.999692751618985
"CA_Los Angeles_C112_C_431",5,4,0.00560201505032432,0.999972276879307
"CA_Los Angeles_C117_C_436",3,2,NA,NA
"CA_Los Angeles_C120_C_440",3,2,NA,NA
"CA_Los Angeles_C122_C_442",2,2,NA,NA
"CA_Los Angeles_C123_C_443",3,3,NA,NA
"CA_Los Angeles_C124_C_444",5,3,0.0313924746586254,0.998133546467439
"CA_Los Angeles_C125_C_445",3,2,NA,NA
"CA_Los Angeles_C134_C_456",32,11,0.0712698402064073,0.999342054224281
"CA_Los Angeles_C14_C_462",5,5,NA,NA
"CA_Los Angeles_C140_C_463",2,2,NA,NA
"CA_Los Angeles_C142_C_465",2,2,NA,NA
"CA_Los Angeles_C148_C_473",2,1,NA,NA
"CA_Los Angeles_C156_C_484",19,8,0.0368097139070004,0.999670723187561
"CA_Los Angeles_C16_C_488",4,2,0.0193729656210985,0.99725486228512
"CA_Los Angeles_C160_C_489",13,6,0.053140836374091,0.998753779555802
"CA_Los Angeles_C161_C_490",3,2,NA,NA
"CA_Los Angeles_C164_C_493",5,3,0.0192610453171459,0.999239778961662
"CA_Los Angeles_C165_C_494",3,1,NA,NA
"CA_Los Angeles_C166_C_495",4,1,NA,NA
"CA_Los Angeles_C19_C_500",5,4,0.00560201505032432,0.999972276879307
"CA_Los Angeles_C20_C_502",14,8,0.02062963409425,0.999908401212328
"CA_Los Angeles_C21_C_503",3,3,NA,NA
"CA_Los Angeles_C24_C_506",3,2,NA,NA
"CA_Los Angeles_C25_C_507",22,11,0.022083604811942,0.999943057763377
"CA_Los Angeles_C26_C_508",3,3,NA,NA
"CA_Los Angeles_C27_C_509",7,7,NA,NA
"CA_Los Angeles_C28_C_510",5,3,0.0192610453171459,0.999239778961662
"CA_Los Angeles_C29_C_511",7,4,0.0062697901891918,0.999960527596199
"CA_Los Angeles_C30_C_513",9,6,0.0048453410176264,0.999990865912441
"CA_Los Angeles_C32_C_515",14,5,0.0521772534954697,0.998011277040122
"CA_Los Angeles_C33_C_516",2,2,NA,NA
"CA_Los Angeles_C34_C_517",10,3,0.046706208644652,0.994647018953049
"CA_Los Angeles_C39_C_522",5,2,0.0240310806473435,0.995122526713859
"CA_Los Angeles_C42_C_526",2,1,NA,NA
"CA_Los Angeles_C43_C_528",3,1,NA,NA
"CA_Los Angeles_C44_C_530",2,2,NA,NA
"CA_Los Angeles_C46_C_532",2,2,NA,NA
"CA_Los Angeles_C47_C_533",5,2,0.0240310806473435,0.995122526713859
"CA_Los Angeles_C48_C_534",4,3,0.00684715681898454,0.999916651455104
"CA_Los Angeles_C55_C_544",4,3,0.00684715681898454,0.999916651455104
"CA_Los Angeles_C61_C_552",2,2,NA,NA
"CA_Los Angeles_C63_C_554",13,5,0.0409460793347177,0.998837323052162
"CA_Los Angeles_C66_C_557",5,3,0.0192610453171459,0.999239778961662
"CA_Los Angeles_C68_C_559",6,6,NA,NA
"CA_Los Angeles_C70_C_562",3,3,NA,NA
"CA_Los Angeles_C71_C_563",6,6,NA,NA
"CA_Los Angeles_C76_C_569",2,2,NA,NA
"CA_Los Angeles_C81_C_575",7,3,0.0350527282971499,0.997032098872899
"CA_Los Angeles_C82_C_576",2,2,NA,NA
"CA_Los Angeles_C84_C_578",3,3,NA,NA
"CA_Los Angeles_C86_C_580",2,1,NA,NA
"CA_Los Angeles_C88_C_582",2,2,NA,NA
"CA_Los Angeles_C89_C_583",10,6,0.0462707741367797,0.999112959829206
"CA_Los Angeles_C91_C_586",9,5,0.0715112332416336,0.997114550020333
"CA_Los Angeles_C95_C_590",4,2,0.0193729656210985,0.99725486228512
"CA_Los Angeles_C96_C_591",9,6,0.0338452027227721,0.9995699405908
"CA_Los Angeles_C97_C_592",9,1,NA,NA
"CA_Los Angeles_D11_D_597",3,2,NA,NA
"CA_Los Angeles_D23_D_610",21,7,0.0371480216736252,0.999524417826469
"CA_Los Angeles_D30_D_618",2,2,NA,NA
"CA_Los Angeles_D32_D_620",9,7,0.0128146003791018,0.999956515803299
"CA_Los Angeles_D34_D_622",4,4,NA,NA
"CA_Los Angeles_D35_D_623",4,1,NA,NA
"CA_Los Angeles_D38_D_626",2,2,NA,NA
"CA_Los Angeles_D45_D_634",2,1,NA,NA
"CA_Los Angeles_D47_D_636",3,3,NA,NA
"CA_Los Angeles_D48_D_637",2,2,NA,NA
"CA_Los Angeles_D50_D_640",13,10,0.0194195893823541,0.99995245553424
"CA_Los Angeles_D52_D_642",14,7,0.0309495453919019,0.999704384394068
"CA_Los Angeles_D53_D_643",4,2,NA,NA
"CA_Los Angeles_D6_D_651",2,2,NA,NA
"CA_Los Angeles_D63_D_660",19,9,NA,NA
"CA_Los Angeles_D67_D_666",17,5,0.0259105573248885,0.999490354922943
"CA_Los Angeles_D70_D_671",3,2,NA,NA
"CA_Oakland_A_A_675",183,44,0.494638409667646,0.997920337848674
"CA_Oakland_A1_A_676",25,15,0.0121382928561238,0.999991424445951
"CA_Oakland_A2_A_679",3,3,NA,NA
"CA_Oakland_A3_A_680",33,16,0.0209532836171504,0.999976861141051
"CA_Oakland_A4_A_681",71,28,0.0628783696576808,0.999929936144102
"CA_Oakland_A5_A_682",2,2,NA,NA
"CA_Oakland_A6_A_683",3,2,NA,NA
"CA_Oakland_A7_A_684",23,16,0.00500932185289896,0.99999875721293
"CA_Oakland_A9_A_686",2,2,NA,NA
"CA_Oakland_B1_B_687",5,3,0.0192610453171459,0.999239778961662
"CA_Oakland_B11_B_689",11,9,0.00973467559660121,0.99998525255558
"CA_Oakland_B12_B_690",5,5,NA,NA
"CA_Oakland_B13_B_691",13,11,0.0194709985676792,0.999960448739823
"CA_Oakland_B14_B_692",21,12,0.0332061895520689,0.999898865403349
"CA_Oakland_B15_B_693",13,8,0.030322654974183,0.999807675671527
"CA_Oakland_B16_B_694",5,5,NA,NA
"CA_Oakland_B17_B_695",52,20,0.0992745151251882,0.999641065257332
"CA_Oakland_B18_B_696",36,17,0.0442593373761518,0.999905481322384
"CA_Oakland_B19_B_697",6,5,0.00453850627568286,0.999989006054452
"CA_Oakland_B21_B_700",18,13,0.0101118383228027,0.999992338401763
"CA_Oakland_B22_B_701",16,13,0.0129333452399489,0.999987565725233
"CA_Oakland_B23_B_702",72,30,0.0419010660503003,0.999973141534219
"CA_Oakland_B24_B_703",3,3,NA,NA
"CA_Oakland_B25_B_704",3,2,NA,NA
"CA_Oakland_B26_B_705",2,2,NA,NA
"CA_Oakland_B28_B_707",2,2,NA,NA
"CA_Oakland_B29_B_708",3,2,NA,NA
"CA_Oakland_B3_B_709",4,4,NA,NA
"CA_Oakland_B30_B_710",4,3,0.00684715681898454,0.999916651455104
"CA_Oakland_B38_B_718",11,9,0.00973467559660121,0.99998525255558
"CA_Oakland_B4_B_720",29,20,0.0407917069690923,0.999946847117098
"CA_Oakland_B5_B_728",12,11,0.00195951155823258,0.99999961037677
"CA_Oakland_B7_B_730",373,160,0.35552665533982,0.999934943716635
"CA_Oakland_B8_B_731",33,19,0.0273893658869678,0.99997328001928
"CA_Oakland_C1_C_733",10,6,0.0191228442650617,0.999856460885209
"CA_Oakland_C1_C_734",7,5,0.019371319387171,0.999784072491819
"CA_Oakland_C1_C_735",3,3,NA,NA
"CA_Oakland_C10_C_736",18,10,0.0243219676185725,0.999918626984202
"CA_Oakland_C10_C_737",6,2,0.0228442367866804,0.995888074756456
"CA_Oakland_C11_C_738",3,2,NA,NA
"CA_Oakland_C13_C_742",18,13,0.021233097737171,0.999965697412999
"CA_Oakland_C13_C_743",9,8,0.0027692694163337,0.99999849947154
"CA_Oakland_C14_C_744",34,13,0.112438493434888,0.998849198654838
"CA_Oakland_C15_C_746",33,15,0.0649471450428286,0.999733176059864
"CA_Oakland_C16_C_747",27,16,0.044999304136113,0.999898691897764
"CA_Oakland_C17_C_748",6,5,0.00453850627568286,0.999989006054452
"CA_Oakland_C18_C_749",3,2,NA,NA
"CA_Oakland_C19_C_750",2,2,NA,NA
"CA_Oakland_C21_C_754",2,2,NA,NA
"CA_Oakland_C22_C_755",5,5,NA,NA
"CA_Oakland_C24_C_758",2,2,NA,NA
"CA_Oakland_C25_C_759",70,26,0.133694682465596,0.999618502780311
"CA_Oakland_C29_C_764",216,34,0.289561021160683,0.998688364767027
"CA_Oakland_C3_C_765",6,5,0.00453850627568286,0.999989006054452
"CA_Oakland_C35_C_772",4,4,NA,NA
"CA_Oakland_C37_C_775",3,3,NA,NA
"CA_Oakland_C38_C_776",3,3,NA,NA
"CA_Oakland_C4_C_778",38,21,0.0426769081865268,0.999945367748464
"CA_Oakland_C40_C_779",8,4,0.0896828161975756,0.99249319298028
"CA_Oakland_C41_C_780",3,3,NA,NA
"CA_Oakland_C5_C_781",125,36,0.240400697473767,0.999304837005182
"CA_Oakland_C6_C_782",10,9,0.00243733904829687,0.99999908956507
"CA_Oakland_C6_C_783",81,25,0.159915950364282,0.999364525705227
"CA_Oakland_C7_C_784",3,3,NA,NA
"CA_Oakland_C7_C_785",15,9,0.00769499102147112,0.99999012968791
"CA_Oakland_C7_C_786",2,1,NA,NA
"CA_Oakland_C9_C_789",13,10,0.0108455820986598,0.999984874771844
"CA_Oakland_C9_C_791",7,5,0.0184744559000108,0.999810909881063
"CA_Oakland_D1_D_792",7,5,0.0184744559000108,0.999810909881063
"CA_Oakland_D11_D_794",20,11,0.0752662308683916,0.999334858062962
"CA_Oakland_D12_D_795",7,4,0.0062697901891918,0.999960527596199
"CA_Oakland_D16_D_799",2,2,NA,NA
"CA_Oakland_D2_D_805",18,14,0.0238785440994593,0.999963999653192
"CA_Oakland_D2_D_806",10,8,0.0194747494407256,0.999922650106403
"CA_Oakland_D20_D_807",6,5,0.00453850627568286,0.999989006054452
"CA_Oakland_D3_D_808",14,8,0.0200623373015201,0.999910777008543
"CA_Oakland_D3_D_809",8,7,0.00319732044001254,0.999997354222772
"CA_Oakland_D4_D_810",15,13,0.0065219141853158,0.999996904094231
"CA_Oakland_D4_D_811",6,5,0.00453850627568286,0.999989006054452
"CA_Oakland_D6_D_813",5,5,NA,NA
"CA_Oakland_D7_D_814",30,23,0.0160551133084898,0.999994006685265
"CA_Oakland_D7_D_815",3,3,NA,NA
"CA_Oakland_D7_D_816",4,4,NA,NA
"CA_Oakland_D8_D_817",33,17,0.0477187215417649,0.999892902394632
"CA_Oakland_D9_D_818",3,3,NA,NA
"CA_Sacramento_A2_A_820",2,2,NA,NA
"CA_Sacramento_B2_B_830",2,2,NA,NA
"CA_Sacramento_C11_C_840",6,3,0.0149663495039215,0.999529027797839
"CA_Sacramento_C12_C_841",2,2,NA,NA
"CA_Sacramento_C17_C_847",2,2,NA,NA
"CA_Sacramento_C18_C_849",2,2,NA,NA
"CA_Sacramento_C19_C_852",2,2,NA,NA
"CA_Sacramento_C21_C_855",3,2,NA,NA
"CA_Sacramento_C7_C_870",11,5,0.0400578427573738,0.998907787824209
"CA_Sacramento_D4_D_877",2,2,NA,NA
"CA_Sacramento_D5_D_878",2,2,NA,NA
"CA_San Diego_A12_A_885",2,2,NA,NA
"CA_San Diego_A14_A_887",5,5,NA,NA
"CA_San Diego_B11_B_898",6,6,NA,NA
"CA_San Diego_B12_B_899",2,1,NA,NA
"CA_San Diego_B13_B_900",4,3,0.00684715681898454,0.999916651455104
"CA_San Diego_B15_B_902",4,2,NA,NA
"CA_San Diego_B18_B_905",3,2,NA,NA
"CA_San Diego_B21_B_909",2,1,NA,NA
"CA_San Diego_B22_B_910",2,2,NA,NA
"CA_San Diego_B7_B_916",4,3,0.00684715681898454,0.999916651455104
"CA_San Diego_B8_B_917",2,2,NA,NA
"CA_San Diego_C11_C_921",3,2,NA,NA
"CA_San Diego_C15_C_925",2,2,NA,NA
"CA_San Diego_C4_C_937",4,4,NA,NA
"CA_San Diego_C6_C_939",6,3,0.0149663495039215,0.999529027797839
"CA_San Diego_C7_C_940",3,3,NA,NA
"CA_San Diego_C8_C_941",8,4,0.040642754253005,0.99834139007915
"CA_San Diego_D10_D_944",2,2,NA,NA
"CA_San Diego_D7_D_950",4,4,NA,NA
"CA_San Diego_D8_D_951",10,8,0.0110731586844239,0.999975559224772
"CA_San Diego_NA_B_953",3,2,NA,NA
"CA_San Diego_NA_B_954",4,4,NA,NA
"CA_San Diego_NA_B_959",5,3,0.0192610453171459,0.999239778961662
"CA_San Francisco_A1_A_960",9,9,NA,NA
"CA_San Francisco_A4_A_967",4,4,NA,NA
"CA_San Francisco_A6_A_969",13,6,0.0215353869161199,0.999805340007985
"CA_San Francisco_A7_A_970",3,3,NA,NA
"CA_San Francisco_A8_A_971",2,2,NA,NA
"CA_San Francisco_B1_B_973",18,12,0.0350187551118074,0.999887318851822
"CA_San Francisco_B10_B_974",5,5,NA,NA
"CA_San Francisco_B11_B_975",13,6,0.0628066777976834,0.998198801746242
"CA_San Francisco_B15_B_979",12,11,0.00195951155823258,0.99999961037677
"CA_San Francisco_B16_B_980",44,23,0.0459752201931299,0.999947405615183
"CA_San Francisco_B17_B_981",3,3,NA,NA
"CA_San Francisco_B18_B_982",5,3,0.0192610453171459,0.999239778961662
"CA_San Francisco_B19_B_983",11,6,0.0330762348487103,0.999540375204599
"CA_San Francisco_B23_B_988",33,8,0.0767684459044646,0.998383914803976
"CA_San Francisco_B26_B_991",3,3,NA,NA
"CA_San Francisco_B27_B_992",4,4,NA,NA
"CA_San Francisco_B29_B_994",2,2,NA,NA
"CA_San Francisco_B3_B_995",2,2,NA,NA
"CA_San Francisco_B30_B_996",80,15,0.170464861927635,0.997686466955488
"CA_San Francisco_B33_B_999",2,2,NA,NA
"CA_San Francisco_B34_B_1000",31,8,0.0214514063971763,0.999870424099972
"CA_San Francisco_B4_B_1002",2,2,NA,NA
"CA_San Francisco_B5_B_1003",11,9,0.0194802155174373,0.999939728900571
"CA_San Francisco_B6_B_1004",35,10,0.0770989119503751,0.99899911211492
"CA_San Francisco_B7_B_1005",33,14,0.11581672747922,0.999074206985246
"CA_San Francisco_B8_B_1006",5,5,NA,NA
"CA_San Francisco_C10_C_1010",2,2,NA,NA
"CA_San Francisco_C11_C_1011",4,4,NA,NA
"CA_San Francisco_C12_C_1012",12,10,0.00867633330351212,0.999990593454204
"CA_San Francisco_C13_C_1013",9,6,0.0338452027227721,0.9995699405908
"CA_San Francisco_C14_C_1015",5,4,0.00560201505032432,0.999972276879307
"CA_San Francisco_C15_C_1016",7,5,0.0184744559000108,0.999810909881063
"CA_San Francisco_C16_C_1018",3,3,NA,NA
"CA_San Francisco_C16_C_1019",9,6,0.0048453410176264,0.999990865912441
"CA_San Francisco_C17_C_1020",7,5,0.0184744559000108,0.999810909881063
"CA_San Francisco_C18_C_1021",20,8,0.00256743769944853,0.999998414213962
"CA_San Francisco_C19_C_1022",19,8,0.0368097139070004,0.999670723187561
"CA_San Francisco_C2_C_1023",4,4,NA,NA
"CA_San Francisco_C20_C_1024",10,8,0.0194747494407256,0.999922650106403
"CA_San Francisco_C21_C_1025",35,14,0.100139311846872,0.999249196288882
"CA_San Francisco_C22_C_1026",4,3,0.00684715681898454,0.999916651455104
"CA_San Francisco_C24_C_1028",70,10,0.139327901459991,0.996356503628432
"CA_San Francisco_C25_C_1029",9,6,0.0048453410176264,0.999990865912441
"CA_San Francisco_C26_C_1031",10,9,0.00243733904829687,0.99999908956507
"CA_San Francisco_C5_C_1038",15,10,0.0138729251074497,0.99997445163872
"CA_San Francisco_C7_C_1040",5,4,0.00560201505032432,0.999972276879307
"CA_San Francisco_C9_C_1042",2,1,NA,NA
"CA_San Francisco_D11_D_1046",11,8,0.0247536518642342,0.999876413626893
"CA_San Francisco_D12_D_1047",3,3,NA,NA
"CA_San Francisco_D13_D_1048",22,11,0.0982618193584434,0.998830570804639
"CA_San Francisco_D15_D_1050",6,4,0.0234296681044113,0.999490607204192
"CA_San Francisco_D16_D_1051",23,13,0.0525958286406693,0.999777379226804
"CA_San Francisco_D2_D_1053",10,7,0.00688784619822614,0.999986883722665
"CA_San Francisco_D3_D_1054",18,10,0.0209300707661649,0.99993910617353
"CA_San Francisco_D3_D_1055",28,10,0.0617931257382873,0.999397719918682
"CA_San Francisco_D4_D_1056",7,6,0.00376486817975351,0.999994909742269
"CA_San Francisco_D5_D_1057",7,7,NA,NA
"CA_San Francisco_D6_D_1058",2,2,NA,NA
"CA_San Francisco_D7_D_1059",4,4,NA,NA
"CA_San Francisco_D8_D_1060",11,7,0.0236797215975093,0.999838671687733
"CA_San Francisco_D9_D_1061",5,3,0.0313924746586254,0.998133546467439
"CA_San Francisco_NA_B_1063",66,15,0.123802746279308,0.998900532145731
"CA_San Jose_A1_A_1065",9,6,0.0338452027227721,0.9995699405908
"CA_San Jose_B2_B_1068",2,2,NA,NA
"CA_San Jose_B3_B_1070",4,3,0.00684715681898454,0.999916651455104
"CA_San Jose_C12_C_1078",9,6,0.0338452027227721,0.9995699405908
"CA_San Jose_C13_C_1079",4,2,0.0193729656210985,0.99725486228512
"CA_San Jose_C14_C_1081",2,2,NA,NA
"CA_San Jose_C15_C_1082",4,4,NA,NA
"CA_San Jose_D11_D_1094",2,2,NA,NA
"CA_San Jose_D11_D_1095",4,3,0.00684715681898454,0.999916651455104
"CA_San Jose_D3_D_1097",3,3,NA,NA
"CA_Stockton_B1_B_1109",4,3,0.00684715681898454,0.999916651455104
"CO_Denver_A3_A_1151",4,4,NA,NA
"CO_Denver_A4_A_1152",4,4,NA,NA
"CO_Denver_B2_B_1159",3,2,NA,NA
"CO_Denver_B3_B_1160",2,1,NA,NA
"CO_Denver_B8_B_1166",4,4,NA,NA
"CO_Denver_C11_C_1171",2,2,NA,NA
"CO_Denver_C14_C_1174",2,2,NA,NA
"CO_Denver_C5_C_1185",3,2,NA,NA
"CO_Denver_C7_C_1187",29,7,0.0666403029313911,0.998326005374903
"CO_Denver_D10_D_1191",2,1,NA,NA
"CT_Hartford_A5_A_1248",2,2,NA,NA
"CT_Hartford_A6_A_1249",2,2,NA,NA
"CT_New Haven_A5_A_1302",7,7,NA,NA
"CT_New Haven_B3_B_1309",2,2,NA,NA
"CT_Stamford, Darien, and New Canaan_A8_A_1357",5,4,0.00560201505032432,0.999972276879307
"CT_Stamford, Darien, and New Canaan_C6_C_1373",2,2,NA,NA
"FL_Jacksonville_B2_B_1403",14,11,0.0116767820138401,0.999985648903113
"FL_Jacksonville_C1_C_1413",2,2,NA,NA
"FL_Jacksonville_C2_C_1416",10,8,0.0194747494407256,0.999922650106403
"FL_Jacksonville_C5_C_1426",8,7,0.00319732044001254,0.999997354222772
"FL_Jacksonville_D1_D_1432",2,2,NA,NA
"FL_Jacksonville_D1_D_1440",15,14,0.00150822416755969,0.999999858724731
"FL_Miami_A10_A_1447",5,3,0.0192610453171459,0.999239778961662
"FL_Miami_B19_B_1489",2,2,NA,NA
"FL_Miami_C14_C_1516",3,3,NA,NA
"FL_Miami_C15_C_1517",2,2,NA,NA
"FL_Miami_C2_C_1522",3,2,NA,NA
"FL_St. Petersburg_B1_B_1566",2,2,NA,NA
"FL_St. Petersburg_C3_C_1590",6,6,NA,NA
"FL_St. Petersburg_C4_C_1591",5,3,0.0192610453171459,0.999239778961662
"FL_Tampa_A1_A_1613",22,22,NA,NA
"FL_Tampa_A2_A_1614",2,1,NA,NA
"FL_Tampa_B1_B_1618",4,3,0.00684715681898454,0.999916651455104
"FL_Tampa_B4_B_1621",2,1,NA,NA
"FL_Tampa_C3_C_1625",2,2,NA,NA
"FL_Tampa_D4_D_1635",2,2,NA,NA
"GA_Atlanta_A1_A_1639",2,2,NA,NA
"GA_Atlanta_A8_A_1646",2,2,NA,NA
"GA_Atlanta_B13_B_1653",5,4,0.00560201505032432,0.999972276879307
"GA_Atlanta_B14_B_1654",42,19,0.08956033478415,0.999691463260881
"GA_Atlanta_B16_B_1656",8,6,0.0194249152549049,0.999856154687062
"GA_Atlanta_B21_B_1662",2,2,NA,NA
"GA_Atlanta_B3_B_1670",2,2,NA,NA
"GA_Atlanta_B5_B_1673",2,2,NA,NA
"GA_Atlanta_B8_B_1676",6,3,0.0305419001135244,0.99789240109718
"GA_Atlanta_C11_C_1681",3,1,NA,NA
"GA_Atlanta_C15_C_1685",8,6,0.0194249152549049,0.999856154687062
"GA_Atlanta_C18_C_1688",3,3,NA,NA
"GA_Atlanta_C20_C_1691",12,7,0.038034035763328,0.999595779937174
"GA_Atlanta_C23_C_1694",6,6,NA,NA
"GA_Atlanta_C25_C_1696",2,2,NA,NA
"GA_Atlanta_C26_C_1697",2,2,NA,NA
"GA_Atlanta_C27_C_1698",2,2,NA,NA
"GA_Atlanta_C41_C_1715",4,3,0.00684715681898454,0.999916651455104
"GA_Atlanta_C8_C_1721",9,5,0.0168843562568319,0.999822218804502
"GA_Atlanta_D10_D_1724",5,5,NA,NA
"GA_Atlanta_D11_D_1725",5,4,0.00560201505032432,0.999972276879307
"GA_Atlanta_D17_D_1732",8,8,NA,NA
"GA_Atlanta_D21_D_1738",3,3,NA,NA
"GA_Atlanta_D7_D_1756",3,2,NA,NA
"GA_Augusta_C3_C_1774",4,3,0.00684715681898454,0.999916651455104
"GA_Augusta_D1_D_1781",3,3,NA,NA
"GA_Savannah_B5_B_1868",3,3,NA,NA
"GA_Savannah_D18_D_1879",2,2,NA,NA
"IA_Davenport_B3A_B_1914",2,2,NA,NA
"IA_Des Moines_A1_A_1937",6,4,0.0234296681044113,0.999490607204192
"IA_Des Moines_C3_C_1953",3,3,NA,NA
"IA_Des Moines_C6_C_1956",2,2,NA,NA
"IA_Sioux City_B4_B_1987",2,2,NA,NA
"IL_Chicago_A16_A_2063",3,3,NA,NA
"IL_Chicago_A28_A_2076",14,8,0.0567150990660487,0.999328237605287
"IL_Chicago_A29_A_2077",10,7,0.00688784619822614,0.999986883722665
"IL_Chicago_B101_B_2096",4,4,NA,NA
"IL_Chicago_B104_B_2099",5,5,NA,NA
"IL_Chicago_B106_B_2101",5,3,0.0313924746586254,0.998133546467439
"IL_Chicago_B25_B_2143",2,2,NA,NA
"IL_Chicago_B42_B_2162",3,2,NA,NA
"IL_Chicago_B43_B_2163",5,3,0.0192610453171459,0.999239778961662
"IL_Chicago_B47_B_2167",3,3,NA,NA
"IL_Chicago_B49_B_2169",2,2,NA,NA
"IL_Chicago_B56_B_2177",137,42,0.0537040972748972,0.999976018991539
"IL_Chicago_B57_B_2178",2,2,NA,NA
"IL_Chicago_B64_B_2186",2,2,NA,NA
"IL_Chicago_B66_B_2188",2,2,NA,NA
"IL_Chicago_B72_B_2195",2,2,NA,NA
"IL_Chicago_B9_B_2215",3,3,NA,NA
"IL_Chicago_B90_B_2216",2,2,NA,NA
