"Area","Records","Observed.richness","Richness","Slope","Completeness","Ratio"
"CA_Fresno_C3_C_214",197,51,70.9924920010774,0.101522842639596,71.8385825915592,3.86274509803922
"CA_Fresno_C4_C_215",383,61,74.6309022217963,0.0574412532637112,81.735578941165,6.27868852459016
"CA_Fresno_C4_C_216",375,100,140.810605744376,0.0906666666666638,71.0173778966179,3.75
"CA_Fresno_C5_C_218",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667
"CA_Fresno_C6_C_219",6,6,NA,NA,NA,1
"CA_Fresno_C7_C_220",6,4,8.31648052908751,0.333333333333333,48.0972688628285,1.5
"CA_Fresno_C9_C_222",14,14,NA,NA,NA,1
"CA_Fresno_D1_D_224",7,7,NA,NA,NA,1
"CA_Fresno_D2_D_225",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2
"CA_Fresno_D3_D_227",6,6,NA,NA,NA,1
"CA_Fresno_D4_D_228",19,13,33.9832891194049,0.368421052631579,38.254095871423,1.46153846153846
"CA_Fresno_D6_D_230",65,43,115.005981370726,0.384615384615387,37.3893596554669,1.51162790697674
"CA_Fresno_D8_D_232",3,2,NA,NA,NA,1.5
"CA_Los Angeles_A1_A_233",575,93,124.634858402876,0.067826086956515,74.6179689949839,6.18279569892473
"CA_Los Angeles_A10_A_234",1450,127,147.396351293927,0.017931034482757,86.1622413886936,11.4173228346457
"CA_Los Angeles_A11_A_235",186,55,78.1825075513991,0.107526881720432,70.3482169126408,3.38181818181818
"CA_Los Angeles_A12_A_236",913,108,126.914422481635,0.0262869660460012,85.0967115385393,8.4537037037037
"CA_Los Angeles_A13_A_237",2388,142,154.639730134492,0.00921273031826786,91.8263371751235,16.8169014084507
"CA_Los Angeles_A14_A_239",281,73,103.801697386854,0.110320284697508,70.3264029758006,3.84931506849315
"CA_Los Angeles_A15_A_240",688,98,122.384237505611,0.0465116279069804,80.0756715059051,7.02040816326531
"CA_Los Angeles_A16_A_241",644,83,98.7193880962589,0.0357142857142918,84.0766961795476,7.75903614457831
"CA_Los Angeles_A17_A_243",68,39,86.5178631403731,0.294117647058826,45.0773962559887,1.74358974358974
"CA_Los Angeles_A18_A_244",643,89,107.465369432602,0.0357698289269024,82.8173768628013,7.2247191011236
"CA_Los Angeles_A19_A_245",18,17,280.335740280869,0.888888888888889,6.06415720769948,1.05882352941176
"CA_Los Angeles_A2_A_246",303,64,81.4489425958212,0.0693069306930667,78.5768334864591,4.734375
"CA_Los Angeles_A20_A_247",250,67,92.1679123643319,0.0919999999999987,72.6934117105254,3.73134328358209
"CA_Los Angeles_A21_A_248",3354,199,213.096519640466,0.00685748360166372,93.384913247645,16.8542713567839
"CA_Los Angeles_A22_A_249",9,6,24.6666920997555,0.555555555555555,24.3242992442407,1.5
"CA_Los Angeles_A23_A_250",15,15,NA,NA,NA,1
"CA_Los Angeles_A25_A_252",119,42,62.7351243436559,0.117647058823529,66.9481417936287,2.83333333333333
"CA_Los Angeles_A26_A_253",91,42,73.4733670835016,0.164835164835168,57.1635705115672,2.16666666666667
"CA_Los Angeles_A27_A_254",41,24,53.3323237649867,0.292682926829269,45.0008518394173,1.70833333333333
"CA_Los Angeles_A28_A_255",69,39,86.2736270392495,0.304347826086953,45.2050079942243,1.76923076923077
"CA_Los Angeles_A29_A_256",217,57,77.5830775061536,0.0875576036866335,73.4696300175499,3.80701754385965
"CA_Los Angeles_A3_A_257",54,26,47.6161237569502,0.222222222222221,54.6033527061408,2.07692307692308
"CA_Los Angeles_A30_A_258",2108,130,146.12839261263,0.010910815939269,88.9628618201636,16.2153846153846
"CA_Los Angeles_A31_A_259",398,62,74.2278033649974,0.0301507537688437,83.5266533419154,6.41935483870968
"CA_Los Angeles_A32_A_260",95,40,69.4887537971727,0.189473684210526,57.5632714852737,2.375
"CA_Los Angeles_A33_A_261",151,49,71.0333995314214,0.112582781456958,68.9816344469407,3.08163265306122
"CA_Los Angeles_A34_A_262",29,15,27.5929730277158,0.241379310344827,54.3616665914659,1.93333333333333
"CA_Los Angeles_A35_A_263",228,57,74.7302518482933,0.074561403508774,76.2743314658075,4
"CA_Los Angeles_A37_A_265",778,96,115.935872322996,0.0398457583547582,82.8043970140192,8.10416666666667
"CA_Los Angeles_A38_A_266",87,46,94.4977436623697,0.264367816091955,48.6784109516446,1.89130434782609
"CA_Los Angeles_A38_A_267",149,42,57.5775485070052,0.0738255033557067,72.945099416468,3.54761904761905
"CA_Los Angeles_A39_A_268",8,7,45.3854722980917,0.75,15.4234376014069,1.14285714285714
"CA_Los Angeles_A4_A_269",1681,138,150.13751739554,0.0113027959547765,91.915733251694,12.1811594202899
"CA_Los Angeles_A40_A_270",219,44,53.7572867466818,0.0593607305936033,81.8493690117571,4.97727272727273
"CA_Los Angeles_A41_A_271",1092,126,145.757612233967,0.0265567765567738,86.4448848117434,8.66666666666667
"CA_Los Angeles_A42_A_272",48,34,108.151181346474,0.479166666666664,31.437474447068,1.41176470588235
"CA_Los Angeles_A43_A_273",431,137,NA,NA,NA,3.14598540145985
"CA_Los Angeles_A46_A_274",193,62,94.628518083551,0.134715025906736,65.5193606067654,3.11290322580645
"CA_Los Angeles_A47_A_275",40,35,256.560934371542,0.75,13.6419833696561,1.14285714285714
"CA_Los Angeles_A48_A_276",4,4,NA,NA,NA,1
"CA_Los Angeles_A5_A_278",131,46,68.8154733910565,0.0916030534351151,66.8454313154203,2.84782608695652
"CA_Los Angeles_A51_A_280",2,2,NA,NA,NA,1
"CA_Los Angeles_A52_A_281",192,50,69.5117152187154,0.0833333333333357,71.9303211590698,3.84
"CA_Los Angeles_A53_A_282",12,11,115.356179270274,0.833333333333334,9.53568336744885,1.09090909090909
"CA_Los Angeles_A54_A_283",2,2,NA,NA,NA,1
"CA_Los Angeles_A55_A_284",439,85,107.465068591474,0.0546697038724346,79.0954689873462,5.16470588235294
"CA_Los Angeles_A56_A_285",145,62,112.824359160442,0.227586206896554,54.9526719773636,2.33870967741935
"CA_Los Angeles_A58_A_286",122,54,100.577927174552,0.23770491803279,53.6897125611703,2.25925925925926
"CA_Los Angeles_A59_A_287",4198,219,243.955360042988,0.00905192949022648,89.7705219354104,19.1689497716895
"CA_Los Angeles_A6_A_288",117,50,84.243439004565,0.179487179487182,59.3518030493634,2.34
"CA_Los Angeles_A60_A_289",218,56,75.3223474012742,0.0963302752293558,74.3471252982387,3.89285714285714
"CA_Los Angeles_A7_A_290",154,45,63.6943311063013,0.103896103896105,70.6499294653055,3.42222222222222
"CA_Los Angeles_A8_A_291",856,119,138.416399112374,0.0315420560747697,85.9724720214612,7.19327731092437
"CA_Los Angeles_A9_A_292",1967,130,148.145548590837,0.0132180986273625,87.7515397773084,15.1307692307692
"CA_Los Angeles_B1_B_293",2,2,NA,NA,NA,1
"CA_Los Angeles_B10_B_294",65,35,78.0169432253068,0.338461538461537,44.8620498997542,1.85714285714286
"CA_Los Angeles_B100_B_295",24,16,40.0750315340151,0.333333333333332,39.925108945752,1.5
"CA_Los Angeles_B101_B_296",105,40,83.6343988515385,0.219047619047615,47.8272105129912,2.625
"CA_Los Angeles_B102_B_297",4,4,NA,NA,NA,1
"CA_Los Angeles_B103_B_298",36,24,62.5955354779635,0.361111111111111,38.3413925877335,1.5
"CA_Los Angeles_B104_B_299",4,4,NA,NA,NA,1
"CA_Los Angeles_B105_B_300",38,26,76.0003053709541,0.44736842105263,34.2103888571173,1.46153846153846
"CA_Los Angeles_B106_B_301",271,62,81.8539224501389,0.0738007380073782,75.7446902288246,4.37096774193548
"CA_Los Angeles_B107_B_302",16,16,NA,NA,NA,1
"CA_Los Angeles_B109_B_304",34,22,53.8162712975006,0.323529411764707,40.8798295935114,1.54545454545455
"CA_Los Angeles_B11_B_305",217,54,72.0356532516593,0.0875576036866335,74.9628795776294,4.01851851851852
"CA_Los Angeles_B110_B_306",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_B111_B_307",20,12,26.0072562421214,0.300000000000001,46.1409688445518,1.66666666666667
"CA_Los Angeles_B112_B_308",3,3,NA,NA,NA,1
"CA_Los Angeles_B113_B_309",2,2,NA,NA,NA,1
"CA_Los Angeles_B114_B_310",25,20,87.1156540496512,0.600000000000001,22.9579863896804,1.25
"CA_Los Angeles_B115_B_311",218,59,77.9369044064663,0.0779816513761489,75.7022625536881,3.69491525423729
"CA_Los Angeles_B116_B_312",37,35,NA,NA,NA,1.05714285714286
"CA_Los Angeles_B117_B_313",928,126,157.761987178179,0.0398706896551744,79.8671481347996,7.36507936507936
"CA_Los Angeles_B118_B_314",1518,113,130.288980502724,0.0171277997364996,86.7302818427056,13.4336283185841
"CA_Los Angeles_B119_B_315",3,3,NA,NA,NA,1
"CA_Los Angeles_B119_B_316",20,14,41.0738175619667,0.450000000000001,34.084973910396,1.42857142857143
"CA_Los Angeles_B12_B_317",114,51,97.0682873544624,0.236842105263158,52.5403315438793,2.23529411764706
"CA_Los Angeles_B120_B_318",39,22,46.665002203614,0.282051282051281,47.1445386502011,1.77272727272727
"CA_Los Angeles_B121_B_319",82,43,112.951704458212,0.353658536585364,38.069367971254,1.90697674418605
"CA_Los Angeles_B122_B_320",25,19,72.5575634355709,0.560000000000002,26.1861053491294,1.31578947368421
"CA_Los Angeles_B13_B_321",260,48,62.9509657194002,0.065384615384616,76.2498230987541,5.41666666666667
"CA_Los Angeles_B14_B_322",160,45,63.0472332418856,0.106250000000003,71.3750591201266,3.55555555555556
"CA_Los Angeles_B15_B_323",82,54,167.392993467569,0.463414634146339,32.2594147349794,1.51851851851852
"CA_Los Angeles_B16_B_324",609,106,131.309114708149,0.047619047619051,80.7255461554199,5.74528301886792
"CA_Los Angeles_B17_B_325",61,35,80.3467346748997,0.327868852459019,43.561197778127,1.74285714285714
"CA_Los Angeles_B18_B_326",15,9,19.6175015635984,0.333333333333334,45.8774017212269,1.66666666666667
"CA_Los Angeles_B19_B_327",140,52,79.1502566902794,0.107142857142854,65.697828629261,2.69230769230769
"CA_Los Angeles_B2_B_328",12,10,50.2113719008126,0.666666666666668,19.9158071596888,1.2
"CA_Los Angeles_B20_B_329",23,16,46.136342298237,0.434782608695652,34.6798189951252,1.4375
"CA_Los Angeles_B21_B_330",97,41,68.8440223607184,0.175257731958766,59.5549164532753,2.36585365853659
"CA_Los Angeles_B22_B_331",103,43,71.994745426743,0.165048543689323,59.7265810791065,2.3953488372093
"CA_Los Angeles_B23_B_332",302,51,63.711290576047,0.0629139072847664,80.0486060459338,5.92156862745098
"CA_Los Angeles_B24_B_333",38,27,88.0477813614173,0.5,30.6651679151014,1.40740740740741
"CA_Los Angeles_B25_B_334",323,72,89.8735065953735,0.0495356037151709,80.1125968347456,4.48611111111111
"CA_Los Angeles_B26_B_335",1799,181,233.059852414508,0.0350194552529217,77.6624537108533,9.93922651933702
"CA_Los Angeles_B27_B_336",177,58,88.5874307178493,0.135593220338983,65.4720421734883,3.05172413793103
"CA_Los Angeles_B28_B_337",451,98,133.836806312135,0.0731707317073216,73.2235045802303,4.60204081632653
"CA_Los Angeles_B29_B_338",300,62,80.8638826547134,0.0733333333333306,76.6720542776042,4.83870967741935
"CA_Los Angeles_B3_B_339",355,79,113.488286278183,0.0873239436619713,69.6107083742151,4.49367088607595
"CA_Los Angeles_B30_B_340",262,68,95.4181196265157,0.103053435114504,71.2652903517326,3.85294117647059
"CA_Los Angeles_B31_B_341",527,81,103.912760356946,0.0474383301707775,77.9500031774351,6.50617283950617
"CA_Los Angeles_B32_B_342",217,65,93.966740637567,0.110599078341011,69.1734113144429,3.33846153846154
"CA_Los Angeles_B33_B_343",1709,142,153.850834372444,0.00877706260970967,92.2971920036811,12.0352112676056
"CA_Los Angeles_B34_B_344",2283,150,169.034180056339,0.0118265440210337,88.739448997833,15.22
"CA_Los Angeles_B35_B_345",263,83,124.361645585511,0.133079847908746,66.7408344503846,3.16867469879518
"CA_Los Angeles_B36_B_346",459,82,104.86055663893,0.0544662309368249,78.1990889885826,5.59756097560976
"CA_Los Angeles_B37_B_347",161,57,87.4785546317419,0.142857142857146,65.1588269147252,2.82456140350877
"CA_Los Angeles_B38_B_348",29,24,123.495964047238,0.655172413793103,19.4338334739586,1.20833333333333
"CA_Los Angeles_B39_B_349",887,101,112.495002716093,0.0248027057497211,89.7817659108795,8.78217821782178
"CA_Los Angeles_B4_B_350",21,10,16.8429652815715,0.19047619047619,59.3719682539594,2.1
"CA_Los Angeles_B40_B_351",1426,118,130.855116756509,0.0161290322580641,90.176068712369,12.0847457627119
"CA_Los Angeles_B41_B_352",72,44,116.084090500985,0.402777777777779,37.9035575074147,1.63636363636364
"CA_Los Angeles_B42_B_353",231,48,66.3042299170173,0.0822510822510836,72.3935713604911,4.8125
"CA_Los Angeles_B43_B_354",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333
"CA_Los Angeles_B44_B_355",644,100,125.268224525918,0.0465838509316825,79.8287038699988,6.44
"CA_Los Angeles_B45_B_356",176,45,61.6555737284839,0.0965909090909065,72.9861021132802,3.91111111111111
"CA_Los Angeles_B46_B_357",661,104,125.958848931582,0.0453857791225403,82.5666484587283,6.35576923076923
"CA_Los Angeles_B47_B_358",148,49,71.8682998170043,0.108108108108112,68.1802688038634,3.02040816326531
"CA_Los Angeles_B48_B_359",24,22,242.150313927041,0.833333333333332,9.0852659421406,1.09090909090909
"CA_Los Angeles_B49_B_360",76,35,62.0825807655951,0.210526315789473,56.3765223165405,2.17142857142857
"CA_Los Angeles_B5_B_361",138,51,85.4656583777761,0.188405797101453,59.6730908858964,2.70588235294118
"CA_Los Angeles_B50_B_362",3,3,NA,NA,NA,1
"CA_Los Angeles_B51_B_363",458,89,121.388184975435,0.0742358078602621,73.318502964692,5.14606741573034
"CA_Los Angeles_B52_B_364",43,29,79.3827067216773,0.395348837209305,36.5318860966489,1.48275862068966
"CA_Los Angeles_B53_B_365",104,44,75.5683532365007,0.192307692307693,58.2254318316246,2.36363636363636
"CA_Los Angeles_B54_B_366",368,73,100.692048925205,0.0896739130434838,72.498276456987,5.04109589041096
"CA_Los Angeles_B55_B_367",56,32,77.1330908726682,0.357142857142854,41.4867336936177,1.75
"CA_Los Angeles_B58_B_369",368,62,76.6028632208834,0.0543478260869534,80.9369224505666,5.93548387096774
"CA_Los Angeles_B59_B_370",88,36,58.4374830162091,0.18181818181818,61.6042959790286,2.44444444444444
"CA_Los Angeles_B6_B_371",63,29,51.4741811926157,0.222222222222221,56.3389243463289,2.17241379310345
"CA_Los Angeles_B60_B_372",4,4,NA,NA,NA,1
"CA_Los Angeles_B61_B_373",28,22,89.4182213314015,0.571428571428569,24.6034864845541,1.27272727272727
"CA_Los Angeles_B62_B_374",130,38,51.7045310222932,0.100000000000001,73.4945260089792,3.42105263157895
"CA_Los Angeles_B63_B_375",28,17,39.308401139371,0.321428571428573,43.2477524072404,1.64705882352941
"CA_Los Angeles_B64_B_376",158,49,74.9176343778392,0.132911392405063,65.4051618246162,3.22448979591837
"CA_Los Angeles_B65_B_377",92,43,75.6640222959752,0.184782608695656,56.8301799127156,2.13953488372093
"CA_Los Angeles_B66_B_378",21,17,87.0137944831097,0.666666666666668,19.537132130584,1.23529411764706
"CA_Los Angeles_B67_B_379",46,27,67.1814846835394,0.391304347826086,40.1896447022336,1.7037037037037
"CA_Los Angeles_B68_B_380",29,22,83.1430165757357,0.551724137931032,26.4604303597284,1.31818181818182
"CA_Los Angeles_B69_B_381",451,87,112.084786415186,0.0620842572062088,77.6198115574164,5.18390804597701
